player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Cyle Larin,25,ca CAN,FW,27-334,90,21,3,3,10,8,5,21,1,1,100.0,0,0.0,9,144,53,2,1,1,2,2,13,3,26,2022-2023
Óscar Plano,10,es ESP,LW,32-034,71,24,0,3,12,9,3,24,0,0,,0,,12,48,10,0,1,0,3,0,14,2,26,2022-2023
   Lucas Olaza,12,uy URU,LB,28-239,19,14,0,5,6,3,0,14,0,0,,0,,7,27,10,0,0,0,0,0,6,0,26,2022-2023
Gonzalo Plata,11,ec ECU,RW,22-136,90,51,1,11,15,27,4,51,8,4,50.0,3,37.5,32,239,117,3,3,3,1,1,29,7,26,2022-2023
Iván Sánchez,21,es ESP,AM,30-175,90,27,2,8,11,8,1,27,1,0,0.0,1,100.0,18,118,58,1,0,1,0,0,20,2,26,2022-2023
Kike Pérez,4,es ESP,DM,26-031,57,41,0,11,26,5,2,41,3,1,33.3,1,33.3,20,147,70,0,0,0,1,1,24,1,26,2022-2023
   Álvaro Aguado,6,es ESP,DM,26-320,33,27,0,9,14,4,0,27,1,1,100.0,0,0.0,23,159,88,0,1,0,1,0,25,3,26,2022-2023
Monchu,8,es ESP,DM,23-185,90,62,0,16,32,14,1,62,1,0,0.0,0,0.0,35,111,41,1,0,0,3,1,38,1,26,2022-2023
Sergio Escudero,18,es ESP,LB,33-196,71,45,2,20,18,9,0,45,0,0,,0,,21,126,64,2,1,0,1,0,23,0,26,2022-2023
   Manuel Pozo,44,es ESP,LW,21-095,19,14,0,2,8,4,0,14,3,1,33.3,2,66.7,10,42,17,0,0,0,0,1,7,1,26,2022-2023
Jawad El Yamiq,15,ma MAR,CB,31-016,45,32,4,18,13,1,1,32,2,2,100.0,0,0.0,21,141,75,1,0,0,0,0,17,0,26,2022-2023
   Joaquín Fernández,24,es ESP,CB,26-290,45,32,5,15,16,1,0,32,0,0,,0,,18,95,69,1,0,0,0,0,23,0,26,2022-2023
Javi Sánchez,5,es ESP,CB,26-003,90,67,9,41,25,2,1,67,1,1,100.0,0,0.0,35,201,112,0,0,0,1,0,45,0,26,2022-2023
Iván Fresneda,27,es ESP,RB,18-170,57,46,3,14,15,18,1,46,4,2,50.0,2,50.0,22,124,65,2,3,0,1,0,26,6,26,2022-2023
   Sergio León,7,es ESP,AM,34-070,33,10,0,1,7,3,1,10,2,2,100.0,0,0.0,6,30,18,1,0,1,1,1,6,1,26,2022-2023
Sergio Asenjo,13,es ESP,GK,33-262,90,47,42,47,0,0,0,47,0,0,,0,,30,185,123,0,0,0,1,0,23,0,26,2022-2023
Gorka Guruzeta,12,es ESP,FW,26-186,74,28,1,5,11,12,3,28,0,0,,0,,15,54,16,0,0,0,0,3,23,4,26,2022-2023
   Álex Berenguer,7,es ESP,LW,27-256,16,12,0,0,5,7,0,12,1,1,100.0,0,0.0,5,38,20,1,2,0,1,0,9,1,26,2022-2023
Nico Williams,11,es ESP,"LW,RW",20-248,89,54,1,4,12,40,6,54,9,6,66.7,2,22.2,33,202,120,4,1,2,3,0,38,9,26,2022-2023
   Mikel Balenziaga,24,es ESP,"LB,RW",35-016,1,3,0,0,2,1,0,3,0,0,,0,,2,5,5,0,0,0,0,0,2,0,26,2022-2023
Iñaki Williams,9,gh GHA,"RW,FW",28-275,82,47,1,5,16,26,8,47,3,1,33.3,1,33.3,28,210,157,8,1,4,0,0,36,18,26,2022-2023
   Raúl García,22,es ESP,FW,36-249,8,15,0,0,7,8,0,15,0,0,,0,,12,21,9,0,0,0,0,0,14,1,26,2022-2023
Oihan Sancet,8,es ESP,AM,22-326,82,43,0,6,23,15,2,43,5,2,40.0,2,40.0,24,108,23,0,0,0,2,1,38,3,26,2022-2023
   Iker Muniain,10,es ESP,AM,30-088,8,14,0,0,10,5,1,14,1,1,100.0,0,0.0,12,46,20,1,0,0,0,0,14,2,26,2022-2023
Mikel Vesga,6,es ESP,DM,29-300,90,69,0,10,43,16,3,68,2,1,50.0,1,50.0,36,143,86,1,1,0,0,0,44,0,26,2022-2023
Dani García,14,es ESP,DM,32-297,90,47,8,12,26,9,1,47,0,0,,0,,18,53,33,0,1,0,1,0,21,0,26,2022-2023
Yuri Berchiche,17,es ESP,LB,33-035,89,67,5,25,24,18,0,67,1,1,100.0,0,0.0,27,182,100,3,2,0,2,1,31,3,26,2022-2023
   Oier Zarraga,19,es ESP,"RW,LB",24-072,1,2,0,2,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,26,2022-2023
Iñigo Martínez,4,es ESP,CB,31-304,90,39,7,23,14,2,1,39,0,0,,0,,11,52,26,0,0,0,0,0,16,0,26,2022-2023
Yeray Álvarez,5,es ESP,CB,28-052,90,37,8,20,17,1,1,37,0,0,,0,,19,106,56,0,0,0,0,0,21,0,26,2022-2023
Óscar de Marcos,18,es ESP,RB,33-337,90,69,1,16,30,23,0,69,0,0,,0,,30,187,139,5,1,0,1,1,39,7,26,2022-2023
Julen Agirrezabala,13,es ESP,GK,22-081,90,30,26,30,0,0,0,30,0,0,,0,,15,83,47,0,0,0,0,0,10,0,26,2022-2023
Luis Javier Suárez,16,co COL,FW,25-106,90,30,1,3,14,13,3,30,4,1,25.0,3,75.0,17,120,36,2,1,1,3,2,22,4,26,2022-2023
Adri Embarba,10,es ESP,LW,30-315,78,44,0,3,15,28,1,44,5,2,40.0,3,60.0,35,270,131,6,4,0,2,0,35,7,26,2022-2023
   Dyego Sousa,11,pt POR,FW,33-185,12,2,0,0,0,2,0,2,0,0,,0,,0,0,0,0,0,0,0,0,1,0,26,2022-2023
Léo Baptistão,12,br BRA,RW,30-204,64,25,3,6,17,2,1,25,0,0,,0,,14,56,22,1,0,0,6,0,17,4,26,2022-2023
   Lázaro,14,br BRA,"LM,RW",21-006,26,25,0,2,5,18,4,25,2,1,50.0,1,50.0,18,93,50,4,3,1,2,0,19,8,26,2022-2023
