player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Youssef En-Nesyri,15,ma MAR,FW,25-310,77,17,0,0,8,9,5,17,0,0,,0,,14,33,8,0,0,0,5,0,15,0,28,2022-2023
   Rafa Mir,12,es ESP,FW,25-293,13,13,0,3,4,6,1,13,2,0,0.0,2,100.0,6,69,51,0,1,0,0,0,7,0,28,2022-2023
Bryan Gil,25,es ESP,"LM,LW",22-055,77,31,0,7,6,19,2,31,0,0,,0,,19,137,46,1,3,0,2,2,16,4,28,2022-2023
   Alex Telles,3,br BRA,"LM,CM",30-113,13,9,0,3,2,4,0,9,0,0,,0,,4,4,1,0,0,0,3,0,5,1,28,2022-2023
Suso,7,es ESP,"CM,RW",29-139,72,29,3,7,9,13,0,29,2,1,50.0,1,50.0,16,81,30,0,0,0,0,0,14,3,28,2022-2023
   Gonzalo Montiel,2,ar ARG,"RB,CB",26-096,18,10,1,3,4,3,0,10,1,0,0.0,1,100.0,5,43,9,0,0,0,0,1,6,1,28,2022-2023
Érik Lamela,17,ar ARG,"RM,AM",31-034,60,20,0,4,5,11,3,20,1,1,100.0,0,0.0,15,90,18,0,0,1,1,1,16,3,28,2022-2023
   Óliver Torres,21,es ESP,"CM,RM",28-148,30,12,0,4,4,4,0,12,0,0,,0,,6,78,20,0,1,0,0,1,7,0,28,2022-2023
Pape Gueye,18,sn SEN,DM,24-073,18,14,0,3,6,5,0,14,1,1,100.0,0,0.0,10,57,19,0,1,0,1,0,7,0,28,2022-2023
Fernando,20,br BRA,"CM,DM",35-256,90,33,3,13,17,5,1,33,0,0,,0,,17,94,39,1,0,0,0,1,18,0,28,2022-2023
Marcos Acuña,19,ar ARG,LB,31-161,89,53,2,19,13,23,1,53,1,0,0.0,1,100.0,27,107,50,1,2,0,0,1,26,4,28,2022-2023
Nemanja Gudelj,6,rs SRB,CB,31-142,90,30,6,19,8,3,1,30,0,0,,0,,11,67,9,0,0,0,0,0,10,0,28,2022-2023
Loïc Bade,22,fr FRA,CB,22-361,90,32,6,24,9,0,0,32,0,0,,0,,18,104,50,0,0,0,0,0,16,0,28,2022-2023
Jesús Navas,16,es ESP,"RB,RM",37-137,90,48,3,16,18,16,0,48,2,1,50.0,0,0.0,26,162,93,3,2,0,0,2,20,1,28,2022-2023
Marko Dmitrović,1,rs SRB,GK,31-073,90,30,28,30,0,0,0,30,0,0,,0,,17,119,61,0,0,0,0,0,9,0,28,2022-2023
Haris Seferović,22,ch SUI,FW,31-044,76,13,0,1,4,8,0,13,1,1,100.0,0,0.0,8,35,24,0,0,0,0,0,11,1,28,2022-2023
   Jørgen Strand Larsen,18,no NOR,CM,23-060,14,3,0,0,2,1,1,3,0,0,,0,,1,3,2,0,0,0,0,0,2,1,28,2022-2023
Iago Aspas,10,es ESP,FW,35-249,90,50,0,1,21,28,2,50,0,0,,0,,40,293,107,2,3,0,0,1,47,6,28,2022-2023
Franco Cervi,11,ar ARG,LM,28-316,45,15,1,6,7,2,0,15,0,0,,0,,10,56,29,1,1,0,0,0,11,3,28,2022-2023
   Luca de la Torre,23,us USA,LM,24-319,45,40,0,3,17,20,0,40,0,0,,0,,30,219,136,4,2,0,0,0,35,2,28,2022-2023
Fran Beltrán,8,es ESP,CM,24-063,76,77,3,15,47,16,1,77,1,1,100.0,0,0.0,56,298,99,1,3,1,0,0,64,2,28,2022-2023
   Óscar Rodríguez Arnaiz,5,es ESP,RM,24-283,14,16,0,3,6,7,0,16,0,0,,0,,11,48,27,1,1,0,0,1,11,0,28,2022-2023
Renato Tapia,14,pe PER,CM,27-253,60,44,2,10,28,6,0,44,2,1,50.0,1,50.0,33,190,110,3,0,0,0,1,37,0,28,2022-2023
   Gonçalo Paciência,9,pt POR,CM,28-249,30,13,0,1,1,11,4,13,1,1,100.0,0,0.0,8,27,12,0,0,0,0,0,9,2,28,2022-2023
Carles Pérez,7,es ESP,RM,25-050,76,56,0,6,13,37,1,56,3,0,0.0,2,66.7,35,221,113,2,3,0,1,2,42,8,28,2022-2023
   Miguel Rodríguez,29,es ESP,FW,19-343,14,10,0,3,4,3,0,10,0,0,,0,,9,41,26,1,0,0,0,1,6,1,28,2022-2023
Javi Galán,17,es ESP,LB,28-139,90,91,5,27,29,37,1,91,4,1,25.0,2,50.0,60,341,156,5,5,0,3,1,67,21,28,2022-2023
Unai Núñez,4,es ESP,CB,26-067,90,85,9,33,47,5,0,85,0,0,,0,,54,301,199,1,2,0,0,0,62,0,28,2022-2023
Joseph Aidoo,15,gh GHA,CB,27-190,90,89,15,40,45,4,0,89,0,0,,0,,61,331,205,3,1,0,0,0,64,0,28,2022-2023
Hugo Mallo,2,es ESP,RB,31-289,90,123,4,31,61,32,0,123,1,0,0.0,1,100.0,61,279,182,0,3,0,0,0,83,6,28,2022-2023
Iván Villar,13,es ESP,GK,25-272,90,26,25,26,0,0,0,26,0,0,,0,,11,63,28,0,0,0,0,0,11,0,28,2022-2023
Ante Budimir,17,hr CRO,FW,31-260,78,20,0,1,7,12,4,20,1,0,0.0,1,100.0,10,46,17,1,0,0,1,1,15,5,28,2022-2023
   Kiké,18,es ESP,FW,33-134,12,6,0,0,0,6,3,6,2,2,100.0,0,0.0,5,63,51,2,2,1,1,0,6,1,28,2022-2023
Abdessamad Ezzalzouli,12,ma MAR,LW,21-112,90,63,0,1,20,42,8,63,10,6,60.0,4,40.0,54,427,290,10,4,5,1,2,48,12,28,2022-2023
