player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Lucas Boyé,9,ar ARG,FW,26-312,90,48,3,3,22,23,2,48,2,1,50.0,1,50.0,31,130,82,4,0,1,5,5,39,9,16,2022-2023
Pere Milla,10,es ESP,"LW,RM",30-105,90,52,2,4,30,18,5,52,1,1,100.0,0,0.0,23,79,40,2,2,1,2,3,39,7,16,2022-2023
Roger Martí,18,es ESP,RW,32-003,82,33,1,3,10,20,2,33,1,0,0.0,1,100.0,20,67,37,3,0,2,5,2,29,13,16,2022-2023
   Ezequiel Ponce,19,ar ARG,RW,25-283,8,6,0,1,4,1,0,6,0,0,,0,,1,1,0,0,0,0,0,0,4,0,16,2022-2023
Carlos Clerc,23,es ESP,LM,30-319,83,54,2,16,24,14,0,54,1,0,0.0,1,100.0,22,164,10,0,0,0,1,0,21,1,16,2022-2023
   Lautaro Blanco,2,ar ARG,LM,23-321,7,9,0,2,4,3,0,9,1,1,100.0,0,0.0,5,50,36,1,1,0,0,0,5,2,16,2022-2023
Gerard Gumbau,20,es ESP,CM,28-019,74,55,1,10,34,11,0,55,0,0,,0,,26,82,31,0,0,0,0,0,32,0,16,2022-2023
   Raúl Guti,8,es ESP,CM,26-007,16,17,0,3,9,5,0,17,0,0,,0,,7,12,7,0,2,0,0,0,10,1,16,2022-2023
Omar Mascarell,21,es ESP,CM,29-338,90,71,0,13,41,18,0,71,2,2,100.0,0,0.0,35,249,93,3,1,0,0,0,38,0,16,2022-2023
Tete Morente,11,es ESP,RM,26-033,67,46,0,2,22,23,0,46,2,0,0.0,2,100.0,18,46,11,1,1,0,1,0,25,3,16,2022-2023
   Fidel,16,es ESP,"LW,RM",33-071,23,16,0,1,3,12,2,16,0,0,,0,,9,33,9,1,0,0,2,0,10,3,16,2022-2023
Pedro Bigas,6,es ESP,CB,32-113,89,72,3,35,34,5,1,72,1,0,0.0,1,100.0,45,141,67,0,1,0,1,0,38,0,16,2022-2023
Diego González,4,es ESP,CB,27-343,90,77,5,51,24,2,1,77,1,0,0.0,1,100.0,45,239,135,0,0,0,0,2,52,0,16,2022-2023
Helibelton Palacios,14,co COL,CB,29-209,90,84,4,21,50,13,0,84,2,1,50.0,1,50.0,38,122,63,2,1,0,0,0,50,2,16,2022-2023
Édgar Badía,13,es ESP,GK,30-328,90,30,28,30,0,0,0,30,0,0,,0,,18,119,99,0,0,0,0,0,13,0,16,2022-2023
Gonçalo Paciência,9,pt POR,FW,28-158,45,22,0,1,11,10,3,22,0,0,,0,,11,12,7,0,1,0,4,2,17,1,16,2022-2023
   Jørgen Strand Larsen,18,no NOR,FW,22-334,45,21,1,2,13,6,1,21,1,0,0.0,1,100.0,9,40,5,0,1,0,3,1,12,2,16,2022-2023
Iago Aspas,10,es ESP,FW,35-158,90,47,0,3,21,24,3,47,2,0,0.0,1,50.0,33,218,127,4,4,1,5,1,38,8,16,2022-2023
Franco Cervi,11,ar ARG,CM,28-225,89,48,0,14,25,12,0,48,5,2,40.0,2,40.0,20,157,64,1,2,0,1,0,16,2,16,2022-2023
   Luca de la Torre,23,us USA,CM,24-228,1,1,0,0,1,0,0,1,0,0,,0,,1,22,1,0,0,0,0,0,1,0,16,2022-2023
Fran Beltrán,8,es ESP,CM,23-337,86,57,5,18,32,7,1,57,0,0,,0,,24,99,43,0,1,0,0,0,25,0,16,2022-2023
   Renato Tapia,14,pe PER,CM,27-162,4,5,1,2,3,0,0,5,0,0,,0,,4,28,3,0,0,0,1,0,2,0,16,2022-2023
Gabriel Veiga,28,es ESP,CM,20-224,69,32,0,7,15,12,6,32,3,3,100.0,0,0.0,19,125,95,2,1,2,1,0,21,5,16,2022-2023
   Óscar Rodríguez Arnaiz,5,es ESP,CM,24-192,21,13,0,3,9,1,0,13,0,0,,0,,5,10,2,0,0,0,0,0,5,0,16,2022-2023
Javi Galán,17,es ESP,LB,28-048,90,53,2,19,26,9,0,53,1,0,0.0,1,100.0,25,106,53,0,0,0,2,4,25,3,16,2022-2023
Unai Núñez,4,es ESP,CB,25-341,90,61,10,36,25,0,0,61,0,0,,0,,17,61,26,0,0,0,0,0,29,0,16,2022-2023
Joseph Aidoo,15,gh GHA,CB,27-099,90,63,17,39,24,0,0,63,0,0,,0,,33,115,67,0,0,0,1,0,31,0,16,2022-2023
Óscar Mingueza,3,es ESP,CB,23-238,90,65,5,23,37,6,1,65,2,0,0.0,0,0.0,30,168,112,3,3,0,1,0,38,1,16,2022-2023
Hugo Mallo,2,es ESP,RB,31-198,90,45,4,14,26,6,1,45,1,0,0.0,0,0.0,16,48,29,0,0,0,2,0,17,1,16,2022-2023
Agustín Marchesín,1,ar ARG,GK,34-296,90,44,33,43,1,0,0,44,0,0,,0,,26,104,73,0,0,0,0,0,19,0,16,2022-2023
Edinson Cavani,7,uy URU,FW,35-326,90,27,0,1,14,12,4,27,0,0,,0,,12,26,6,0,0,0,4,0,18,1,16,2022-2023
Samuel Lino,16,br BRA,"LW,AM",23-014,90,56,1,2,29,25,3,56,3,1,33.3,1,33.3,36,216,134,4,4,0,3,1,45,7,16,2022-2023
Samu Castillejo,11,es ESP,RW,27-353,55,36,0,1,19,16,2,36,2,0,0.0,1,50.0,30,120,45,0,1,0,2,5,29,8,16,2022-2023
   Hugo Duro,19,es ESP,AM,23-057,35,7,0,0,2,5,3,7,0,0,,0,,2,13,11,0,1,0,0,0,4,1,16,2022-2023
Ilaix Moriba,8,gn GUI,LM,19-352,45,22,0,3,15,5,1,22,1,1,100.0,0,0.0,17,77,37,0,0,0,0,0,18,1,16,2022-2023
   Justin Kluivert,9,nl NED,"RW,LW",23-246,45,27,1,2,11,14,0,27,1,1,100.0,0,0.0,13,105,43,1,1,0,2,0,15,4,16,2022-2023
Hugo Guillamón,6,,CM,22-340,45,,,,,,,,,,,,,,,,,,,,,,,16,2022-2023
   Domingos André Ribeiro Almeida,18,pt POR,DM,22-221,45,48,0,3,26,20,2,48,1,1,100.0,0,0.0,34,289,225,6,7,2,1,3,36,1,16,2022-2023
Yunus Musah,4,us USA,"DM,RM",20-038,90,65,2,7,32,27,3,65,2,1,50.0,1,50.0,43,359,164,4,3,0,0,0,46,6,16,2022-2023
José Luis Gayà,14,es ESP,LB,27-226,90,82,0,11,31,40,1,82,1,0,0.0,1,100.0,48,318,187,8,3,1,1,0,51,13,16,2022-2023
Mouctar Diakhaby,12,gn GUI,CB,26-018,90,86,4,35,47,5,1,86,0,0,,0,,61,340,209,1,3,0,1,1,63,0,16,2022-2023
Eray Cömert,24,ch SUI,CB,24-336,90,99,1,33,66,1,1,99,0,0,,0,,68,430,294,1,0,0,0,0,71,0,16,2022-2023
Thierry Correia,2,pt POR,RB,23-303,81,91,2,22,41,28,0,91,2,1,50.0,1,50.0,54,278,173,2,2,0,4,1,60,16,16,2022-2023
   Dimitri Foulquier,20,fr FRA,RB,29-289,9,13,0,1,6,7,0,13,1,1,100.0,0,0.0,7,91,78,3,3,0,0,0,7,0,16,2022-2023
Giorgi Mamardashvili,25,ge GEO,GK,22-099,90,26,18,24,3,0,0,26,0,0,,0,,15,84,23,0,0,0,0,1,11,0,16,2022-2023
Anthony Lozano,9,hn HON,FW,29-256,90,34,5,6,22,7,3,34,4,3,75.0,1,25.0,27,152,48,2,2,1,6,4,27,4,16,2022-2023
Brian Ocampo,14,uy URU,LW,23-195,70,22,1,10,6,7,0,22,2,0,0.0,2,100.0,14,91,41,1,0,0,1,3,10,3,16,2022-2023
   José Mari,6,es ESP,DM,35-031,13,5,2,4,1,0,0,5,0,0,,0,,1,8,1,0,0,0,0,1,1,0,16,2022-2023
   Youba Diarra,12,ml MLI,DM,24-288,7,3,3,3,1,0,0,3,0,0,,0,,1,6,5,0,0,0,0,0,0,0,16,2022-2023
Rubén Sobrino,7,es ESP,"RW,LW",30-219,83,23,0,6,15,3,2,23,1,0,0.0,1,100.0,15,64,26,0,1,0,0,3,12,1,16,2022-2023
   Santiago Arzamendia,21,py PAR,LW,24-246,7,16,0,8,7,2,0,16,0,0,,0,,11,40,15,0,0,0,0,1,7,2,16,2022-2023
Álex Fernández,8,es ESP,AM,30-083,90,34,2,6,16,12,5,34,0,0,,0,,16,113,82,3,2,1,4,5,19,4,16,2022-2023
Rubén Alcaraz,4,es ESP,DM,31-250,90,41,6,17,21,4,3,41,3,2,66.7,1,33.3,14,38,5,0,1,0,2,2,15,0,16,2022-2023
Fede San Emeterio,24,es ESP,DM,25-296,70,17,3,7,10,0,0,17,0,0,,0,,6,7,3,0,0,0,1,0,5,0,16,2022-2023
   Iván Alejo,11,es ESP,RW,27-330,20,5,0,2,1,2,0,5,0,0,,0,,2,28,20,2,1,0,0,0,3,1,16,2022-2023
Alfonso Espino,22,uy URU,LB,31-001,90,36,5,17,18,1,0,36,1,0,0.0,1,100.0,8,14,9,0,0,0,0,0,8,1,16,2022-2023
Fali,3,es ESP,CB,29-147,90,28,14,22,5,1,0,28,1,1,100.0,0,0.0,5,6,1,0,0,0,0,0,6,1,16,2022-2023
Luis Hernández,23,es ESP,CB,33-267,90,32,13,24,7,2,1,32,0,0,,0,,7,15,4,0,0,0,0,0,5,0,16,2022-2023
Isaac Carcelen,20,es ESP,RB,29-258,65,31,4,13,16,2,0,31,0,0,,0,,10,16,6,0,0,0,0,0,7,0,16,2022-2023
   Raúl Parra,2,es ESP,RB,23-041,25,9,4,7,2,0,0,9,0,0,,0,,3,21,8,0,0,0,0,0,3,1,16,2022-2023
Jeremías Ledesma,1,ar ARG,GK,29-327,90,31,23,29,2,0,0,31,0,0,,0,,14,113,93,0,0,0,0,0,4,0,16,2022-2023
