player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Jørgen Strand Larsen,18,no NOR,FW,23-106,80,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,2,0,36,2022-2023
   Haris Seferović,22,ch SUI,FW,31-090,10,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,36,2022-2023
Miguel Rodríguez,29,es ESP,LW,20-024,70,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,1,0,36,2022-2023
   Franco Cervi,11,ar ARG,LW,28-362,20,2,2,0,1,1,0,1,0.0,1,1,0,1,1,3,0,0,36,2022-2023
Carles Pérez,7,es ESP,RW,25-096,90,4,2,2,0,2,4,11,36.4,7,0,0,0,0,4,0,0,36,2022-2023
Óscar Rodríguez Arnaiz,5,es ESP,"LM,DM",24-329,90,2,2,2,0,0,0,1,0.0,1,3,0,3,1,3,3,0,36,2022-2023
Renato Tapia,14,pe PER,"CM,DM",27-299,90,5,2,1,4,0,1,3,33.3,2,3,1,2,1,6,0,0,36,2022-2023
Gabriel Veiga,24,es ESP,RM,20-361,80,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,36,2022-2023
   Iago Aspas,10,es ESP,AM,35-295,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,36,2022-2023
Javi Galán,17,es ESP,LB,28-185,90,3,3,1,2,0,2,3,66.7,1,0,0,0,0,3,1,0,36,2022-2023
Unai Núñez,4,es ESP,CB,26-113,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,6,0,36,2022-2023
Joseph Aidoo,15,gh GHA,CB,27-236,90,1,1,0,1,0,0,0,,0,0,0,0,1,2,6,0,36,2022-2023
Hugo Mallo,2,es ESP,RB,31-335,90,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,36,2022-2023
Iván Villar,13,es ESP,GK,25-318,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,36,2022-2023
Cristhian Stuani,7,uy URU,FW,36-223,73,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,36,2022-2023
   Valentín Castellanos,9,ar ARG,FW,24-232,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,36,2022-2023
