player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Sergio Camello,34,es ESP,FW,21-246,67,0,0,0,1,0,4,0,0,0,0,0,0,0,1,2,33.3,9,2022-2023
   Radamel Falcao,9,co COL,FW,36-246,23,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,100.0,9,2022-2023
Álvaro García,18,es ESP,LW,29-352,67,0,0,0,1,2,0,5,1,0,0,0,0,4,0,0,,9,2022-2023
   Pep Chavarría,15,es ESP,LB,24-187,23,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,,9,2022-2023
Isaac Palazón Camacho,7,es ESP,RW,27-291,84,0,0,0,0,2,0,5,0,0,0,0,0,5,1,0,100.0,9,2022-2023
   José Pozo,22,es ESP,AM,26-213,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,9,2022-2023
Óscar Trejo,8,ar ARG,AM,34-171,84,0,0,0,2,3,0,1,0,0,0,0,0,8,2,3,40.0,9,2022-2023
   Bebé,10,cv CPV,LW,32-094,6,1,0,0,1,0,0,4,0,0,0,0,0,1,0,0,,9,2022-2023
Santi Comesaña,6,es ESP,DM,26-009,71,0,0,0,2,0,0,0,1,1,0,0,0,6,2,1,66.7,9,2022-2023
   Unai López,17,es ESP,DM,26-349,19,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,,9,2022-2023
Óscar Valentín,23,es ESP,DM,28-055,90,0,0,0,2,3,0,0,1,1,0,0,0,9,4,1,80.0,9,2022-2023
Fran Garcia,3,es ESP,LB,23-061,90,0,0,0,0,1,0,8,0,1,0,0,0,8,0,0,,9,2022-2023
Catena,5,es ESP,CB,27-351,90,1,0,0,1,0,0,0,2,0,0,0,0,2,5,2,71.4,9,2022-2023
Florian Lejeune,19,fr FRA,CB,31-147,90,0,0,0,1,1,1,0,0,0,0,0,0,7,4,2,66.7,9,2022-2023
Iván Balliu,20,al ALB,RB,30-286,90,0,0,0,0,1,0,5,2,0,0,0,0,10,0,0,,9,2022-2023
Stole Dimitrievski,1,mk MKD,GK,28-293,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,9,2022-2023
Enes Ünal,10,tr TUR,FW,25-157,89,0,0,0,3,3,0,0,0,0,0,0,0,2,3,11,21.4,9,2022-2023
   Jaime Mata,7,es ESP,FW,33-355,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,9,2022-2023
Borja Mayoral,19,es ESP,FW,25-192,71,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,9,2022-2023
   Portu,9,es ESP,FW,30-146,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,9,2022-2023
Carles Aleñá,11,es ESP,CM,24-282,90,0,0,0,3,1,0,0,1,1,0,0,0,3,0,1,0.0,9,2022-2023
Luis Milla,5,es ESP,CM,28-007,90,0,0,0,1,0,0,0,3,1,0,0,0,7,3,4,42.9,9,2022-2023
Nemanja Maksimović,20,rs SRB,CM,27-261,58,0,0,0,0,1,0,0,0,1,0,0,0,4,1,1,50.0,9,2022-2023
   Iglesias,21,es ESP,LB,24-103,32,0,0,0,1,1,0,0,1,1,0,0,0,3,0,0,,9,2022-2023
Fabrizio Angileri,3,ar ARG,LB,28-213,58,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,,9,2022-2023
   Ángel Algobia,16,es ESP,CM,23-113,32,1,0,0,4,1,0,0,1,1,0,0,0,1,0,0,,9,2022-2023
Domingos Duarte,6,pt POR,CB,27-218,90,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,66.7,9,2022-2023
Stefan Mitrović,23,rs SRB,CB,32-145,90,1,0,0,1,0,0,0,1,2,0,0,0,4,0,2,0.0,9,2022-2023
Djené,2,tg TOG,CB,30-287,90,0,0,0,1,4,0,0,2,0,0,0,0,15,1,1,50.0,9,2022-2023
Damián Suárez,22,uy URU,RB,34-170,90,0,0,0,1,0,0,4,3,1,0,0,0,5,1,0,100.0,9,2022-2023
David Soria,13,es ESP,GK,29-193,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,2022-2023
Rodrigo Riquelme,17,es ESP,"FW,CM",22-196,79,0,0,0,0,0,0,5,0,0,0,0,0,3,0,1,0.0,9,2022-2023
   Toni Villa,12,es ESP,RM,27-281,11,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,,9,2022-2023
Valentín Castellanos,9,ar ARG,FW,24-012,90,1,0,0,1,1,3,0,0,0,0,0,0,1,3,3,50.0,9,2022-2023
Aleix García,14,es ESP,"CM,LM",25-109,90,1,0,0,2,0,0,13,1,0,0,0,0,2,0,0,,9,2022-2023
Oriol Romeu,18,es ESP,CM,31-021,90,0,0,0,1,0,0,3,1,1,0,0,0,4,2,1,66.7,9,2022-2023
Yangel Herrera,21,ve VEN,"CM,RM",24-274,79,0,0,0,4,3,0,3,0,1,0,0,0,6,1,0,100.0,9,2022-2023
   Manu Vallejo,25,es ESP,CM,25-243,11,0,0,0,0,1,0,2,1,0,1,0,0,0,0,2,0.0,9,2022-2023
Miguel Gutiérrez,3,es ESP,LB,21-080,86,0,0,0,0,0,0,7,0,1,0,0,0,5,0,0,,9,2022-2023
   Valery Fernández,11,es ESP,LB,22-326,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,2022-2023
Javi Hernández ,16,es ESP,CB,24-166,51,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,,9,2022-2023
   Cristhian Stuani,7,uy URU,"FW,CB",36-003,39,1,0,0,3,1,0,1,0,0,0,0,0,0,2,0,100.0,9,2022-2023
Bernardo Espinosa,2,co COL,CB,33-096,90,0,0,0,1,1,0,0,0,0,0,0,0,7,8,2,80.0,9,2022-2023
