player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Lucas Boyé,9,ar ARG,FW,26-312,90,1,0,0,0,1,1,1,100.0,0,1,1,0,0,1,2,0,16,2022-2023
Pere Milla,10,es ESP,"LW,RM",30-105,90,2,1,0,2,0,0,0,,0,0,0,0,0,2,2,0,16,2022-2023
Roger Martí,18,es ESP,RW,32-003,82,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,16,2022-2023
   Ezequiel Ponce,19,ar ARG,RW,25-283,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,2022-2023
Carlos Clerc,23,es ESP,LM,30-319,83,1,1,0,0,1,1,2,50.0,1,1,0,1,2,3,2,0,16,2022-2023
   Lautaro Blanco,2,ar ARG,LM,23-321,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,2022-2023
Gerard Gumbau,20,es ESP,CM,28-019,74,1,1,1,0,0,0,1,0.0,1,1,1,0,1,2,1,0,16,2022-2023
   Raúl Guti,8,es ESP,CM,26-007,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,2022-2023
Omar Mascarell,21,es ESP,CM,29-338,90,1,1,1,0,0,0,1,0.0,1,3,0,3,1,2,0,0,16,2022-2023
Tete Morente,11,es ESP,RM,26-033,67,2,2,0,2,0,0,0,,0,2,0,2,1,3,0,0,16,2022-2023
   Fidel,16,es ESP,"LW,RM",33-071,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,2022-2023
Pedro Bigas,6,es ESP,CB,32-113,89,2,1,0,2,0,1,3,33.3,2,0,0,0,3,5,0,0,16,2022-2023
Diego González,4,es ESP,CB,27-343,90,0,0,0,0,0,0,0,,0,3,2,1,0,0,2,0,16,2022-2023
Helibelton Palacios,14,co COL,CB,29-209,90,3,2,1,2,0,2,2,100.0,0,0,0,0,0,3,4,0,16,2022-2023
Édgar Badía,13,es ESP,GK,30-328,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,16,2022-2023
Gonçalo Paciência,9,pt POR,FW,28-158,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,16,2022-2023
   Jørgen Strand Larsen,18,no NOR,FW,22-334,45,4,3,0,1,3,1,1,100.0,0,1,0,1,0,4,1,0,16,2022-2023
Iago Aspas,10,es ESP,FW,35-158,90,1,1,0,0,1,1,2,50.0,1,0,0,0,1,2,0,0,16,2022-2023
Franco Cervi,11,ar ARG,CM,28-225,89,3,2,2,1,0,2,3,66.7,1,3,0,3,3,6,0,0,16,2022-2023
   Luca de la Torre,23,us USA,CM,24-228,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,2022-2023
Fran Beltrán,8,es ESP,CM,23-337,86,1,1,1,0,0,0,0,,0,0,0,0,0,1,4,0,16,2022-2023
   Renato Tapia,14,pe PER,CM,27-162,4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,16,2022-2023
Gabriel Veiga,28,es ESP,CM,20-224,69,0,0,0,0,0,0,1,0.0,1,3,1,2,1,1,0,0,16,2022-2023
   Óscar Rodríguez Arnaiz,5,es ESP,CM,24-192,21,1,1,0,1,0,1,1,100.0,0,1,0,1,1,2,1,0,16,2022-2023
Javi Galán,17,es ESP,LB,28-048,90,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,5,0,16,2022-2023
Unai Núñez,4,es ESP,CB,25-341,90,3,3,2,1,0,1,1,100.0,0,1,1,0,3,6,11,0,16,2022-2023
Joseph Aidoo,15,gh GHA,CB,27-099,90,3,2,1,2,0,0,0,,0,2,1,1,0,3,14,0,16,2022-2023
Óscar Mingueza,3,es ESP,CB,23-238,90,2,2,1,1,0,1,2,50.0,1,2,0,2,0,2,2,0,16,2022-2023
