player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Cyle Larin,25,ca CAN,FW,27-334,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,26,2022-2023
Óscar Plano,10,es ESP,LW,32-034,71,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,1,0,26,2022-2023
   Lucas Olaza,12,uy URU,LB,28-239,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26,2022-2023
Gonzalo Plata,11,ec ECU,RW,22-136,90,2,0,0,0,2,0,2,0.0,2,2,0,2,0,2,1,0,26,2022-2023
Iván Sánchez,21,es ESP,AM,30-175,90,2,2,2,0,0,2,4,50.0,2,3,1,2,0,2,0,0,26,2022-2023
Kike Pérez,4,es ESP,DM,26-031,57,2,1,1,1,0,1,2,50.0,1,0,0,0,0,2,0,0,26,2022-2023
   Álvaro Aguado,6,es ESP,DM,26-320,33,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26,2022-2023
Monchu,8,es ESP,DM,23-185,90,0,0,0,0,0,0,1,0.0,1,1,1,0,4,4,1,0,26,2022-2023
Sergio Escudero,18,es ESP,LB,33-196,71,2,1,1,0,1,1,2,50.0,1,0,0,0,1,3,1,0,26,2022-2023
   Manuel Pozo,44,es ESP,LW,21-095,19,0,0,0,0,0,0,0,,0,2,0,2,2,2,0,0,26,2022-2023
Jawad El Yamiq,15,ma MAR,CB,31-016,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,26,2022-2023
   Joaquín Fernández,24,es ESP,CB,26-290,45,1,1,0,0,1,0,1,0.0,1,1,1,0,0,1,3,0,26,2022-2023
Javi Sánchez,5,es ESP,CB,26-003,90,3,3,2,1,0,2,3,66.7,1,1,0,1,3,6,2,0,26,2022-2023
Iván Fresneda,27,es ESP,RB,18-170,57,0,0,0,0,0,0,2,0.0,2,3,0,3,0,0,0,0,26,2022-2023
   Sergio León,7,es ESP,AM,34-070,33,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26,2022-2023
