player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Lucas Boyé,9,ar ARG,FW,26-312,90,22,33,66.7,294,103,11,15,73.3,8,11,72.7,1,1,100.0,0,0.2,0.0,1,1,1,0,5,16,2022-2023
Pere Milla,10,es ESP,"LW,RM",30-105,90,20,37,54.1,305,83,12,19,63.2,6,8,75.0,2,6,33.3,0,0.0,0.0,0,3,0,0,4,16,2022-2023
Roger Martí,18,es ESP,RW,32-003,82,18,25,72.0,203,52,13,14,92.9,2,5,40.0,1,1,100.0,0,0.2,0.0,2,1,0,0,1,16,2022-2023
   Ezequiel Ponce,19,ar ARG,RW,25-283,8,4,6,66.7,61,8,3,5,60.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,16,2022-2023
Carlos Clerc,23,es ESP,LM,30-319,83,34,45,75.6,545,240,16,18,88.9,13,15,86.7,3,7,42.9,0,0.0,0.0,0,0,0,0,1,16,2022-2023
   Lautaro Blanco,2,ar ARG,LM,23-321,7,6,9,66.7,178,114,2,2,100.0,2,3,66.7,2,3,66.7,0,0.0,0.0,0,1,0,0,1,16,2022-2023
Gerard Gumbau,20,es ESP,CM,28-019,74,38,48,79.2,683,232,14,16,87.5,18,23,78.3,4,5,80.0,0,0.1,0.1,3,7,2,2,6,16,2022-2023
   Raúl Guti,8,es ESP,CM,26-007,16,12,16,75.0,189,46,5,6,83.3,5,6,83.3,1,3,33.3,0,0.0,0.0,0,1,1,0,3,16,2022-2023
Omar Mascarell,21,es ESP,CM,29-338,90,49,65,75.4,942,403,20,22,90.9,21,28,75.0,8,13,61.5,0,0.3,0.3,2,9,0,0,9,16,2022-2023
Tete Morente,11,es ESP,RM,26-033,67,21,36,58.3,334,82,15,21,71.4,4,6,66.7,2,5,40.0,0,0.0,0.0,0,3,0,0,3,16,2022-2023
   Fidel,16,es ESP,"LW,RM",33-071,23,4,14,28.6,66,34,3,7,42.9,0,4,0.0,1,2,50.0,0,0.1,0.1,1,0,0,0,0,16,2022-2023
Pedro Bigas,6,es ESP,CB,32-113,89,49,62,79.0,1178,556,8,10,80.0,30,34,88.2,10,15,66.7,0,0.0,0.0,0,6,0,0,3,16,2022-2023
Diego González,4,es ESP,CB,27-343,90,56,68,82.4,1225,415,15,17,88.2,32,36,88.9,9,13,69.2,0,0.0,0.0,0,1,0,0,2,16,2022-2023
Helibelton Palacios,14,co COL,CB,29-209,90,59,74,79.7,905,359,35,37,94.6,21,26,80.8,3,7,42.9,0,0.0,0.0,0,8,0,0,3,16,2022-2023
Édgar Badía,13,es ESP,GK,30-328,90,15,24,62.5,378,282,3,3,100.0,8,8,100.0,4,13,30.8,0,0.0,0.0,0,0,0,0,0,16,2022-2023
Gonçalo Paciência,9,pt POR,FW,28-158,45,6,11,54.5,116,72,3,4,75.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,16,2022-2023
   Jørgen Strand Larsen,18,no NOR,FW,22-334,45,4,8,50.0,73,14,2,3,66.7,1,2,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1,16,2022-2023
Iago Aspas,10,es ESP,FW,35-158,90,28,37,75.7,453,85,15,19,78.9,10,14,71.4,2,2,100.0,0,0.3,0.1,4,1,2,0,4,16,2022-2023
Franco Cervi,11,ar ARG,CM,28-225,89,25,32,78.1,444,101,13,15,86.7,10,11,90.9,2,6,33.3,0,0.0,0.0,0,0,0,0,1,16,2022-2023
   Luca de la Torre,23,us USA,CM,24-228,1,1,1,100.0,4,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,16,2022-2023
Fran Beltrán,8,es ESP,CM,23-337,86,33,49,67.3,606,171,17,20,85.0,12,19,63.2,4,8,50.0,0,0.0,0.0,1,2,0,0,5,16,2022-2023
   Renato Tapia,14,pe PER,CM,27-162,4,2,3,66.7,34,14,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,16,2022-2023
Gabriel Veiga,28,es ESP,CM,20-224,69,13,19,68.4,176,70,8,11,72.7,2,4,50.0,2,2,100.0,0,0.0,0.0,0,1,1,0,1,16,2022-2023
   Óscar Rodríguez Arnaiz,5,es ESP,CM,24-192,21,6,9,66.7,88,41,2,3,66.7,3,4,75.0,0,1,0.0,0,0.0,0.0,0,0,0,0,2,16,2022-2023
Javi Galán,17,es ESP,LB,28-048,90,23,36,63.9,385,174,11,14,78.6,11,14,78.6,1,7,14.3,0,0.1,0.1,1,1,2,1,2,16,2022-2023
Unai Núñez,4,es ESP,CB,25-341,90,31,40,77.5,547,185,13,15,86.7,16,18,88.9,1,6,16.7,0,0.0,0.0,0,2,0,0,1,16,2022-2023
Joseph Aidoo,15,gh GHA,CB,27-099,90,37,44,84.1,743,255,11,11,100.0,21,23,91.3,5,10,50.0,0,0.0,0.0,0,1,1,0,1,16,2022-2023
Óscar Mingueza,3,es ESP,CB,23-238,90,46,58,79.3,700,239,22,26,84.6,22,25,88.0,2,5,40.0,0,0.4,0.1,3,4,0,0,2,16,2022-2023
Hugo Mallo,2,es ESP,RB,31-198,90,22,29,75.9,262,116,16,17,94.1,6,9,66.7,0,2,0.0,0,0.0,0.0,0,2,0,0,2,16,2022-2023
Agustín Marchesín,1,ar ARG,GK,34-296,90,22,41,53.7,753,625,5,5,100.0,7,8,87.5,10,28,35.7,0,0.0,0.0,0,0,0,0,0,16,2022-2023
Edinson Cavani,7,uy URU,FW,35-326,90,15,18,83.3,230,44,10,11,90.9,4,5,80.0,1,1,100.0,0,0.0,0.0,1,0,0,0,1,16,2022-2023
Samuel Lino,16,br BRA,"LW,AM",23-014,90,31,43,72.1,455,80,16,19,84.2,13,18,72.2,1,4,25.0,0,0.0,0.1,1,2,2,2,2,16,2022-2023
Samu Castillejo,11,es ESP,RW,27-353,55,22,27,81.5,340,77,12,12,100.0,7,8,87.5,2,5,40.0,0,0.0,0.0,0,5,0,0,5,16,2022-2023
   Hugo Duro,19,es ESP,AM,23-057,35,3,4,75.0,49,0,0,1,0.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,16,2022-2023
Ilaix Moriba,8,gn GUI,LM,19-352,45,19,20,95.0,279,49,12,12,100.0,6,7,85.7,1,1,100.0,0,0.0,0.0,0,1,0,0,2,16,2022-2023
