player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Martin Braithwaite,17,dk DEN,FW,31-230,80,0,0,0,0,1,0,2,0,0,0,0,0,1,1,4,20.0,18,2022-2023
   Rubén,27,es ESP,FW,21-351,10,1,0,0,1,0,0,2,1,0,0,0,0,3,0,0,,18,2022-2023
Joselu,9,es ESP,FW,32-300,90,0,0,0,3,3,0,2,0,0,0,0,0,1,10,4,71.4,18,2022-2023
Javi Puado,7,es ESP,LM,24-241,80,1,0,0,3,0,0,0,2,0,0,0,0,2,1,2,33.3,18,2022-2023
   Nico Ribaudo,21,es ESP,LM,21-285,10,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,100.0,18,2022-2023
Sergi Darder,10,es ESP,CM,29-030,90,0,0,0,0,0,1,9,0,2,0,0,0,4,1,0,100.0,18,2022-2023
Vinicius Souza,12,br BRA,CM,23-218,90,0,0,0,3,1,0,0,0,6,0,0,0,6,1,0,100.0,18,2022-2023
Aleix Vidal,22,es ESP,RM,33-153,71,0,0,0,3,0,0,2,0,0,0,0,0,3,0,2,0.0,18,2022-2023
   Fernando Calero,5,es ESP,RM,27-129,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,2022-2023
Brian Oliván,14,es ESP,LB,28-295,90,0,0,0,3,1,0,4,1,1,0,0,0,6,0,0,,18,2022-2023
Leandro Cabrera,4,uy URU,CB,31-218,90,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,100.0,18,2022-2023
César Montes,23,mx MEX,CB,25-331,90,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,,18,2022-2023
Óscar Gil,2,es ESP,RB,25-270,90,0,0,0,0,1,0,2,3,0,0,0,0,3,2,2,50.0,18,2022-2023
Álvaro Fernández,25,es ESP,GK,24-283,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,18,2022-2023
Borja Iglesias,9,es ESP,FW,30-004,90,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,100.0,18,2022-2023
Andrés Guardado,18,mx MEX,"LW,DM",36-115,73,0,0,0,0,2,0,0,0,2,0,0,0,3,3,1,75.0,18,2022-2023
   Joaquín,17,es ESP,"RW,AM",41-184,17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,18,2022-2023
Luiz Henrique,11,br BRA,RW,22-019,80,0,0,0,1,2,0,0,1,0,0,0,0,3,0,1,0.0,18,2022-2023
   Willian José,12,br BRA,AM,31-059,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,2022-2023
Sergio Canales,10,es ESP,"AM,DM",31-339,90,0,0,0,1,2,0,7,0,0,0,0,0,4,0,1,0.0,18,2022-2023
William Carvalho,14,pt POR,DM,30-289,90,0,0,0,0,2,0,0,0,1,0,0,0,2,1,0,100.0,18,2022-2023
Guido Rodríguez,5,ar ARG,DM,28-284,59,1,0,0,1,1,0,0,1,0,0,0,0,3,2,3,40.0,18,2022-2023
   Rodri,28,es ESP,LW,22-250,31,0,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0.0,18,2022-2023
Abner,20,br BRA,LB,22-239,80,0,0,0,0,1,0,1,1,1,0,0,0,5,1,3,25.0,18,2022-2023
   Juan Miranda,33,es ESP,LB,23-002,10,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,,18,2022-2023
Édgar González,3,es ESP,CB,25-295,90,0,0,0,3,0,0,0,2,0,0,0,0,2,1,3,25.0,18,2022-2023
Germán Pezzella,16,ar ARG,CB,31-208,90,0,0,0,1,1,0,0,1,2,0,0,0,4,4,3,57.1,18,2022-2023
Aitor Ruibal,24,es ESP,RB,26-305,90,1,0,0,0,2,0,3,1,3,0,0,0,8,1,3,25.0,18,2022-2023
Claudio Bravo,1,cl CHI,GK,39-283,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,2022-2023
Álvaro Morata,19,es ESP,FW,30-090,74,0,0,0,1,2,1,0,0,0,0,0,0,1,2,2,50.0,18,2022-2023
   Memphis,9,nl NED,FW,28-342,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,18,2022-2023
Antoine Griezmann,8,fr FRA,LM,31-306,55,0,0,0,0,2,0,0,2,1,0,0,0,8,2,0,100.0,18,2022-2023
   Yannick Carrasco,21,be BEL,LM,29-139,35,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,18,2022-2023
Thomas Lemar,11,fr FRA,CM,27-070,58,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0,,18,2022-2023
   Geoffrey Kondogbia,4,cf CTA,DM,29-340,32,0,0,0,0,0,0,0,2,2,0,0,0,7,0,0,,18,2022-2023
Marcos Llorente,14,es ESP,CM,27-356,55,0,0,0,1,0,0,2,0,0,0,0,0,4,0,1,0.0,18,2022-2023
   Rodrigo De Paul,5,ar ARG,CM,28-242,35,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,18,2022-2023
Ángel Correa,10,ar ARG,RM,27-318,90,0,0,0,0,0,0,2,2,0,0,0,0,4,0,1,0.0,18,2022-2023
Koke,6,es ESP,"DM,CM",31-013,74,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,18,2022-2023
   Saúl Ñíguez,17,es ESP,CM,28-061,16,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,66.7,18,2022-2023
Reinildo Mandava,23,mz MOZ,LB,29-000,90,1,0,0,3,2,0,0,3,2,0,0,0,6,1,1,50.0,18,2022-2023
Mario Hermoso,22,es ESP,CB,27-217,90,0,0,0,1,0,0,0,0,0,0,0,0,4,4,1,80.0,18,2022-2023
Axel Witsel,20,be BEL,CB,34-009,90,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,100.0,18,2022-2023
Nahuel Molina,16,ar ARG,RB,24-290,90,0,0,0,0,1,0,3,1,1,0,0,0,8,3,1,75.0,18,2022-2023
Jan Oblak,13,si SVN,GK,30-014,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,18,2022-2023
Sergio León,7,es ESP,FW,34-015,74,0,0,0,0,1,1,1,0,0,0,0,0,1,0,3,0.0,18,2022-2023
   Roque Mesa,17,es ESP,FW,33-228,16,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0.0,18,2022-2023
Shon Weissman,9,il ISR,FW,26-341,90,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0.0,18,2022-2023
Óscar Plano,10,es ESP,CM,31-344,90,0,0,0,0,0,0,2,4,4,0,0,0,7,0,0,,18,2022-2023
Álvaro Aguado,6,es ESP,CM,26-265,90,0,0,0,0,2,0,1,1,2,0,0,0,6,0,0,,18,2022-2023
Kike Pérez,4,es ESP,CM,25-341,74,1,0,0,3,2,0,3,0,1,0,0,0,8,1,0,100.0,18,2022-2023
   Sergi Guardiola,16,es ESP,CM,31-237,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,18,2022-2023
Lucas Olaza,12,uy URU,LB,28-184,59,0,0,0,1,0,0,6,0,0,0,0,0,3,0,2,0.0,18,2022-2023
   Gonzalo Plata,11,ec ECU,LB,22-081,31,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,18,2022-2023
David Torres,32,es ESP,CB,19-322,90,0,0,0,0,1,0,1,1,1,0,0,0,5,2,1,66.7,18,2022-2023
Jawad El Yamiq,15,ma MAR,CB,30-326,90,0,0,0,0,1,0,0,2,3,0,0,0,8,2,2,50.0,18,2022-2023
Javi Sánchez,5,es ESP,CB,25-313,68,0,0,0,2,1,0,0,3,1,0,0,0,2,0,0,,18,2022-2023
   Lucas Oliveira Rosa,39,br BRA,CB,22-293,22,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,18,2022-2023
Luis Pérez,2,es ESP,RB,27-351,59,0,0,0,1,2,0,3,0,1,0,0,0,2,1,1,50.0,18,2022-2023
   Iván Fresneda,27,es ESP,RB,18-115,31,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,50.0,18,2022-2023
Jordi Masip,1,es ESP,GK,34-018,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,2022-2023
Youssef En-Nesyri,15,ma MAR,FW,25-234,78,0,0,0,0,0,1,0,0,1,0,0,0,2,1,3,25.0,18,2022-2023
   Rafa Mir,12,es ESP,FW,25-217,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,18,2022-2023
