player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Valentín Castellanos,9,ar ARG,FW,24-137,75,0,0,0,2,0,0,0,0,0,0,0,0,1,4,4,50.0,22,2022-2023
   Cristhian Stuani,7,uy URU,FW,36-128,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,2022-2023
Borja García,24,es ESP,FW,32-107,82,1,0,0,2,1,1,0,0,1,0,0,0,2,1,0,100.0,22,2022-2023
   Ricard Artero,36,es ESP,FW,20-012,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,22,2022-2023
Rodrigo Riquelme,17,es ESP,LM,22-321,75,0,0,0,0,0,0,4,0,2,0,0,0,5,0,1,0.0,22,2022-2023
   Iván Martín,23,es ESP,"RM,LM",24-003,15,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,22,2022-2023
Aleix García,14,es ESP,CM,25-234,90,0,0,0,1,0,0,6,0,2,0,0,0,8,0,0,,22,2022-2023
Oriol Romeu,18,es ESP,CM,31-146,90,0,0,0,2,1,0,1,0,0,0,0,0,6,1,3,25.0,22,2022-2023
Viktor Tsyhankov,8,ua UKR,RM,25-094,64,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,50.0,22,2022-2023
   Toni Villa,12,es ESP,"LM,RM",28-041,26,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,22,2022-2023
Javi Hernández ,16,es ESP,LB,24-291,82,0,0,0,0,0,0,1,0,1,0,0,0,9,1,1,50.0,22,2022-2023
   Alexander Callens,25,pe PER,LB,30-289,8,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,,22,2022-2023
Juanpe,15,es ESP,CB,31-293,90,0,0,0,1,0,0,0,1,1,0,0,0,5,3,0,100.0,22,2022-2023
Santiago Bueno,22,uy URU,CB,24-100,90,0,0,0,0,2,0,0,0,1,0,0,0,4,2,0,100.0,22,2022-2023
Arnau Martinez,4,es ESP,RB,19-298,90,0,0,0,0,3,0,2,0,3,0,0,0,10,2,2,50.0,22,2022-2023
Paulo Gazzaniga,13,ar ARG,GK,31-046,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,22,2022-2023
Luis Javier Suárez,16,co COL,FW,25-077,90,1,0,0,2,0,0,2,1,1,0,0,0,0,3,5,37.5,22,2022-2023
Adri Embarba,10,es ESP,LW,30-286,45,0,0,0,0,0,0,3,1,0,0,0,0,6,0,0,,22,2022-2023
   El Bilal Touré,9,ml MLI,FW,21-137,45,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,22,2022-2023
Léo Baptistão,12,br BRA,RW,30-175,45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,22,2022-2023
   Arnau Puigmal,18,es ESP,RM,22-038,45,0,0,0,0,0,0,4,1,2,0,0,0,1,0,0,,22,2022-2023
Samu Costa,23,pt POR,LM,22-082,45,0,0,0,1,4,0,0,1,0,0,0,0,3,2,1,66.7,22,2022-2023
   Juan Brandáriz,21,es ESP,RB,23-352,45,0,0,0,0,0,0,1,1,1,0,0,0,4,1,0,100.0,22,2022-2023
César de la Hoz,6,es ESP,CM,30-324,90,0,0,0,1,0,0,0,0,2,0,0,0,5,1,1,50.0,22,2022-2023
Lucas Robertone,5,ar ARG,"CM,RM",25-336,90,0,0,0,0,4,0,11,1,1,0,0,0,6,1,1,50.0,22,2022-2023
Sergio Akieme,15,es ESP,LB,25-063,79,0,0,0,0,0,0,4,0,0,0,0,0,3,1,0,100.0,22,2022-2023
   Álex Centelles,20,es ESP,LB,25-101,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,2022-2023
Srđan Babić,22,rs SRB,CB,26-301,90,0,0,0,0,0,0,0,2,1,0,0,0,5,3,1,75.0,22,2022-2023
Rodrigo Ely,19,br BRA,CB,29-106,90,0,0,0,1,1,0,0,0,1,0,0,0,6,1,4,20.0,22,2022-2023
Houboulang Mendes,24,gw GNB,RB,24-289,45,0,0,0,0,0,0,2,1,1,0,0,0,4,0,0,,22,2022-2023
   Largie Ramazani,7,be BEL,LM,21-355,45,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,,22,2022-2023
Fernando,13,es ESP,GK,32-252,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,2022-2023
Mikel Oyarzabal,10,es ESP,FW,25-303,90,0,0,0,1,2,1,1,0,0,0,0,0,5,1,1,50.0,22,2022-2023
Alexander Sørloth,19,no NOR,FW,27-075,88,1,0,0,1,1,0,0,0,0,0,0,0,2,1,1,50.0,22,2022-2023
   Carlos Fernández,9,es ESP,FW,26-272,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3,22,2022-2023
Asier Illarramendi,4,es ESP,LM,32-347,62,0,0,0,1,1,0,0,1,0,0,0,0,4,1,2,33.3,22,2022-2023
   Mikel Merino,8,es ESP,LM,26-241,28,0,0,0,0,1,0,1,0,1,0,0,0,4,2,2,50.0,22,2022-2023
Brais Méndez,23,es ESP,CM,26-042,82,0,0,0,3,1,0,1,0,0,0,0,0,2,2,1,66.7,22,2022-2023
   Roberto Navarro,17,es ESP,CM,20-312,8,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,100.0,22,2022-2023
Takefusa Kubo,14,jp JPN,RM,21-259,82,0,0,0,0,3,1,1,0,2,0,0,0,4,0,0,,22,2022-2023
   Pablo Marín,42,es ESP,RM,19-230,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,22,2022-2023
Martín Zubimendi,3,es ESP,DM,24-016,90,1,0,0,3,2,0,0,2,0,0,0,0,11,0,2,0.0,22,2022-2023
Diego Rico,15,es ESP,LB,29-360,90,0,0,0,0,0,0,2,0,3,0,0,0,6,0,2,0.0,22,2022-2023
Robin Le Normand,24,es ESP,CB,26-099,90,0,0,0,1,0,0,0,1,0,0,0,1,3,2,1,66.7,22,2022-2023
Igor Zubeldia,5,es ESP,CB,25-325,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,33.3,22,2022-2023
Ander Barrenetxea,7,es ESP,RB,21-053,88,1,0,0,3,1,0,2,0,1,0,0,0,7,0,1,0.0,22,2022-2023
   Alex Sola,2,es ESP,RB,23-254,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,2022-2023
Álex Remiro,1,es ESP,GK,27-331,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,22,2022-2023
Jørgen Strand Larsen,18,no NOR,FW,23-012,45,0,0,0,0,1,1,0,1,0,0,0,0,0,4,1,80.0,22,2022-2023
   Haris Seferović,22,ch SUI,FW,30-361,45,1,0,0,1,0,1,0,0,0,0,0,0,0,4,1,80.0,22,2022-2023
Iago Aspas,10,es ESP,"FW,LM",35-201,90,0,0,0,0,3,0,2,0,0,0,0,0,2,1,1,50.0,22,2022-2023
Luca de la Torre,23,us USA,LM,24-271,67,0,0,0,1,1,1,0,0,1,0,0,0,3,0,0,,22,2022-2023
   Óscar Rodríguez Arnaiz,5,es ESP,"CM,LM",24-235,23,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,22,2022-2023
Fran Beltrán,8,es ESP,CM,24-015,67,0,0,0,1,0,0,1,2,1,0,0,0,5,0,3,0.0,22,2022-2023
   Renato Tapia,14,pe PER,CM,27-205,7,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,,22,2022-2023
Gabriel Veiga,24,es ESP,CM,20-267,90,0,0,0,0,3,0,1,2,2,0,0,0,8,1,0,100.0,22,2022-2023
Carles Pérez,7,es ESP,RM,25-002,82,1,0,0,3,1,0,1,2,1,0,0,0,8,0,0,,22,2022-2023
   Franco Cervi,11,ar ARG,RM,28-268,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,22,2022-2023
Javi Galán,17,es ESP,LB,28-091,90,0,0,0,1,3,0,10,0,2,0,0,0,5,2,1,66.7,22,2022-2023
Unai Núñez,4,es ESP,CB,26-019,90,1,0,0,2,1,0,0,2,1,0,0,0,5,2,3,40.0,22,2022-2023
Joseph Aidoo,15,gh GHA,CB,27-142,90,0,0,0,0,0,0,0,1,1,0,0,0,5,2,1,66.7,22,2022-2023
Óscar Mingueza,3,es ESP,RB,23-281,90,0,0,0,1,0,0,4,0,0,0,0,0,2,1,1,50.0,22,2022-2023
Iván Villar,13,es ESP,GK,25-224,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,22,2022-2023
Ayoze Pérez,21,es ESP,FW,29-204,80,0,0,0,1,2,0,0,1,1,1,0,0,1,0,1,0.0,22,2022-2023
   Willian José,12,br BRA,FW,31-087,10,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,50.0,22,2022-2023
Juanmi,7,es ESP,LW,29-274,80,0,0,0,0,1,1,0,1,0,0,0,0,6,0,0,,22,2022-2023
   Joaquín,17,es ESP,"LW,LM",41-212,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,22,2022-2023
Sergio Canales,10,es ESP,RW,32-002,45,0,0,0,1,1,0,1,0,0,0,0,0,4,0,0,,22,2022-2023
   Juan Miranda,33,es ESP,"RW,LB",23-030,45,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,80.0,22,2022-2023
Nabil Fekir,8,fr FRA,"AM,CM",29-215,90,0,0,0,4,1,0,3,0,0,0,0,0,4,0,2,0.0,22,2022-2023
William Carvalho,14,pt POR,"DM,CM",30-317,90,0,0,0,0,1,0,1,1,2,0,0,0,8,3,2,60.0,22,2022-2023
Guido Rodríguez,5,ar ARG,DM,28-312,89,1,0,0,2,3,0,0,2,2,0,0,0,3,2,1,66.7,22,2022-2023
   Édgar González,3,es ESP,CB,25-323,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,100.0,22,2022-2023
Abner,20,br BRA,LB,22-267,45,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,,22,2022-2023
   Luiz Henrique,11,br BRA,"LB,RM",22-047,45,0,0,0,1,2,0,0,0,3,0,0,0,9,1,2,33.3,22,2022-2023
Víctor Ruiz,6,es ESP,CB,34-024,90,0,0,0,3,1,0,0,1,0,0,0,0,4,3,1,75.0,22,2022-2023
Luiz Felipe,19,it ITA,CB,25-333,90,0,0,0,1,0,0,0,2,1,0,0,0,2,2,2,50.0,22,2022-2023
Youssouf Sabaly,23,sn SEN,RB,29-350,90,0,0,0,1,0,0,2,1,1,0,0,0,5,0,2,0.0,22,2022-2023
Claudio Bravo,1,cl CHI,GK,39-311,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,22,2022-2023
