Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Sergio Asenjo,es ESP,33-262,90,6,3,3,66.7,2.2,6,16,37.5,34,7,35.3,33.6,8,50.0,43.8,21,1,4.8,1,10.7,26,2022-2023
Julen Agirrezabala,es ESP,22-081,90,3,1,2,66.7,0.7,4,18,22.2,18,5,44.4,38.6,11,90.9,60.3,11,1,9.1,2,19.2,26,2022-2023
Fernando,es ESP,32-281,90,4,1,3,75.0,1.2,3,7,42.9,36,10,19.4,27.4,5,0.0,22.6,8,3,37.5,1,11.5,26,2022-2023
David Gil,es ESP,29-066,90,5,1,4,100.0,1.6,6,27,22.2,19,2,94.7,54.3,9,100.0,69.8,23,1,4.3,1,11.3,26,2022-2023
Stole Dimitrievski,mk MKD,29-083,90,4,2,2,50.0,1.3,4,12,33.3,24,8,33.3,37.0,10,40.0,39.3,14,1,7.1,0,6.0,26,2022-2023
Paulo Gazzaniga,ar ARG,31-075,90,3,2,1,33.3,1.0,6,19,31.6,33,5,36.4,34.8,9,77.8,59.6,10,1,10.0,2,18.0,26,2022-2023
Fernando Pacheco,es ESP,30-304,90,4,3,1,50.0,2.7,7,12,58.3,23,1,34.8,36.2,5,80.0,46.2,4,0,0.0,1,24.0,26,2022-2023
Iván Villar,es ESP,25-252,90,3,1,2,66.7,1.3,5,20,25.0,28,8,28.6,32.4,14,85.7,54.8,18,0,0.0,0,8.0,26,2022-2023
Jan Oblak,si SVN,30-070,90,1,0,1,100.0,0.0,4,11,36.4,25,8,32.0,32.7,11,27.3,30.0,13,2,15.4,1,11.3,26,2022-2023
Giorgi Mamardashvili,ge GEO,22-170,90,6,3,3,50.0,2.6,4,16,25.0,18,5,50.0,39.4,7,100.0,70.9,8,0,0.0,0,8.5,26,2022-2023
Rui Silva,pt POR,29-040,90,1,0,1,100.0,0.6,4,18,22.2,28,3,46.4,38.2,7,71.4,46.6,18,0,0.0,0,,26,2022-2023
Predrag Rajković,rs SRB,27-139,90,3,1,2,66.7,0.5,6,27,22.2,32,2,75.0,48.9,3,100.0,61.7,13,0,0.0,0,9.0,26,2022-2023
Aitor Fernández,es ESP,31-320,90,6,3,3,50.0,1.9,7,15,46.7,26,0,53.8,42.3,4,25.0,32.0,5,0,0.0,3,27.8,26,2022-2023
Pepe Reina,es ESP,40-200,90,2,0,2,100.0,1.1,4,17,23.5,33,5,36.4,33.6,8,62.5,44.6,29,0,0.0,0,,26,2022-2023
Álex Remiro,es ESP,27-360,90,3,0,3,100.0,0.5,3,8,37.5,23,3,21.7,29.1,5,60.0,45.2,5,0,0.0,3,21.0,26,2022-2023
Édgar Badía,es ESP,31-035,90,4,2,2,50.0,2.6,8,17,47.1,23,6,47.8,38.3,9,66.7,44.4,10,0,0.0,0,12.3,26,2022-2023
David Soria,es ESP,29-349,90,4,0,4,100.0,0.8,14,30,46.7,26,1,80.8,54.5,9,100.0,64.0,9,1,11.1,1,14.7,26,2022-2023
Yassine Bounou,ma MAR,31-348,90,4,2,2,50.0,1.9,14,28,50.0,47,6,36.2,29.8,12,91.7,60.6,17,1,5.9,1,17.5,26,2022-2023
Marc-André ter Stegen,de GER,30-323,90,3,1,3,66.7,0.3,9,12,75.0,32,7,31.3,30.7,7,28.6,34.4,7,0,0.0,0,4.0,26,2022-2023
Thibaut Courtois,be BEL,30-312,90,7,2,5,71.4,1.8,7,12,58.3,33,9,30.3,34.9,5,40.0,45.2,22,0,0.0,4,15.9,26,2022-2023
