player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Kiké,18,es ESP,FW,32-316,90,11,18,61.1,96,16,8,11,72.7,1,2,50.0,0,0,,0,0.0,0.0,1,0,1,0,1,8,2022-2023
Moi Gómez,16,es ESP,LW,28-106,52,12,17,70.6,181,30,6,7,85.7,3,4,75.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,8,2022-2023
   Ezequiel Ávila,9,ar ARG,"RM,LW",28-243,38,1,5,20.0,6,1,1,1,100.0,0,3,0.0,0,1,0.0,0,0.2,0.1,1,0,0,0,0,8,2022-2023
Abdessamad Ezzalzouli,12,ma MAR,RW,20-294,71,9,18,50.0,115,15,7,13,53.8,2,3,66.7,0,1,0.0,0,0.2,0.0,1,0,1,0,1,8,2022-2023
   Darko Brašanac,8,rs SRB,CM,30-237,19,3,3,100.0,34,14,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,8,2022-2023
Aimar Oroz,22,es ESP,CM,20-314,62,15,20,75.0,228,71,9,11,81.8,4,5,80.0,1,2,50.0,0,0.0,0.0,1,3,2,0,2,8,2022-2023
   Rubén García,14,es ESP,"LM,CM",29-085,28,12,16,75.0,230,105,2,2,100.0,3,6,50.0,3,4,75.0,0,0.3,0.2,3,0,0,0,0,8,2022-2023
Lucas Torró,6,es ESP,"CM,CB",28-080,90,20,30,66.7,316,93,8,11,72.7,10,13,76.9,0,1,0.0,0,0.0,0.0,0,2,0,0,3,8,2022-2023
Jon Moncayola,7,es ESP,CM,24-147,90,21,27,77.8,430,151,3,5,60.0,12,12,100.0,3,6,50.0,0,0.0,0.0,0,2,0,0,3,8,2022-2023
Juan Cruz Armada,3,es ESP,"CB,LB",30-071,90,22,30,73.3,427,121,8,9,88.9,10,14,71.4,4,7,57.1,0,0.0,0.0,0,2,0,0,1,8,2022-2023
Aridane Hernández,23,es ESP,CB,33-198,45,22,26,84.6,531,135,7,8,87.5,6,7,85.7,9,11,81.8,0,0.0,0.0,0,1,0,0,0,8,2022-2023
   Manu Sánchez,20,es ESP,LB,22-044,45,17,24,70.8,175,77,10,11,90.9,4,5,80.0,0,3,0.0,0,0.0,0.0,0,2,0,0,1,8,2022-2023
Unai García,4,es ESP,CB,30-246,68,28,35,80.0,705,267,4,5,80.0,18,19,94.7,6,11,54.5,0,0.0,0.0,0,2,0,0,3,8,2022-2023
Nacho Vidal,2,es ESP,RB,27-256,45,20,30,66.7,328,145,8,9,88.9,7,11,63.6,3,7,42.9,0,0.0,0.0,0,1,0,0,1,8,2022-2023
   Rubén Peña,15,es ESP,RB,31-081,44,8,16,50.0,140,93,2,5,40.0,6,7,85.7,0,1,0.0,0,0.0,0.0,0,1,1,1,2,8,2022-2023
Sergio Herrera,1,es ESP,GK,29-124,90,32,46,69.6,1283,1154,2,2,100.0,11,11,100.0,19,33,57.6,0,0.0,0.0,0,5,0,0,0,8,2022-2023
Edinson Cavani,7,uy URU,FW,35-235,73,16,21,76.2,278,54,12,15,80.0,2,3,66.7,2,2,100.0,1,0.4,0.2,1,1,0,0,2,8,2022-2023
   Hugo Duro,19,es ESP,FW,22-331,17,3,3,100.0,39,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,8,2022-2023
Domingos André Ribeiro Almeida,18,pt POR,FW,22-130,90,29,41,70.7,473,182,16,18,88.9,11,15,73.3,2,7,28.6,0,0.0,0.1,0,9,0,0,5,8,2022-2023
Samuel Lino,16,br BRA,LM,22-288,90,22,36,61.1,310,74,16,20,80.0,5,9,55.6,1,3,33.3,0,0.0,0.0,0,3,0,0,3,8,2022-2023
Ilaix Moriba,8,gn GUI,CM,19-261,74,23,28,82.1,335,117,16,18,88.9,5,6,83.3,2,2,100.0,0,0.0,0.0,1,5,0,0,3,8,2022-2023
   Toni Lato,3,es ESP,CM,24-320,16,10,10,100.0,188,55,6,6,100.0,2,2,100.0,2,2,100.0,0,0.0,0.0,1,1,0,0,1,8,2022-2023
Hugo Guillamón,6,,CM,22-249,61,,,,,,,,,,,,,,,0,,,,,,,,8,2022-2023
   Yunus Musah,4,us USA,CM,19-312,29,14,20,70.0,337,56,6,8,75.0,4,5,80.0,4,6,66.7,0,0.1,0.0,1,1,0,0,0,8,2022-2023
Justin Kluivert,9,nl NED,RM,23-155,73,11,16,68.8,224,38,3,4,75.0,5,6,83.3,2,4,50.0,0,0.4,0.3,3,0,2,2,0,8,2022-2023
   Dimitri Foulquier,20,fr FRA,RM,29-198,17,8,9,88.9,108,19,6,7,85.7,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,8,2022-2023
José Luis Gayà,14,es ESP,LB,27-135,90,51,74,68.9,905,400,26,29,89.7,16,21,76.2,8,18,44.4,0,0.1,0.1,2,2,1,0,3,8,2022-2023
Mouctar Diakhaby,12,gn GUI,CB,25-292,85,35,43,81.4,780,256,11,14,78.6,18,21,85.7,6,8,75.0,0,0.0,0.0,0,3,0,0,3,8,2022-2023
   Gabriel Paulista,5,br BRA,CB,31-315,5,2,2,100.0,31,12,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,8,2022-2023
Eray Cömert,24,ch SUI,CB,24-245,90,34,45,75.6,766,269,9,12,75.0,19,20,95.0,6,11,54.5,0,0.0,0.0,0,1,1,0,0,8,2022-2023
Thierry Correia,2,pt POR,RB,23-212,90,39,51,76.5,673,298,21,23,91.3,14,17,82.4,4,9,44.4,0,0.0,0.0,0,4,1,0,1,8,2022-2023
Giorgi Mamardashvili,25,ge GEO,GK,22-008,90,18,29,62.1,469,302,5,5,100.0,8,8,100.0,5,16,31.3,0,0.0,0.0,0,0,0,0,0,8,2022-2023
El Bilal Touré,9,ml MLI,FW,21-005,78,9,13,69.2,87,3,8,11,72.7,1,1,100.0,0,0,,0,0.1,0.0,1,0,0,0,0,8,2022-2023
   Íñigo Eguaras,4,es ESP,AM,30-215,12,7,11,63.6,153,79,2,3,66.7,4,4,100.0,1,1,100.0,0,0.0,0.0,0,0,1,0,1,8,2022-2023
Adri Embarba,10,es ESP,LW,30-154,86,13,22,59.1,274,76,7,7,100.0,3,5,60.0,3,8,37.5,2,0.7,0.1,3,1,0,0,0,8,2022-2023
Léo Baptistão,12,br BRA,RW,30-043,65,15,26,57.7,207,61,8,12,66.7,5,7,71.4,0,3,0.0,0,0.2,0.2,1,0,1,1,0,8,2022-2023
   Samu Costa,23,pt POR,RW,21-315,25,8,12,66.7,159,101,4,6,66.7,2,3,66.7,2,2,100.0,0,0.0,0.0,0,2,0,0,3,8,2022-2023
Lucas Robertone,5,ar ARG,AM,25-204,78,21,29,72.4,336,137,11,11,100.0,7,12,58.3,2,5,40.0,0,0.0,0.0,1,3,1,0,4,8,2022-2023
   Largie Ramazani,7,be BEL,FW,21-223,12,2,2,100.0,28,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,8,2022-2023
Gonzalo Melero,3,es ESP,DM,28-279,65,11,12,91.7,205,73,6,7,85.7,3,3,100.0,2,2,100.0,1,0.1,0.0,1,1,1,0,2,8,2022-2023
   Alejandro Pozo Pozo,17,es ESP,DM,23-228,25,5,8,62.5,64,27,3,3,100.0,2,2,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,8,2022-2023
César de la Hoz,6,es ESP,DM,30-192,90,13,20,65.0,267,108,6,7,85.7,5,10,50.0,2,2,100.0,0,0.0,0.0,1,3,2,0,4,8,2022-2023
Sergio Akieme,15,es ESP,LB,24-296,90,23,30,76.7,473,255,8,9,88.9,12,14,85.7,3,4,75.0,0,0.0,0.1,1,2,1,1,3,8,2022-2023
Srđan Babić,22,rs SRB,CB,26-169,90,14,24,58.3,295,127,4,5,80.0,7,9,77.8,3,9,33.3,0,0.0,0.0,0,0,0,0,1,8,2022-2023
Rodrigo Ely,19,br BRA,CB,28-339,90,21,33,63.6,516,272,6,6,100.0,10,11,90.9,5,16,31.3,0,0.0,0.0,0,1,0,0,0,8,2022-2023
