Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Lucas Boyé,9,ar ARG,FW,26-312,90,0,0,0,0,2,1,1,0,48,1,0,1,0.5,0.5,0.2,2,0,22,33,66.7,5,31,4,2,1,16,2022-2023
Pere Milla,10,es ESP,"LW,RM",30-105,90,0,0,0,0,3,0,1,0,52,2,0,0,0.1,0.1,0.0,2,0,20,37,54.1,4,23,2,1,1,16,2022-2023
Roger Martí,18,es ESP,RW,32-003,82,0,0,0,0,1,1,0,0,33,0,0,0,0.2,0.2,0.2,2,0,18,25,72.0,1,20,3,1,0,16,2022-2023
   Ezequiel Ponce,19,ar ARG,RW,25-283,8,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,4,6,66.7,0,1,0,0,0,16,2022-2023
Carlos Clerc,23,es ESP,LM,30-319,83,0,0,0,0,0,0,0,0,54,1,2,1,0.0,0.0,0.0,1,0,34,45,75.6,1,22,0,1,0,16,2022-2023
   Lautaro Blanco,2,ar ARG,LM,23-321,7,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,6,9,66.7,1,5,1,1,1,16,2022-2023
Gerard Gumbau,20,es ESP,CM,28-019,74,0,0,0,0,1,1,0,0,55,1,1,1,0.0,0.0,0.1,5,0,38,48,79.2,6,26,0,0,0,16,2022-2023
   Raúl Guti,8,es ESP,CM,26-007,16,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,12,16,75.0,3,7,0,0,0,16,2022-2023
Omar Mascarell,21,es ESP,CM,29-338,90,0,0,0,0,1,1,0,0,71,1,1,3,0.1,0.1,0.3,5,0,49,65,75.4,9,35,3,2,2,16,2022-2023
Tete Morente,11,es ESP,RM,26-033,67,0,0,0,0,1,0,0,0,46,2,1,2,0.0,0.0,0.0,1,0,21,36,58.3,3,18,1,2,0,16,2022-2023
   Fidel,16,es ESP,"LW,RM",33-071,23,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.1,2,0,4,14,28.6,0,9,1,0,0,16,2022-2023
Pedro Bigas,6,es ESP,CB,32-113,89,0,0,0,0,3,1,0,1,72,2,3,0,0.1,0.1,0.0,1,0,49,62,79.0,3,45,0,1,0,16,2022-2023
Diego González,4,es ESP,CB,27-343,90,0,0,0,0,1,0,1,0,77,0,0,3,0.0,0.0,0.0,0,0,56,68,82.4,2,45,0,1,0,16,2022-2023
Helibelton Palacios,14,co COL,CB,29-209,90,0,0,0,0,0,0,0,0,84,3,0,0,0.0,0.0,0.0,0,0,59,74,79.7,3,38,2,2,1,16,2022-2023
Édgar Badía,13,es ESP,GK,30-328,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,15,24,62.5,0,18,0,0,0,16,2022-2023
Lucas Boyé,9,ar ARG,FW,26-312,90,0,0,0,0,2,1,1,0,48,1,0,1,0.5,0.5,0.2,2,0,22,33,66.7,5,31,4,2,1,16,2022-2023
Pere Milla,10,es ESP,"LW,RM",30-105,90,0,0,0,0,3,0,1,0,52,2,0,0,0.1,0.1,0.0,2,0,20,37,54.1,4,23,2,1,1,16,2022-2023
Roger Martí,18,es ESP,RW,32-003,82,0,0,0,0,1,1,0,0,33,0,0,0,0.2,0.2,0.2,2,0,18,25,72.0,1,20,3,1,0,16,2022-2023
   Ezequiel Ponce,19,ar ARG,RW,25-283,8,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,4,6,66.7,0,1,0,0,0,16,2022-2023
Carlos Clerc,23,es ESP,LM,30-319,83,0,0,0,0,0,0,0,0,54,1,2,1,0.0,0.0,0.0,1,0,34,45,75.6,1,22,0,1,0,16,2022-2023
   Lautaro Blanco,2,ar ARG,LM,23-321,7,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,6,9,66.7,1,5,1,1,1,16,2022-2023
Gerard Gumbau,20,es ESP,CM,28-019,74,0,0,0,0,1,1,0,0,55,1,1,1,0.0,0.0,0.1,5,0,38,48,79.2,6,26,0,0,0,16,2022-2023
   Raúl Guti,8,es ESP,CM,26-007,16,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,12,16,75.0,3,7,0,0,0,16,2022-2023
Omar Mascarell,21,es ESP,CM,29-338,90,0,0,0,0,1,1,0,0,71,1,1,3,0.1,0.1,0.3,5,0,49,65,75.4,9,35,3,2,2,16,2022-2023
Tete Morente,11,es ESP,RM,26-033,67,0,0,0,0,1,0,0,0,46,2,1,2,0.0,0.0,0.0,1,0,21,36,58.3,3,18,1,2,0,16,2022-2023
   Fidel,16,es ESP,"LW,RM",33-071,23,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.1,2,0,4,14,28.6,0,9,1,0,0,16,2022-2023
Pedro Bigas,6,es ESP,CB,32-113,89,0,0,0,0,3,1,0,1,72,2,3,0,0.1,0.1,0.0,1,0,49,62,79.0,3,45,0,1,0,16,2022-2023
Diego González,4,es ESP,CB,27-343,90,0,0,0,0,1,0,1,0,77,0,0,3,0.0,0.0,0.0,0,0,56,68,82.4,2,45,0,1,0,16,2022-2023
Helibelton Palacios,14,co COL,CB,29-209,90,0,0,0,0,0,0,0,0,84,3,0,0,0.0,0.0,0.0,0,0,59,74,79.7,3,38,2,2,1,16,2022-2023
Édgar Badía,13,es ESP,GK,30-328,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,15,24,62.5,0,18,0,0,0,16,2022-2023
Edinson Cavani,7,uy URU,FW,35-326,90,0,0,0,0,3,0,1,0,27,0,1,1,0.1,0.1,0.0,2,0,15,18,83.3,1,12,0,0,0,16,2022-2023
Samuel Lino,16,br BRA,"LW,AM",23-014,90,0,0,0,0,1,0,0,0,56,2,0,1,0.0,0.0,0.0,4,0,31,43,72.1,2,36,4,3,1,16,2022-2023
Samu Castillejo,11,es ESP,RW,27-353,55,0,0,0,0,2,0,0,0,36,2,1,1,0.1,0.1,0.0,2,0,22,27,81.5,5,30,0,2,0,16,2022-2023
   Hugo Duro,19,es ESP,AM,23-057,35,0,0,0,0,0,0,1,0,7,0,1,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,0,0,0,16,2022-2023
Ilaix Moriba,8,gn GUI,LM,19-352,45,0,0,0,0,1,0,0,0,22,0,0,1,0.1,0.1,0.0,1,0,19,20,95.0,2,17,0,1,1,16,2022-2023
   Justin Kluivert,9,nl NED,"RW,LW",23-246,45,0,0,0,0,0,0,1,0,27,3,0,0,0.0,0.0,0.0,0,0,13,21,61.9,1,13,1,1,1,16,2022-2023
Hugo Guillamón,6,,CM,22-340,45,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,16,2022-2023
   Domingos André Ribeiro Almeida,18,pt POR,DM,22-221,45,0,0,0,0,1,0,0,0,48,4,0,0,0.0,0.0,0.0,3,0,32,42,76.2,9,34,6,1,1,16,2022-2023
Yunus Musah,4,us USA,"DM,RM",20-038,90,0,0,0,0,1,0,1,0,65,4,2,1,0.0,0.0,0.0,1,0,45,53,84.9,8,43,4,2,1,16,2022-2023
José Luis Gayà,14,es ESP,LB,27-226,90,0,0,0,0,1,1,1,0,82,1,1,2,0.0,0.0,0.1,2,0,58,76,76.3,3,48,8,1,0,16,2022-2023
Mouctar Diakhaby,12,gn GUI,CB,26-018,90,0,0,0,0,0,0,0,0,86,1,0,1,0.0,0.0,0.0,0,0,69,79,87.3,9,61,1,0,0,16,2022-2023
Eray Cömert,24,ch SUI,CB,24-336,90,0,0,0,0,1,1,0,0,99,4,1,1,0.0,0.0,0.0,0,0,75,88,85.2,8,68,1,0,0,16,2022-2023
Thierry Correia,2,pt POR,RB,23-303,81,0,0,0,0,0,0,0,0,91,4,0,0,0.0,0.0,0.0,2,0,60,77,77.9,9,54,2,2,1,16,2022-2023
   Dimitri Foulquier,20,fr FRA,RB,29-289,9,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,8,13,61.5,0,7,3,1,1,16,2022-2023
Giorgi Mamardashvili,25,ge GEO,GK,22-099,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,22,25,88.0,0,15,0,0,0,16,2022-2023
Edinson Cavani,7,uy URU,FW,35-326,90,0,0,0,0,3,0,1,0,27,0,1,1,0.1,0.1,0.0,2,0,15,18,83.3,1,12,0,0,0,16,2022-2023
Samuel Lino,16,br BRA,"LW,AM",23-014,90,0,0,0,0,1,0,0,0,56,2,0,1,0.0,0.0,0.0,4,0,31,43,72.1,2,36,4,3,1,16,2022-2023
Samu Castillejo,11,es ESP,RW,27-353,55,0,0,0,0,2,0,0,0,36,2,1,1,0.1,0.1,0.0,2,0,22,27,81.5,5,30,0,2,0,16,2022-2023
   Hugo Duro,19,es ESP,AM,23-057,35,0,0,0,0,0,0,1,0,7,0,1,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,0,0,0,16,2022-2023
Ilaix Moriba,8,gn GUI,LM,19-352,45,0,0,0,0,1,0,0,0,22,0,0,1,0.1,0.1,0.0,1,0,19,20,95.0,2,17,0,1,1,16,2022-2023
   Justin Kluivert,9,nl NED,"RW,LW",23-246,45,0,0,0,0,0,0,1,0,27,3,0,0,0.0,0.0,0.0,0,0,13,21,61.9,1,13,1,1,1,16,2022-2023
Hugo Guillamón,6,,CM,22-340,45,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,16,2022-2023
   Domingos André Ribeiro Almeida,18,pt POR,DM,22-221,45,0,0,0,0,1,0,0,0,48,4,0,0,0.0,0.0,0.0,3,0,32,42,76.2,9,34,6,1,1,16,2022-2023
Yunus Musah,4,us USA,"DM,RM",20-038,90,0,0,0,0,1,0,1,0,65,4,2,1,0.0,0.0,0.0,1,0,45,53,84.9,8,43,4,2,1,16,2022-2023
José Luis Gayà,14,es ESP,LB,27-226,90,0,0,0,0,1,1,1,0,82,1,1,2,0.0,0.0,0.1,2,0,58,76,76.3,3,48,8,1,0,16,2022-2023
Mouctar Diakhaby,12,gn GUI,CB,26-018,90,0,0,0,0,0,0,0,0,86,1,0,1,0.0,0.0,0.0,0,0,69,79,87.3,9,61,1,0,0,16,2022-2023
Eray Cömert,24,ch SUI,CB,24-336,90,0,0,0,0,1,1,0,0,99,4,1,1,0.0,0.0,0.0,0,0,75,88,85.2,8,68,1,0,0,16,2022-2023
Thierry Correia,2,pt POR,RB,23-303,81,0,0,0,0,0,0,0,0,91,4,0,0,0.0,0.0,0.0,2,0,60,77,77.9,9,54,2,2,1,16,2022-2023
   Dimitri Foulquier,20,fr FRA,RB,29-289,9,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,8,13,61.5,0,7,3,1,1,16,2022-2023
Giorgi Mamardashvili,25,ge GEO,GK,22-099,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,22,25,88.0,0,15,0,0,0,16,2022-2023
Gerard Moreno,7,es ESP,FW,30-275,87,1,1,1,1,0,0,0,0,51,0,1,1,0.8,0.0,0.6,5,1,30,41,73.2,9,38,2,2,1,16,2022-2023
   Arnaut Danjuma,9,nl NED,FW,25-341,3,0,0,0,0,4,1,0,0,10,0,0,0,0.9,0.9,0.1,2,0,6,6,100.0,1,8,2,0,0,16,2022-2023
Yeremi Pino,21,es ESP,LW,20-079,80,1,0,0,0,1,1,0,0,35,1,1,3,0.4,0.4,0.1,2,0,18,26,69.2,3,24,1,1,0,16,2022-2023
   José Luis Morales,22,es ESP,LW,35-168,10,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.1,1,0,6,6,100.0,0,5,0,0,0,16,2022-2023
Samuel Chukwueze,11,ng NGA,RW,23-230,90,0,0,0,0,2,1,0,0,45,1,1,0,0.3,0.3,0.7,8,1,25,31,80.6,4,32,4,8,5,16,2022-2023
Alex Baena,16,es ESP,LM,21-171,90,0,0,0,0,4,0,1,0,53,1,1,1,0.2,0.2,0.0,1,0,39,43,90.7,6,47,1,3,0,16,2022-2023
Daniel Parejo,10,es ESP,CM,33-266,90,0,0,0,0,2,1,0,0,86,2,1,1,0.1,0.1,0.1,2,1,71,78,91.0,7,61,1,4,3,16,2022-2023
Francis Coquelin,19,fr FRA,RM,31-239,88,0,0,0,0,1,0,0,0,36,1,1,0,0.4,0.4,0.0,0,0,25,28,89.3,3,29,1,0,0,16,2022-2023
   Manu Trigueros,14,es ESP,RM,31-082,2,0,0,0,0,0,0,0,0,4,1,0,1,0.0,0.0,0.0,1,0,2,2,100.0,0,0,0,0,0,16,2022-2023
Alberto Moreno,18,es ESP,LB,30-186,71,0,0,0,0,1,0,0,0,43,0,3,1,0.0,0.0,0.4,2,0,28,36,77.8,4,26,2,0,0,16,2022-2023
   Alfonso Pedraza,24,es ESP,LB,26-273,19,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.1,1,0,9,10,90.0,2,6,1,1,1,16,2022-2023
Pau Torres,4,es ESP,CB,25-356,90,0,0,0,0,1,0,1,0,78,0,2,1,0.1,0.1,0.0,1,0,58,68,85.3,5,53,0,1,1,16,2022-2023
Raúl Albiol,3,es ESP,CB,37-125,90,0,0,0,0,0,0,1,0,41,2,2,0,0.0,0.0,0.0,0,0,26,31,83.9,2,27,0,1,1,16,2022-2023
Juan Foyth,8,ar ARG,RB,24-360,90,0,0,0,0,0,0,0,0,53,7,2,0,0.0,0.0,0.0,1,0,36,42,85.7,7,34,4,0,0,16,2022-2023
Pepe Reina,1,es ESP,GK,40-129,90,0,0,0,0,0,0,1,0,46,0,0,0,0.0,0.0,0.0,0,0,34,44,77.3,0,32,0,0,0,16,2022-2023
Gerard Moreno,7,es ESP,FW,30-275,87,1,1,1,1,0,0,0,0,51,0,1,1,0.8,0.0,0.6,5,1,30,41,73.2,9,38,2,2,1,16,2022-2023
   Arnaut Danjuma,9,nl NED,FW,25-341,3,0,0,0,0,4,1,0,0,10,0,0,0,0.9,0.9,0.1,2,0,6,6,100.0,1,8,2,0,0,16,2022-2023
Yeremi Pino,21,es ESP,LW,20-079,80,1,0,0,0,1,1,0,0,35,1,1,3,0.4,0.4,0.1,2,0,18,26,69.2,3,24,1,1,0,16,2022-2023
   José Luis Morales,22,es ESP,LW,35-168,10,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.1,1,0,6,6,100.0,0,5,0,0,0,16,2022-2023
Samuel Chukwueze,11,ng NGA,RW,23-230,90,0,0,0,0,2,1,0,0,45,1,1,0,0.3,0.3,0.7,8,1,25,31,80.6,4,32,4,8,5,16,2022-2023
Alex Baena,16,es ESP,LM,21-171,90,0,0,0,0,4,0,1,0,53,1,1,1,0.2,0.2,0.0,1,0,39,43,90.7,6,47,1,3,0,16,2022-2023
Daniel Parejo,10,es ESP,CM,33-266,90,0,0,0,0,2,1,0,0,86,2,1,1,0.1,0.1,0.1,2,1,71,78,91.0,7,61,1,4,3,16,2022-2023
Francis Coquelin,19,fr FRA,RM,31-239,88,0,0,0,0,1,0,0,0,36,1,1,0,0.4,0.4,0.0,0,0,25,28,89.3,3,29,1,0,0,16,2022-2023
   Manu Trigueros,14,es ESP,RM,31-082,2,0,0,0,0,0,0,0,0,4,1,0,1,0.0,0.0,0.0,1,0,2,2,100.0,0,0,0,0,0,16,2022-2023
Alberto Moreno,18,es ESP,LB,30-186,71,0,0,0,0,1,0,0,0,43,0,3,1,0.0,0.0,0.4,2,0,28,36,77.8,4,26,2,0,0,16,2022-2023
   Alfonso Pedraza,24,es ESP,LB,26-273,19,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.1,1,0,9,10,90.0,2,6,1,1,1,16,2022-2023
Pau Torres,4,es ESP,CB,25-356,90,0,0,0,0,1,0,1,0,78,0,2,1,0.1,0.1,0.0,1,0,58,68,85.3,5,53,0,1,1,16,2022-2023
Raúl Albiol,3,es ESP,CB,37-125,90,0,0,0,0,0,0,1,0,41,2,2,0,0.0,0.0,0.0,0,0,26,31,83.9,2,27,0,1,1,16,2022-2023
Juan Foyth,8,ar ARG,RB,24-360,90,0,0,0,0,0,0,0,0,53,7,2,0,0.0,0.0,0.0,1,0,36,42,85.7,7,34,4,0,0,16,2022-2023
Pepe Reina,1,es ESP,GK,40-129,90,0,0,0,0,0,0,1,0,46,0,0,0,0.0,0.0,0.0,0,0,34,44,77.3,0,32,0,0,0,16,2022-2023
Vedat Muriqi,7,xk KVX,FW,28-258,83,0,0,0,0,0,0,0,0,33,0,0,1,0.0,0.0,0.1,2,0,12,27,44.4,6,17,2,1,0,16,2022-2023
   Abdón Prats,9,es ESP,FW,30-031,7,1,0,0,0,1,1,0,0,4,0,0,0,0.3,0.3,0.0,1,0,2,3,66.7,0,2,0,0,0,16,2022-2023
