player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Iñaki Williams,9,gh GHA,"FW,RW",28-107,90,28,26,1,0,0,1,2,0,0,0,0,0,21,1,1,7,2022-2023
Álex Berenguer,7,es ESP,LW,27-088,78,24,21,3,0,0,0,4,0,3,2,0,0,16,0,1,7,2022-2023
   Mikel Vesga,6,es ESP,"CM,LM",29-132,12,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,7,2022-2023
Nico Williams,11,es ESP,"RW,LW",20-080,90,25,24,1,0,0,0,6,0,1,0,1,0,15,0,4,7,2022-2023
Iker Muniain,10,es ESP,AM,29-285,78,63,54,9,1,0,0,7,1,7,2,4,0,52,0,1,7,2022-2023
   Asier Villalibre,20,es ESP,FW,25-000,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022-2023
Dani García,14,es ESP,"DM,CM",32-129,83,50,49,1,1,0,0,0,0,0,0,0,0,47,0,0,7,2022-2023
   Oier Zarraga,19,es ESP,LM,23-269,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2022-2023
Oihan Sancet,8,es ESP,DM,22-158,71,34,32,0,0,0,0,0,0,0,0,0,0,32,2,0,7,2022-2023
   Ander Herrera,23,es ESP,"RM,DM",33-047,19,14,14,0,0,0,0,0,0,0,0,0,0,13,0,0,7,2022-2023
Iñigo Lekue,15,es ESP,LB,29-149,90,68,56,12,1,0,0,2,11,0,0,0,0,57,0,0,7,2022-2023
Iñigo Martínez,4,es ESP,CB,31-136,90,64,59,5,3,0,2,1,0,0,0,0,0,53,0,0,7,2022-2023
Yeray Álvarez,5,es ESP,CB,27-249,71,40,38,2,2,0,0,0,0,0,0,0,0,32,0,0,7,2022-2023
   Aitor Paredes,31,es ESP,CB,22-154,19,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,7,2022-2023
Óscar de Marcos,18,es ESP,RB,33-169,90,51,44,6,1,0,0,2,5,0,0,0,0,36,1,2,7,2022-2023
Unai Simón,1,es ESP,GK,25-111,90,26,16,9,3,0,0,0,0,0,0,0,0,23,1,0,7,2022-2023
Lázaro,14,br BRA,FW,20-202,57,17,13,4,0,0,0,0,1,0,0,0,0,16,0,0,7,2022-2023
