Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Rafa Mir,12,es ESP,FW,25-122,90,0,0,0,0,6,2,0,0,14,0,0,0,0.4,0.4,0.0,0,0,5,7,71.4,0,8,0,0,0,10,2022-2023
Óliver Torres,21,es ESP,"AM,LM",27-342,90,0,0,0,0,0,0,0,0,34,1,0,0,0.0,0.0,0.1,5,0,18,31,58.1,2,23,0,2,0,10,2022-2023
Isco,22,es ESP,"CM,DM",30-180,68,0,0,0,0,0,0,0,0,45,1,2,0,0.0,0.0,0.1,4,0,35,38,92.1,6,29,1,1,0,10,2022-2023
   Ivan Rakitić,10,hr CRO,DM,34-222,22,0,0,0,0,1,0,1,0,18,0,0,0,0.0,0.0,0.0,2,0,12,15,80.0,2,10,0,0,0,10,2022-2023
Nemanja Gudelj,6,rs SRB,"CB,CM",30-336,90,0,0,0,0,4,2,0,0,58,3,0,0,0.1,0.1,0.0,2,0,42,46,91.3,3,23,0,0,0,10,2022-2023
Papu Gómez,24,ar ARG,"LW,RM",34-245,90,0,0,0,0,1,0,1,0,57,0,0,0,0.0,0.0,0.0,3,0,45,54,83.3,8,40,2,1,0,10,2022-2023
Alex Telles,3,br BRA,LB,29-307,90,0,0,0,0,0,0,0,0,61,2,0,1,0.0,0.0,0.1,2,0,42,54,77.8,4,22,1,1,0,10,2022-2023
Marcos Acuña,19,ar ARG,CB,30-355,45,0,0,0,0,0,0,0,0,38,3,0,1,0.0,0.0,0.0,0,0,24,32,75.0,1,23,1,2,0,10,2022-2023
   Thomas Delaney,18,dk DEN,DM,31-045,45,0,0,0,0,0,0,1,0,40,0,0,2,0.0,0.0,0.0,1,0,33,36,91.7,3,18,0,0,0,10,2022-2023
Tanguy Nianzou,14,fr FRA,CB,20-133,57,0,0,0,0,0,0,0,0,39,0,0,2,0.0,0.0,0.0,0,0,30,34,88.2,3,22,0,1,1,10,2022-2023
   Kike Salas,29,es ESP,CB,20-178,32,0,1,0,0,2,0,1,1,26,0,0,0,0.1,0.1,0.2,1,1,21,22,95.5,2,21,0,0,0,10,2022-2023
Carmona,30,es ESP,CB,20-262,30,0,0,0,0,0,0,0,0,26,1,0,1,0.0,0.0,0.0,1,0,21,23,91.3,1,16,2,0,0,10,2022-2023
   Jesús Navas,16,es ESP,RB,36-331,60,0,0,0,0,0,0,0,0,66,1,0,0,0.0,0.0,0.2,5,0,47,58,81.0,3,37,1,3,0,10,2022-2023
Gonzalo Montiel,2,ar ARG,"RB,CB",25-290,45,0,0,0,0,0,0,0,0,23,0,0,1,0.0,0.0,0.0,0,0,15,19,78.9,2,9,0,1,0,10,2022-2023
   Érik Lamela,17,ar ARG,RW,30-228,45,1,0,0,0,4,1,0,0,36,0,0,1,0.4,0.4,0.2,7,0,19,27,70.4,1,16,2,3,1,10,2022-2023
Yassine Bounou,13,ma MAR,GK,31-196,90,0,0,0,0,0,0,0,0,56,0,1,0,0.0,0.0,0.0,0,0,42,52,80.8,0,34,0,0,0,10,2022-2023
Rafa Mir,12,es ESP,FW,25-122,90,0,0,0,0,6,2,0,0,14,0,0,0,0.4,0.4,0.0,0,0,5,7,71.4,0,8,0,0,0,10,2022-2023
Óliver Torres,21,es ESP,"AM,LM",27-342,90,0,0,0,0,0,0,0,0,34,1,0,0,0.0,0.0,0.1,5,0,18,31,58.1,2,23,0,2,0,10,2022-2023
Isco,22,es ESP,"CM,DM",30-180,68,0,0,0,0,0,0,0,0,45,1,2,0,0.0,0.0,0.1,4,0,35,38,92.1,6,29,1,1,0,10,2022-2023
