Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Édgar Badía,es ESP,30-269,90,3,2,1,33.3,1.2,6,13,46.2,20,1,35.0,35.2,9,66.7,53.4,12,0,0.0,0,5.0,14,2022-2023
Paulo Gazzaniga,ar ARG,30-310,90,2,1,1,50.0,1.0,1,12,8.3,29,5,20.7,32.5,8,75.0,57.0,15,2,13.3,4,18.8,14,2022-2023
Unai Simón,es ESP,25-150,90,0,0,0,,0.0,4,11,36.4,14,4,28.6,27.7,13,53.8,40.5,8,0,0.0,2,21.5,14,2022-2023
Jordi Masip,es ESP,33-309,90,6,3,3,50.0,3.0,6,18,33.3,28,3,42.9,36.7,12,50.0,47.5,12,1,8.3,0,12.0,14,2022-2023
Aitor Fernández,es ESP,31-189,90,3,2,1,33.3,1.0,2,16,12.5,24,2,50.0,41.3,9,44.4,41.4,9,1,11.1,3,14.9,14,2022-2023
Marc-André ter Stegen,de GER,30-192,90,3,1,2,66.7,0.5,3,20,15.0,35,6,34.3,33.2,12,66.7,52.3,19,2,10.5,0,8.3,14,2022-2023
Fernando,es ESP,32-152,90,2,0,2,100.0,0.6,5,20,25.0,39,5,38.5,40.5,7,71.4,53.4,21,1,4.8,0,6.5,14,2022-2023
David Soria,es ESP,29-219,90,3,1,2,66.7,0.5,7,13,53.8,21,5,52.4,42.2,5,40.0,39.0,10,0,0.0,0,15.0,14,2022-2023
Yassine Bounou,ma MAR,31-218,90,9,2,7,77.8,3.0,1,19,5.3,36,2,38.9,38.4,7,71.4,55.9,8,2,25.0,3,20.6,14,2022-2023
Álex Remiro,es ESP,27-230,90,3,1,2,66.7,0.5,2,10,20.0,21,5,38.1,36.1,7,28.6,35.3,13,0,0.0,0,4.0,14,2022-2023
Benjamin Lecomte,fr FRA,31-197,90,3,1,3,66.7,0.4,1,5,20.0,14,2,7.1,28.8,9,44.4,43.0,7,0,0.0,1,16.3,14,2022-2023
Gerónimo Rulli,ar ARG,30-173,90,6,0,6,100.0,0.9,4,6,66.7,34,4,8.8,22.3,5,60.0,43.6,16,2,12.5,2,18.2,14,2022-2023
Predrag Rajković,rs SRB,27-009,90,5,0,5,100.0,0.9,16,31,51.6,26,1,80.8,50.1,11,90.9,60.6,25,2,8.0,0,3.0,14,2022-2023
Jan Oblak,si SVN,29-306,90,3,1,2,66.7,1.2,2,5,40.0,20,4,10.0,23.5,4,75.0,45.3,6,0,0.0,2,20.3,14,2022-2023
Stole Dimitrievski,mk MKD,28-320,90,3,0,3,100.0,0.6,2,6,33.3,15,6,20.0,26.1,9,33.3,38.1,6,0,0.0,1,25.0,14,2022-2023
Agustín Marchesín,ar ARG,34-239,90,3,0,3,100.0,0.7,6,17,35.3,29,6,48.3,37.9,9,33.3,30.8,21,1,4.8,3,17.4,14,2022-2023
Giorgi Mamardashvili,ge GEO,22-042,90,1,0,1,100.0,0.3,0,3,0.0,26,6,7.7,22.8,5,20.0,21.8,8,0,0.0,0,11.2,14,2022-2023
Rui Silva,pt POR,28-276,90,7,3,4,71.4,3.2,4,18,22.2,29,5,48.3,37.2,8,50.0,45.1,15,0,0.0,3,18.6,14,2022-2023
Thibaut Courtois,be BEL,30-183,90,5,1,4,80.0,1.0,6,10,60.0,29,6,27.6,29.8,4,50.0,38.3,8,1,12.5,2,15.4,14,2022-2023
Jeremías Ledesma,ar ARG,29-270,90,5,2,3,60.0,0.6,11,24,45.8,25,3,52.0,42.1,12,91.7,59.5,15,0,0.0,0,5.0,14,2022-2023
