Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Álex Remiro,es ESP,27-344,90,2,0,2,100.0,0.3,7,12,58.3,33,6,27.3,29.0,5,60.0,44.8,6,1,16.7,3,17.6,24,2022-2023
Jeremías Ledesma,ar ARG,30-018,90,3,0,3,100.0,0.2,9,30,30.0,25,1,76.0,53.2,11,100.0,69.2,20,3,15.0,0,4.5,24,2022-2023
David Soria,es ESP,29-334,90,7,2,5,71.4,1.7,7,24,29.2,21,3,85.7,54.7,6,100.0,65.7,13,0,0.0,0,8.0,24,2022-2023
Paulo Gazzaniga,ar ARG,31-061,90,6,3,3,66.7,2.3,4,19,21.1,38,6,42.1,36.8,3,100.0,68.7,10,3,30.0,4,14.6,24,2022-2023
Fernando,es ESP,32-267,45,1,,1,,0.4,6,7,85.7,9,2,55.6,43.6,5,40.0,39.4,4,,,,11.0,24,2022-2023
Diego Mariño,es ESP,32-299,45,5,2,3,60.0,1.4,2,3,66.7,3,1,33.3,35.7,5,40.0,45.6,12,0,0.0,0,7.0,24,2022-2023
Pepe Reina,es ESP,40-185,90,0,0,0,,0.0,0,1,0.0,34,3,2.9,21.7,3,0.0,26.0,8,0,0.0,2,21.3,24,2022-2023
Predrag Rajković,rs SRB,27-124,90,6,1,5,83.3,1.3,7,17,41.2,28,5,46.4,41.1,5,80.0,58.4,15,2,13.3,0,9.7,24,2022-2023
Édgar Badía,es ESP,31-020,90,3,0,3,100.0,0.4,8,21,38.1,19,3,57.9,46.3,10,100.0,63.4,25,0,0.0,0,10.0,24,2022-2023
Jan Oblak,si SVN,30-056,90,1,1,0,0.0,1.0,6,8,75.0,20,3,15.0,24.6,8,62.5,41.4,6,2,33.3,0,7.0,24,2022-2023
Yassine Bounou,ma MAR,31-333,90,8,6,2,25.0,3.7,2,6,33.3,40,6,12.5,23.7,5,20.0,21.8,13,1,7.7,0,7.2,24,2022-2023
Sergio Asenjo,es ESP,33-250,90,2,1,1,50.0,0.8,5,19,26.3,16,1,62.5,45.6,13,69.2,54.0,19,1,5.3,2,14.4,24,2022-2023
Fernando Pacheco,es ESP,30-291,90,5,2,3,60.0,0.7,7,19,36.8,24,2,41.7,34.3,10,90.0,52.6,15,2,13.3,3,18.7,24,2022-2023
Marc-André ter Stegen,de GER,30-309,90,1,0,1,100.0,0.3,5,11,45.5,36,6,25.0,30.3,9,22.2,37.9,16,1,6.3,1,14.3,24,2022-2023
Giorgi Mamardashvili,ge GEO,22-157,90,4,1,3,75.0,0.9,6,15,40.0,15,1,53.3,38.3,7,100.0,62.9,9,0,0.0,1,17.3,24,2022-2023
Stole Dimitrievski,mk MKD,29-070,90,3,0,3,100.0,0.9,9,25,36.0,36,10,52.8,38.9,10,60.0,52.6,18,1,5.6,2,18.0,24,2022-2023
Julen Agirrezabala,es ESP,22-069,90,2,0,2,100.0,0.3,10,19,52.6,25,1,44.0,35.4,9,88.9,63.0,20,1,5.0,0,8.0,24,2022-2023
Claudio Bravo,cl CHI,39-326,90,5,0,5,100.0,0.2,3,15,20.0,21,5,52.4,42.0,9,44.4,37.8,15,1,6.7,0,12.5,24,2022-2023
Thibaut Courtois,be BEL,30-298,90,4,0,4,100.0,0.4,3,6,50.0,29,6,20.7,27.9,7,0.0,24.1,16,2,12.5,1,13.5,24,2022-2023
Aitor Fernández,es ESP,31-307,90,0,0,0,,0.0,4,13,30.8,26,4,46.2,38.2,3,33.3,45.3,8,0,0.0,1,28.0,24,2022-2023
Iván Villar,es ESP,25-240,90,5,0,5,100.0,1.6,13,16,81.3,24,4,37.5,34.5,10,70.0,53.0,27,1,3.7,3,19.8,24,2022-2023
