Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Roger Martí,15,es ESP,FW,32-038,75,0,0,0,0,1,0,0,0,25,1,0,0,0.1,0.1,0.0,0,0,16,19,84.2,1,12,1,1,1,21,2022-2023
   Anthony Lozano,9,hn HON,FW,29-291,15,0,0,0,0,0,0,1,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,6,1,0,0,21,2022-2023
Sergi Guardiola,19,es ESP,FW,31-257,75,1,0,0,0,3,1,0,0,40,1,0,1,0.3,0.3,0.0,4,0,23,27,85.2,2,21,2,3,2,21,2022-2023
   Rubén Sobrino,7,es ESP,"FW,LW,RM",30-254,15,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,6,0,1,1,21,2022-2023
Brian Ocampo,14,uy URU,LM,23-230,85,0,0,0,0,4,0,0,0,51,3,0,1,0.1,0.1,0.1,7,2,28,38,73.7,2,37,3,4,1,21,2022-2023
   Iván Alejo,11,es ESP,"RW,FW",28-000,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,21,2022-2023
Rubén Alcaraz,4,es ESP,"CM,DM",31-285,90,0,0,0,0,1,0,0,0,58,1,0,1,0.0,0.0,0.1,1,0,35,48,72.9,2,31,2,1,0,21,2022-2023
Gonzalo Escalante,17,ar ARG,CM,29-320,75,1,0,0,0,1,1,1,0,47,3,1,1,0.1,0.1,0.0,2,0,29,37,78.4,2,18,0,2,2,21,2022-2023
   Fede San Emeterio,24,es ESP,"CM,DM",25-331,15,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,2,0,0,0,21,2022-2023
Theo Bongonda,10,cd COD,RM,27-082,87,0,2,0,0,1,0,0,0,43,2,1,0,0.0,0.0,0.3,3,2,21,31,67.7,3,29,3,9,5,21,2022-2023
   Álex Fernández,8,es ESP,AM,30-118,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,21,2022-2023
Alfonso Espino,22,uy URU,LB,31-036,90,0,0,0,0,0,0,1,0,39,5,1,1,0.0,0.0,0.1,2,0,21,30,70.0,4,11,0,0,0,21,2022-2023
Fali,3,es ESP,CB,29-182,90,0,0,0,0,0,0,0,0,36,0,0,1,0.0,0.0,0.0,0,0,24,31,77.4,3,16,0,1,0,21,2022-2023
Luis Hernández,23,es ESP,CB,33-302,90,0,0,0,0,0,0,1,0,37,1,1,0,0.0,0.0,0.0,1,0,23,34,67.6,2,15,0,0,0,21,2022-2023
Isaac Carcelen,20,es ESP,RB,29-293,90,0,0,0,0,1,1,0,0,50,7,0,0,0.1,0.1,0.0,2,0,30,33,90.9,3,17,1,1,1,21,2022-2023
Jeremías Ledesma,1,ar ARG,GK,29-362,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,12,28,42.9,0,12,0,0,0,21,2022-2023
Roger Martí,15,es ESP,FW,32-038,75,0,0,0,0,1,0,0,0,25,1,0,0,0.1,0.1,0.0,0,0,16,19,84.2,1,12,1,1,1,21,2022-2023
   Anthony Lozano,9,hn HON,FW,29-291,15,0,0,0,0,0,0,1,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,6,1,0,0,21,2022-2023
Sergi Guardiola,19,es ESP,FW,31-257,75,1,0,0,0,3,1,0,0,40,1,0,1,0.3,0.3,0.0,4,0,23,27,85.2,2,21,2,3,2,21,2022-2023
   Rubén Sobrino,7,es ESP,"FW,LW,RM",30-254,15,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,6,0,1,1,21,2022-2023
Brian Ocampo,14,uy URU,LM,23-230,85,0,0,0,0,4,0,0,0,51,3,0,1,0.1,0.1,0.1,7,2,28,38,73.7,2,37,3,4,1,21,2022-2023
   Iván Alejo,11,es ESP,"RW,FW",28-000,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,21,2022-2023
Rubén Alcaraz,4,es ESP,"CM,DM",31-285,90,0,0,0,0,1,0,0,0,58,1,0,1,0.0,0.0,0.1,1,0,35,48,72.9,2,31,2,1,0,21,2022-2023
Gonzalo Escalante,17,ar ARG,CM,29-320,75,1,0,0,0,1,1,1,0,47,3,1,1,0.1,0.1,0.0,2,0,29,37,78.4,2,18,0,2,2,21,2022-2023
   Fede San Emeterio,24,es ESP,"CM,DM",25-331,15,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,2,0,0,0,21,2022-2023
Theo Bongonda,10,cd COD,RM,27-082,87,0,2,0,0,1,0,0,0,43,2,1,0,0.0,0.0,0.3,3,2,21,31,67.7,3,29,3,9,5,21,2022-2023
