player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Vedat Muriqi,7,xk KVX,FW,28-187,90,0,0,0,1,1,0,1,0,0,0,0,0,3,7,5,58.3,12,2022-2023
Lee Kang-in,19,kr KOR,LM,21-251,86,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,,12,2022-2023
   Antonio Sánchez,10,es ESP,LM,25-300,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,100.0,12,2022-2023
Iñigo Ruiz de Galarreta,4,es ESP,CM,29-083,90,1,0,0,2,2,0,7,1,1,0,0,0,11,0,2,0.0,12,2022-2023
Iddrisu Baba,12,gh GHA,CM,26-279,90,0,0,0,3,1,0,0,0,1,0,0,0,5,3,0,100.0,12,2022-2023
Dani Rodríguez,14,es ESP,RM,34-144,65,0,0,0,1,0,0,1,0,1,0,0,0,2,0,2,0.0,12,2022-2023
   Amath,23,sn SEN,RM,26-104,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,12,2022-2023
Jaume Costa,18,es ESP,LB,34-224,90,0,0,0,1,1,0,8,0,0,0,0,0,4,2,2,50.0,12,2022-2023
Copete,6,es ESP,CB,23-018,86,0,0,0,0,1,0,1,3,1,0,0,0,7,2,2,50.0,12,2022-2023
   Ángel Rodríguez,22,es ESP,FW,35-185,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,2022-2023
Antonio Raillo,21,es ESP,CB,31-020,90,1,0,0,3,1,0,0,1,1,0,0,0,3,3,1,75.0,12,2022-2023
Martin Valjent,24,sk SVK,CB,26-321,90,1,0,0,2,1,0,0,0,0,0,0,0,7,1,0,100.0,12,2022-2023
Pablo Maffeo,15,es ESP,RB,25-108,27,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,,12,2022-2023
   Giovanni González,20,uy URU,RB,28-038,63,1,0,0,2,0,0,0,1,0,0,0,0,1,2,0,100.0,12,2022-2023
Predrag Rajković,1,rs SRB,GK,26-362,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,2022-2023
Joselu,9,es ESP,FW,32-215,90,0,0,0,2,7,0,0,0,0,0,0,0,2,2,4,33.3,12,2022-2023
Javi Puado,7,es ESP,LW,24-156,60,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0.0,12,2022-2023
   Aleix Vidal,22,es ESP,LW,33-068,30,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,,12,2022-2023
Martin Braithwaite,17,dk DEN,RW,31-145,81,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,40.0,12,2022-2023
   Keidi Bare,8,al ALB,RW,25-061,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,12,2022-2023
