Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Sergio Camello,34,es ESP,FW,21-246,67,0,0,0,0,1,0,0,0,23,0,0,0,0.0,0.0,0.1,1,0,15,17,88.2,3,15,0,0,0,9,2022-2023
   Radamel Falcao,9,co COL,FW,36-246,23,0,0,0,0,1,1,0,0,8,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,1,3,0,0,0,9,2022-2023
Álvaro García,18,es ESP,LW,29-352,67,0,0,0,0,2,0,0,0,39,2,1,1,0.2,0.2,0.0,1,0,20,32,62.5,4,18,2,1,0,9,2022-2023
   Pep Chavarría,15,es ESP,LB,24-187,23,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,1,0,9,15,60.0,0,10,1,0,0,9,2022-2023
Isaac Palazón Camacho,7,es ESP,RW,27-291,84,0,0,0,0,3,0,0,0,55,0,0,0,0.2,0.2,0.3,6,0,35,46,76.1,3,30,2,1,1,9,2022-2023
   José Pozo,22,es ESP,AM,26-213,6,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,6,1,1,0,9,2022-2023
Óscar Trejo,8,ar ARG,AM,34-171,84,0,0,0,1,2,0,0,0,56,0,0,1,1.0,0.2,0.1,8,0,29,40,72.5,6,27,3,5,3,9,2022-2023
   Bebé,10,cv CPV,LW,32-094,6,0,0,0,0,0,0,1,0,12,0,0,0,0.0,0.0,0.0,0,0,3,8,37.5,0,9,0,3,1,9,2022-2023
Santi Comesaña,6,es ESP,DM,26-009,71,0,0,0,0,1,0,0,0,60,2,1,1,0.0,0.0,0.0,1,0,45,54,83.3,7,30,2,1,1,9,2022-2023
   Unai López,17,es ESP,DM,26-349,19,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,1,0,17,24,70.8,5,15,1,0,0,9,2022-2023
Óscar Valentín,23,es ESP,DM,28-055,90,0,0,0,0,3,0,0,0,63,2,1,5,0.1,0.1,0.0,2,0,49,50,98.0,5,26,1,0,0,9,2022-2023
Fran Garcia,3,es ESP,LB,23-061,90,0,0,0,0,1,1,0,0,105,1,0,0,0.0,0.0,0.0,2,0,83,99,83.8,7,61,21,2,0,9,2022-2023
Catena,5,es ESP,CB,27-351,90,0,0,0,0,0,0,1,0,87,0,2,1,0.0,0.0,0.0,2,0,67,80,83.8,4,40,0,0,0,9,2022-2023
Florian Lejeune,19,fr FRA,CB,31-147,90,0,0,0,0,2,0,0,0,86,0,0,0,0.1,0.1,0.0,3,0,69,80,86.3,4,44,0,0,0,9,2022-2023
Iván Balliu,20,al ALB,RB,30-286,90,0,0,0,0,0,0,0,0,86,1,2,1,0.0,0.0,0.0,0,0,60,81,74.1,9,33,2,1,0,9,2022-2023
Stole Dimitrievski,1,mk MKD,GK,28-293,90,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,14,18,77.8,0,9,0,0,0,9,2022-2023
Sergio Camello,34,es ESP,FW,21-246,67,0,0,0,0,1,0,0,0,23,0,0,0,0.0,0.0,0.1,1,0,15,17,88.2,3,15,0,0,0,9,2022-2023
   Radamel Falcao,9,co COL,FW,36-246,23,0,0,0,0,1,1,0,0,8,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,1,3,0,0,0,9,2022-2023
Álvaro García,18,es ESP,LW,29-352,67,0,0,0,0,2,0,0,0,39,2,1,1,0.2,0.2,0.0,1,0,20,32,62.5,4,18,2,1,0,9,2022-2023
   Pep Chavarría,15,es ESP,LB,24-187,23,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,1,0,9,15,60.0,0,10,1,0,0,9,2022-2023
Isaac Palazón Camacho,7,es ESP,RW,27-291,84,0,0,0,0,3,0,0,0,55,0,0,0,0.2,0.2,0.3,6,0,35,46,76.1,3,30,2,1,1,9,2022-2023
   José Pozo,22,es ESP,AM,26-213,6,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,6,1,1,0,9,2022-2023
Óscar Trejo,8,ar ARG,AM,34-171,84,0,0,0,1,2,0,0,0,56,0,0,1,1.0,0.2,0.1,8,0,29,40,72.5,6,27,3,5,3,9,2022-2023
   Bebé,10,cv CPV,LW,32-094,6,0,0,0,0,0,0,1,0,12,0,0,0,0.0,0.0,0.0,0,0,3,8,37.5,0,9,0,3,1,9,2022-2023
Santi Comesaña,6,es ESP,DM,26-009,71,0,0,0,0,1,0,0,0,60,2,1,1,0.0,0.0,0.0,1,0,45,54,83.3,7,30,2,1,1,9,2022-2023
   Unai López,17,es ESP,DM,26-349,19,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,1,0,17,24,70.8,5,15,1,0,0,9,2022-2023
Óscar Valentín,23,es ESP,DM,28-055,90,0,0,0,0,3,0,0,0,63,2,1,5,0.1,0.1,0.0,2,0,49,50,98.0,5,26,1,0,0,9,2022-2023
Fran Garcia,3,es ESP,LB,23-061,90,0,0,0,0,1,1,0,0,105,1,0,0,0.0,0.0,0.0,2,0,83,99,83.8,7,61,21,2,0,9,2022-2023
