Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Fernando Pacheco,es ESP,30-338,90,2,0,2,100.0,0.4,8,14,57.1,26,4,34.6,31.1,8,62.5,52.1,14,1,7.1,0,10.5,30,2022-2023
Jeremías Ledesma,ar ARG,30-067,90,5,0,5,100.0,0.3,8,22,36.4,18,5,61.1,43.2,11,100.0,64.1,24,1,4.2,0,6.0,30,2022-2023
Sergio Herrera,es ESP,29-321,90,6,2,4,66.7,1.3,9,17,52.9,25,3,40.0,39.6,10,70.0,52.0,22,1,4.5,1,10.8,30,2022-2023
Rui Silva,pt POR,29-074,90,5,3,2,40.0,1.7,4,7,57.1,21,8,23.8,26.6,4,50.0,34.5,13,3,23.1,2,13.8,30,2022-2023
Fernando,es ESP,32-316,90,3,2,1,33.3,1.3,5,17,29.4,28,5,35.7,31.5,11,63.6,45.5,11,1,9.1,1,12.3,30,2022-2023
Unai Simón,es ESP,25-315,90,4,1,3,75.0,0.9,11,16,68.8,35,8,28.6,30.5,6,100.0,66.0,21,0,0.0,0,13.5,30,2022-2023
Jordi Masip,es ESP,34-109,90,6,0,6,100.0,1.6,9,19,47.4,23,2,60.9,45.6,7,71.4,53.3,22,1,4.5,1,13.0,30,2022-2023
Paulo Gazzaniga,ar ARG,31-110,90,6,1,5,83.3,2.4,10,17,58.8,31,5,38.7,36.9,8,62.5,48.6,12,1,8.3,0,12.0,30,2022-2023
Álex Remiro,es ESP,28-029,90,2,1,1,50.0,0.4,5,12,41.7,15,3,46.7,38.5,7,71.4,54.1,6,0,0.0,1,21.0,30,2022-2023
Stole Dimitrievski,mk MKD,29-118,90,1,2,0,-100.0,0.3,7,21,33.3,24,2,70.8,47.0,6,66.7,56.5,13,0,0.0,1,17.5,30,2022-2023
Thibaut Courtois,be BEL,30-346,90,2,0,2,100.0,0.9,0,1,0.0,30,4,3.3,27.2,4,0.0,15.0,13,0,0.0,1,16.4,30,2022-2023
Iván Villar,es ESP,25-287,90,5,2,3,60.0,1.3,1,7,14.3,12,3,25.0,34.6,10,40.0,34.4,12,0,0.0,0,5.0,30,2022-2023
Édgar Badía,es ESP,31-070,90,3,2,2,33.3,0.8,3,3,100.0,14,7,14.3,24.6,4,25.0,34.0,15,2,13.3,0,4.3,30,2022-2023
Giorgi Mamardashvili,ge GEO,22-206,90,1,0,1,100.0,0.0,6,24,25.0,21,1,81.0,53.3,7,100.0,67.0,28,3,10.7,1,9.4,30,2022-2023
Marc-André ter Stegen,de GER,30-358,90,3,0,3,100.0,0.6,4,12,33.3,29,6,31.0,33.9,10,30.0,34.4,10,1,10.0,1,12.2,30,2022-2023
Jan Oblak,si SVN,30-106,90,4,1,3,75.0,1.3,7,22,31.8,27,6,66.7,47.6,5,80.0,47.4,13,1,7.7,0,6.8,30,2022-2023
Predrag Rajković,rs SRB,27-174,90,1,1,0,0.0,0.0,13,26,50.0,29,2,72.4,50.8,5,100.0,66.8,10,2,20.0,0,9.0,30,2022-2023
David Soria,es ESP,30-019,90,4,3,1,25.0,1.5,7,22,31.8,18,1,83.3,51.4,7,100.0,65.0,12,2,16.7,4,17.2,30,2022-2023
Marko Dmitrović,rs SRB,31-089,90,5,1,4,80.0,1.4,5,22,22.7,22,5,50.0,39.4,11,100.0,72.6,12,0,0.0,0,12.3,30,2022-2023
Pepe Reina,es ESP,40-235,90,4,2,2,50.0,1.6,1,11,9.1,46,11,19.6,29.7,7,28.6,35.0,21,2,9.5,0,4.0,30,2022-2023
