player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Kiké,18,es ESP,FW,32-316,90,0,0,0,0,4,1,0,0,33,0,0,0,0.4,0.4,0.0,5,1,11,18,61.1,1,14,0,0,0,8,2022-2023
Moi Gómez,16,es ESP,LW,28-106,52,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,12,17,70.6,0,8,0,0,0,8,2022-2023
   Ezequiel Ávila,9,ar ARG,"RM,LW",28-243,38,0,0,0,1,1,0,0,0,14,0,1,0,0.8,0.0,0.2,1,0,1,5,20.0,0,3,0,0,0,8,2022-2023
Abdessamad Ezzalzouli,12,ma MAR,RW,20-294,71,0,0,0,0,0,0,0,0,39,5,1,6,0.0,0.0,0.2,1,0,9,18,50.0,1,22,1,1,0,8,2022-2023
   Darko Brašanac,8,rs SRB,CM,30-237,19,1,0,0,0,1,1,1,0,5,0,0,0,0.1,0.1,0.0,1,0,3,3,100.0,1,4,0,0,0,8,2022-2023
Aimar Oroz,22,es ESP,CM,20-314,62,0,0,0,0,0,0,0,0,30,1,1,1,0.0,0.0,0.0,1,0,15,20,75.0,2,18,1,3,3,8,2022-2023
   Rubén García,14,es ESP,"LM,CM",29-085,28,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.3,5,0,12,16,75.0,0,5,0,0,0,8,2022-2023
Lucas Torró,6,es ESP,"CM,CB",28-080,90,0,0,0,0,1,0,1,0,43,4,2,2,0.1,0.1,0.0,1,0,20,30,66.7,3,11,0,1,1,8,2022-2023
Jon Moncayola,7,es ESP,CM,24-147,90,0,0,0,0,1,0,0,0,32,0,1,0,0.0,0.0,0.0,0,0,21,27,77.8,3,12,0,0,0,8,2022-2023
Juan Cruz Armada,3,es ESP,"CB,LB",30-071,90,0,0,0,0,1,0,0,0,36,1,1,1,0.2,0.2,0.0,0,0,22,30,73.3,1,17,0,1,1,8,2022-2023
Aridane Hernández,23,es ESP,CB,33-198,45,0,0,0,0,0,0,0,0,30,0,1,0,0.0,0.0,0.0,0,0,22,26,84.6,0,17,0,0,0,8,2022-2023
   Manu Sánchez,20,es ESP,LB,22-044,45,0,0,0,0,1,0,0,0,30,1,1,1,0.0,0.0,0.0,0,0,17,24,70.8,1,7,0,0,0,8,2022-2023
Unai García,4,es ESP,CB,30-246,68,0,0,0,0,0,0,0,1,45,1,3,1,0.0,0.0,0.0,0,0,28,35,80.0,3,28,0,2,2,8,2022-2023
Nacho Vidal,2,es ESP,RB,27-256,45,0,0,0,0,0,0,0,0,40,0,0,2,0.0,0.0,0.0,1,0,20,30,66.7,1,18,0,4,2,8,2022-2023
   Rubén Peña,15,es ESP,RB,31-081,44,0,0,0,0,0,0,0,1,23,1,2,0,0.0,0.0,0.0,1,0,8,16,50.0,2,6,1,1,0,8,2022-2023
Sergio Herrera,1,es ESP,GK,29-124,90,0,0,0,0,0,0,1,0,50,0,0,0,0.0,0.0,0.0,1,0,32,46,69.6,0,32,0,1,1,8,2022-2023
Edinson Cavani,7,uy URU,FW,35-235,73,0,1,0,1,3,0,0,0,29,0,0,1,1.1,0.3,0.4,4,1,16,21,76.2,2,12,2,1,1,8,2022-2023
   Hugo Duro,19,es ESP,FW,22-331,17,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,1,0,0,0,8,2022-2023
Domingos André Ribeiro Almeida,18,pt POR,FW,22-130,90,0,0,0,0,0,0,0,0,54,3,1,0,0.0,0.0,0.0,2,0,29,41,70.7,5,39,2,1,0,8,2022-2023
Samuel Lino,16,br BRA,LM,22-288,90,0,0,0,0,5,3,0,0,52,3,0,3,0.3,0.3,0.0,4,1,22,36,61.1,3,29,8,4,1,8,2022-2023
Ilaix Moriba,8,gn GUI,CM,19-261,74,0,0,0,0,1,1,1,0,42,2,2,1,0.0,0.0,0.0,4,0,23,28,82.1,3,15,0,4,2,8,2022-2023
   Toni Lato,3,es ESP,CM,24-320,16,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,2,0,10,10,100.0,1,4,0,0,0,8,2022-2023
Hugo Guillamón,6,,CM,22-249,61,0,0,0,0,0,0,1,0,,,1,,,,,,,,,,,,,,,8,2022-2023
   Yunus Musah,4,us USA,CM,19-312,29,0,0,0,0,0,0,1,0,23,0,0,0,0.0,0.0,0.1,1,0,14,20,70.0,0,12,0,0,0,8,2022-2023
Justin Kluivert,9,nl NED,RM,23-155,73,1,0,0,0,1,1,0,0,22,0,0,0,0.4,0.4,0.4,4,0,11,16,68.8,0,17,5,2,0,8,2022-2023
   Dimitri Foulquier,20,fr FRA,RM,29-198,17,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,0,0,8,9,88.9,1,3,0,0,0,8,2022-2023
José Luis Gayà,14,es ESP,LB,27-135,90,0,0,0,0,2,1,0,0,78,2,2,0,0.1,0.1,0.1,5,1,51,74,68.9,3,34,2,1,1,8,2022-2023
Mouctar Diakhaby,12,gn GUI,CB,25-292,85,1,0,0,0,1,1,2,1,49,0,0,0,0.2,0.2,0.0,0,0,35,43,81.4,3,29,0,0,0,8,2022-2023
   Gabriel Paulista,5,br BRA,CB,31-315,5,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,8,2022-2023
Eray Cömert,24,ch SUI,CB,24-245,90,0,0,0,0,0,0,1,0,54,0,1,1,0.0,0.0,0.0,0,0,34,45,75.6,0,26,0,0,0,8,2022-2023
Thierry Correia,2,pt POR,RB,23-212,90,0,0,0,0,1,0,0,0,67,5,0,2,0.0,0.0,0.0,1,0,39,51,76.5,1,26,1,2,0,8,2022-2023
Giorgi Mamardashvili,25,ge GEO,GK,22-008,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,18,29,62.1,0,17,0,0,0,8,2022-2023
El Bilal Touré,9,ml MLI,FW,21-005,78,1,0,0,0,2,1,0,0,27,1,0,0,0.3,0.3,0.1,1,0,9,13,69.2,0,10,0,1,0,8,2022-2023
   Íñigo Eguaras,4,es ESP,AM,30-215,12,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,7,11,63.6,1,7,1,0,0,8,2022-2023
Adri Embarba,10,es ESP,LW,30-154,86,0,2,0,0,2,1,2,1,39,7,0,2,0.1,0.1,0.7,2,1,13,22,59.1,0,17,0,4,0,8,2022-2023
Léo Baptistão,12,br BRA,RW,30-043,65,0,0,0,0,2,0,0,0,40,4,1,1,0.1,0.1,0.2,2,0,15,26,57.7,0,20,4,4,1,8,2022-2023
   Samu Costa,23,pt POR,RW,21-315,25,0,0,0,0,0,0,1,0,18,2,0,0,0.0,0.0,0.0,0,0,8,12,66.7,3,8,0,0,0,8,2022-2023
Lucas Robertone,5,ar ARG,AM,25-204,78,1,0,0,0,1,1,0,0,37,0,1,2,0.5,0.5,0.0,2,0,21,29,72.4,4,15,1,2,1,8,2022-2023
   Largie Ramazani,7,be BEL,FW,21-223,12,0,0,0,0,0,0,1,0,7,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,5,1,3,2,8,2022-2023
Gonzalo Melero,3,es ESP,DM,28-279,65,0,1,0,0,1,0,0,0,17,4,0,0,0.0,0.0,0.1,2,1,11,12,91.7,2,11,1,1,1,8,2022-2023
   Alejandro Pozo Pozo,17,es ESP,DM,23-228,25,0,0,0,0,1,0,0,0,11,0,0,0,0.0,0.0,0.0,1,0,5,8,62.5,0,4,1,0,0,8,2022-2023
César de la Hoz,6,es ESP,DM,30-192,90,0,0,0,0,0,0,0,0,27,3,0,1,0.0,0.0,0.0,1,0,13,20,65.0,4,3,0,0,0,8,2022-2023
Sergio Akieme,15,es ESP,LB,24-296,90,0,0,0,0,0,0,0,0,36,2,0,0,0.0,0.0,0.0,2,1,23,30,76.7,3,15,1,3,2,8,2022-2023
Srđan Babić,22,rs SRB,CB,26-169,90,1,0,0,0,1,1,0,0,32,3,0,0,0.1,0.1,0.0,1,0,14,24,58.3,1,9,0,0,0,8,2022-2023
Rodrigo Ely,19,br BRA,CB,28-339,90,0,0,0,0,0,0,0,0,45,1,0,2,0.0,0.0,0.0,0,0,21,33,63.6,0,21,0,0,0,8,2022-2023
Houboulang Mendes,24,gw GNB,RB,24-157,89,0,0,0,0,0,0,0,0,46,4,0,3,0.0,0.0,0.0,1,0,22,32,68.8,2,14,1,3,0,8,2022-2023
   Kaiky,2,br BRA,RB,18-269,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,8,2022-2023
Fernando,13,es ESP,GK,32-120,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,14,30,46.7,0,16,0,0,0,8,2022-2023
Sergio Camello,34,es ESP,FW,21-240,90,0,0,0,0,2,0,0,0,24,0,0,0,0.1,0.1,0.0,0,0,13,18,72.2,1,19,1,4,2,8,2022-2023
Óscar Trejo,8,ar ARG,FW,34-165,71,0,0,0,0,0,0,0,0,33,1,0,0,0.0,0.0,0.0,1,0,22,25,88.0,5,15,1,3,0,8,2022-2023
   Bebé,10,cv CPV,FW,32-088,19,0,0,0,0,2,0,0,0,16,0,0,1,0.0,0.0,0.0,1,0,9,12,75.0,0,12,1,1,1,8,2022-2023
Salvi,14,es ESP,LM,31-192,45,0,0,0,0,1,1,1,0,18,2,0,0,0.0,0.0,0.0,1,0,4,13,30.8,2,12,0,1,1,8,2022-2023
   Radamel Falcao,9,co COL,LM,36-240,45,0,0,0,0,2,0,0,0,15,2,0,0,0.1,0.1,0.0,1,0,6,6,100.0,0,7,0,1,0,8,2022-2023
Pathé Ciss,21,sn SEN,CM,28-206,45,0,0,0,0,0,0,0,0,35,4,2,0,0.0,0.0,0.0,0,0,23,26,88.5,3,19,1,0,0,8,2022-2023
   Santi Comesaña,6,es ESP,CM,26-003,45,0,0,0,0,1,0,0,0,37,3,1,0,0.0,0.0,0.1,2,0,19,25,76.0,6,15,0,2,1,8,2022-2023
Unai López,17,es ESP,CM,26-343,90,0,0,0,0,1,1,0,0,84,0,1,0,0.2,0.2,0.2,3,0,65,75,86.7,9,53,3,0,0,8,2022-2023
Isaac Palazón Camacho,7,es ESP,RM,27-285,85,0,1,0,0,0,0,0,0,52,2,1,0,0.0,0.0,0.3,2,1,27,36,75.0,4,26,0,2,1,8,2022-2023
   Randy Ntekja,11,fr FRA,RM,24-306,5,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,1,5,0,0,0,8,2022-2023
Fran Garcia,3,es ESP,LB,23-055,90,0,0,0,0,0,0,0,0,68,0,0,1,0.0,0.0,0.0,2,0,42,62,67.7,2,33,6,2,1,8,2022-2023
Catena,5,es ESP,CB,27-345,90,1,0,0,0,2,2,0,0,66,1,0,1,0.3,0.3,0.0,1,0,50,59,84.7,3,43,0,0,0,8,2022-2023
Florian Lejeune,19,fr FRA,CB,31-141,45,0,0,0,0,0,0,0,0,27,1,0,0,0.0,0.0,0.0,0,0,20,23,87.0,2,14,0,0,0,8,2022-2023
   Óscar Valentín,23,es ESP,CB,28-049,45,0,0,0,0,0,0,1,0,47,2,1,0,0.0,0.0,0.2,3,0,35,43,81.4,6,20,3,0,0,8,2022-2023
Iván Balliu,20,al ALB,RB,30-280,90,0,0,0,0,1,0,0,0,68,0,2,1,0.1,0.1,0.0,2,0,48,59,81.4,5,33,6,1,0,8,2022-2023
