Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Agustín Marchesín,ar ARG,34-170,90,0,0,0,,0.0,8,19,42.1,36,6,41.7,36.7,7,57.1,45.3,9,0,0.0,0,19.0,4,2022-2023
Jeremías Ledesma,ar ARG,29-201,90,5,3,2,40.0,1.6,2,13,15.4,13,0,76.9,52.0,4,75.0,62.0,12,1,8.3,0,2.5,4,2022-2023
Predrag Rajković,rs SRB,26-307,90,4,1,3,100.0,1.4,3,12,25.0,19,3,36.8,38.9,10,50.0,41.2,9,0,0.0,0,,4,2022-2023
Juan Carlos,es ESP,34-226,90,4,1,3,75.0,1.0,3,8,37.5,30,6,16.7,27.6,4,75.0,48.8,16,0,0.0,2,12.6,4,2022-2023
Thibaut Courtois,be BEL,30-115,90,4,1,3,75.0,0.3,4,6,66.7,32,8,18.8,28.3,3,0.0,22.0,4,2,50.0,0,8.0,4,2022-2023
Rui Silva,pt POR,28-208,90,4,2,2,50.0,1.3,4,11,36.4,22,5,22.7,29.6,15,40.0,40.2,15,0,0.0,1,12.5,4,2022-2023
Álex Remiro,es ESP,27-163,90,7,1,6,85.7,1.3,8,16,50.0,26,4,57.7,39.3,4,25.0,35.5,11,1,9.1,0,11.3,4,2022-2023
Jan Oblak,si SVN,29-239,83,5,1,4,80.0,1.4,4,19,21.1,25,3,48.0,39.3,7,100.0,70.4,11,,,,,4,2022-2023
Ivo Grbić,hr CRO,26-228,7,0,0,0,,0.0,0,2,0.0,1,0,100.0,59.0,1,100.0,67.0,1,0,0.0,0,,4,2022-2023
Yassine Bounou,ma MAR,31-151,90,5,3,2,40.0,3.4,7,18,38.9,23,3,34.8,35.6,14,71.4,53.1,7,0,0.0,4,27.6,4,2022-2023
Marc-André ter Stegen,de GER,30-126,90,4,0,4,100.0,1.1,7,14,50.0,41,4,29.3,29.3,4,50.0,46.8,12,0,0.0,3,14.1,4,2022-2023
Sergio Herrera,es ESP,29-091,90,3,1,2,66.7,0.2,8,24,33.3,31,3,71.0,52.2,4,50.0,49.0,8,0,0.0,0,,4,2022-2023
Stole Dimitrievski,mk MKD,28-253,90,5,2,3,60.0,3.3,6,15,40.0,33,4,39.4,38.9,8,25.0,34.6,16,0,0.0,1,32.0,4,2022-2023
Unai Simón,es ESP,25-085,90,2,1,1,50.0,1.0,2,6,33.3,40,10,12.5,24.7,4,25.0,30.0,8,1,12.5,2,24.0,4,2022-2023
Álvaro Fernández,es ESP,24-144,90,2,0,2,100.0,0.3,9,22,40.9,16,5,50.0,44.0,14,100.0,63.3,21,0,0.0,0,14.0,4,2022-2023
Gerónimo Rulli,ar ARG,30-107,90,0,0,0,,0.0,3,3,100.0,27,3,7.4,23.8,8,12.5,27.9,17,2,11.8,0,8.3,4,2022-2023
Édgar Badía,es ESP,30-204,90,10,4,6,60.0,4.8,2,5,40.0,16,4,12.5,23.0,7,42.9,39.0,14,0,0.0,0,12.3,4,2022-2023
Giorgi Mamardashvili,ge GEO,21-340,90,4,1,3,75.0,0.7,6,10,60.0,33,4,27.3,31.8,1,100.0,44.0,12,1,8.3,1,14.8,4,2022-2023
David Soria,es ESP,29-153,90,9,5,4,44.4,2.9,7,15,46.7,21,5,42.9,38.9,6,100.0,60.0,16,1,6.3,2,14.0,4,2022-2023
Sergio Asenjo,es ESP,33-069,90,0,0,0,,0.0,4,12,33.3,24,4,25.0,32.9,9,66.7,51.1,15,1,6.7,2,18.8,4,2022-2023
Fernando,es ESP,32-087,90,6,1,5,83.3,1.3,8,18,44.4,22,4,45.5,40.4,12,66.7,49.9,13,0,0.0,0,9.0,4,2022-2023
