player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Vedat Muriqi,7,xk KVX,FW,28-341,75,9,13,69.2,134,51,6,6,100.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0,1,1,0,2,27,2022-2023
   Tino Kadewere,17,zw ZIM,FW,27-085,15,1,4,25.0,13,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,27,2022-2023
Lee Kang-in,19,kr KOR,LM,22-040,75,16,25,64.0,308,113,9,11,81.8,4,5,80.0,3,7,42.9,0,0.0,0.0,1,4,0,0,3,27,2022-2023
   Matija Nastasić,2,rs SRB,CB,30-003,15,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,27,2022-2023
Iddrisu Baba,12,gh GHA,CM,27-068,90,19,26,73.1,373,50,6,8,75.0,9,11,81.8,3,5,60.0,0,0.0,0.0,0,2,0,0,1,27,2022-2023
Iñigo Ruiz de Galarreta,4,es ESP,CM,29-237,90,21,26,80.8,378,83,8,9,88.9,10,12,83.3,2,4,50.0,0,0.0,0.0,0,2,0,0,3,27,2022-2023
Dani Rodríguez,14,es ESP,"RM,CM",34-298,82,14,20,70.0,201,19,8,12,66.7,4,4,100.0,1,2,50.0,0,0.0,0.0,1,1,1,0,1,27,2022-2023
   Antonio Sánchez,10,es ESP,CM,26-089,8,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,27,2022-2023
Jaume Costa,18,es ESP,LB,35-013,90,22,29,75.9,328,146,14,14,100.0,8,12,66.7,0,2,0.0,0,0.0,0.0,0,0,0,0,2,27,2022-2023
Copete,6,es ESP,CB,23-172,68,21,30,70.0,564,241,3,5,60.0,13,16,81.3,5,7,71.4,0,0.0,0.0,0,2,0,0,3,27,2022-2023
Antonio Raillo,21,es ESP,CB,31-174,90,23,41,56.1,456,126,7,12,58.3,15,22,68.2,1,6,16.7,0,0.0,0.0,0,1,0,0,1,27,2022-2023
Giovanni González,20,uy URU,CB,28-192,90,36,44,81.8,597,288,18,21,85.7,16,17,94.1,2,6,33.3,0,0.0,0.0,0,2,0,0,3,27,2022-2023
Pablo Maffeo,15,es ESP,RB,25-262,90,24,44,54.5,405,207,12,16,75.0,7,15,46.7,4,8,50.0,0,0.3,0.2,5,4,1,0,4,27,2022-2023
Predrag Rajković,1,rs SRB,GK,27-151,90,17,29,58.6,812,685,3,3,100.0,2,2,100.0,12,24,50.0,0,0.0,0.0,0,4,0,0,0,27,2022-2023
Ante Budimir,17,hr CRO,FW,31-252,90,7,12,58.3,60,11,5,7,71.4,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,1,27,2022-2023
Kike Barja,11,es ESP,LW,25-364,90,18,26,69.2,339,83,9,10,90.0,4,10,40.0,4,5,80.0,0,0.0,0.1,1,2,3,3,1,27,2022-2023
Rubén García,14,es ESP,RW,29-260,85,22,34,64.7,326,70,13,14,92.9,7,10,70.0,1,7,14.3,0,0.0,0.0,1,1,0,0,2,27,2022-2023
   Kiké,18,es ESP,RW,33-126,5,2,2,100.0,24,6,2,2,100.0,0,0,,0,0,,0,0.0,0.0,1,1,0,0,0,27,2022-2023
Aimar Oroz,22,es ESP,LM,21-124,66,25,33,75.8,344,51,13,20,65.0,10,10,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,27,2022-2023
   Moi Gómez,16,es ESP,LM,28-281,24,20,27,74.1,382,104,7,8,87.5,12,14,85.7,1,4,25.0,0,0.0,0.1,2,3,1,0,4,27,2022-2023
Lucas Torró,6,es ESP,CM,28-255,66,19,33,57.6,340,109,8,14,57.1,7,12,58.3,3,5,60.0,0,0.0,0.0,0,1,0,0,3,27,2022-2023
   Jon Moncayola,7,es ESP,CM,24-322,24,16,18,88.9,356,57,5,6,83.3,8,9,88.9,3,3,100.0,0,0.0,0.0,0,2,0,0,4,27,2022-2023
Pablo Ibáñez,19,es ESP,RM,24-192,76,18,22,81.8,316,82,7,7,100.0,10,11,90.9,1,2,50.0,0,0.0,0.0,0,4,0,0,5,27,2022-2023
