Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Predrag Rajković,rs SRB,26-362,90,2,1,1,50.0,0.7,6,13,46.2,18,6,38.9,34.2,8,75.0,51.0,18,2,11.1,0,6.5,12,2022-2023
Benjamin Lecomte,fr FRA,31-185,90,5,1,4,80.0,1.3,5,10,50.0,10,2,50.0,38.3,8,62.5,46.1,17,0,0.0,0,7.5,12,2022-2023
Fernando,es ESP,32-141,90,3,1,2,66.7,0.5,2,7,28.6,27,4,18.5,30.5,6,33.3,30.7,12,1,8.3,0,5.5,12,2022-2023
Agustín Marchesín,ar ARG,34-227,90,5,3,2,40.0,1.3,4,17,23.5,17,3,52.9,41.9,12,66.7,55.8,26,2,7.7,1,14.7,12,2022-2023
Jeremías Ledesma,ar ARG,29-258,90,8,2,6,75.0,1.3,7,19,36.8,19,8,52.6,45.1,9,100.0,71.4,15,0,0.0,0,8.0,12,2022-2023
Jan Oblak,si SVN,29-295,90,7,3,4,57.1,2.5,1,7,14.3,18,8,16.7,25.9,7,57.1,46.0,12,1,8.3,2,22.3,12,2022-2023
Marko Dmitrović,rs SRB,30-278,90,5,1,4,80.0,0.9,3,10,30.0,29,3,27.6,32.1,6,33.3,38.5,9,2,22.2,2,15.8,12,2022-2023
Stole Dimitrievski,mk MKD,28-308,90,4,0,4,100.0,0.6,10,27,37.0,27,4,70.4,48.6,8,100.0,65.3,23,0,0.0,0,,12,2022-2023
Giorgi Mamardashvili,ge GEO,22-030,90,2,1,1,50.0,1.3,4,12,33.3,30,4,33.3,31.2,5,40.0,36.6,15,0,0.0,0,9.3,12,2022-2023
Marc-André ter Stegen,de GER,30-182,90,2,0,2,100.0,0.4,10,13,76.9,40,7,30.0,32.0,4,25.0,23.5,9,1,11.1,1,12.5,12,2022-2023
Aitor Fernández,es ESP,31-180,90,2,0,2,100.0,0.2,11,18,61.1,27,5,59.3,46.5,4,50.0,46.0,18,0,0.0,2,19.7,12,2022-2023
Jordi Masip,es ESP,33-300,90,10,2,8,90.0,2.0,2,12,16.7,31,8,22.6,29.2,9,55.6,42.7,21,0,0.0,4,20.5,12,2022-2023
Thibaut Courtois,be BEL,30-172,90,2,1,1,100.0,1.0,2,4,50.0,23,2,17.4,23.9,5,0.0,18.0,10,0,0.0,0,19.0,12,2022-2023
Paulo Gazzaniga,ar ARG,30-301,90,6,1,5,83.3,3.3,4,15,26.7,34,7,29.4,30.4,10,50.0,46.6,13,2,15.4,0,9.3,12,2022-2023
Unai Simón,es ESP,25-141,90,3,0,3,100.0,0.5,10,14,71.4,21,4,42.9,35.5,5,100.0,67.6,7,0,0.0,0,,12,2022-2023
Gerónimo Rulli,ar ARG,30-163,90,7,1,6,85.7,1.4,5,16,31.3,41,4,34.1,31.3,7,28.6,33.0,22,2,9.1,3,12.8,12,2022-2023
Álex Remiro,es ESP,27-220,90,4,2,2,50.0,1.7,4,7,57.1,34,8,20.6,26.3,5,0.0,25.2,7,0,0.0,0,,12,2022-2023
Rui Silva,pt POR,28-265,90,7,0,7,100.0,0.9,7,21,33.3,25,5,52.0,43.5,12,66.7,47.2,14,1,7.1,0,9.5,12,2022-2023
Édgar Badía,es ESP,30-261,90,3,1,2,66.7,1.1,2,4,50.0,23,7,8.7,29.3,4,50.0,47.0,11,0,0.0,0,4.0,12,2022-2023
David Soria,es ESP,29-210,90,5,0,4,100.0,1.5,6,14,42.9,15,4,46.7,38.7,10,70.0,48.1,27,2,7.4,2,14.7,12,2022-2023
