Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Predrag Rajković,rs SRB,27-193,90,3,0,3,100.0,0.5,13,26,50.0,29,4,72.4,51.6,6,83.3,64.5,24,3,12.5,0,9.0,34,2022-2023
Jeremías Ledesma,ar ARG,30-088,90,3,1,2,66.7,1.0,3,11,27.3,23,8,21.7,28.7,9,66.7,52.9,13,0,0.0,0,7.5,34,2022-2023
Álex Remiro,es ESP,28-050,90,6,2,4,66.7,2.9,7,11,63.6,20,2,40.0,37.9,7,42.9,41.6,10,0,0.0,4,25.8,34,2022-2023
Paulo Gazzaniga,ar ARG,31-131,90,6,2,4,83.3,2.8,8,21,38.1,41,6,29.3,30.3,12,75.0,57.2,19,0,0.0,0,4.0,34,2022-2023
Aitor Fernández,es ESP,32-010,90,3,1,2,66.7,0.8,8,16,50.0,36,3,36.1,36.4,6,50.0,38.3,14,1,7.1,1,15.8,34,2022-2023
Fernando,es ESP,32-337,90,7,3,4,57.1,2.5,2,13,15.4,27,8,33.3,30.4,9,44.4,39.9,13,3,23.1,2,10.0,34,2022-2023
Pepe Reina,es ESP,40-255,90,4,1,3,100.0,2.1,3,14,21.4,35,7,37.1,32.0,3,33.3,37.7,14,0,0.0,4,30.0,34,2022-2023
Unai Simón,es ESP,25-336,90,11,5,7,54.5,3.5,6,16,37.5,25,4,48.0,38.3,4,100.0,72.0,4,0,0.0,3,18.0,34,2022-2023
Thibaut Courtois,be BEL,31-002,90,2,0,2,100.0,0.4,0,4,0.0,48,6,8.3,24.3,6,0.0,18.2,8,0,0.0,1,18.0,34,2022-2023
David Soria,es ESP,30-039,90,3,1,2,66.7,1.0,6,23,26.1,15,2,86.7,51.7,10,100.0,64.1,8,1,12.5,0,4.0,34,2022-2023
Iván Villar,es ESP,25-309,90,5,2,3,60.0,1.7,0,9,0.0,26,5,34.6,34.6,5,0.0,18.6,15,0,0.0,0,,34,2022-2023
Giorgi Mamardashvili,ge GEO,22-227,90,6,1,5,83.3,0.9,8,21,38.1,15,1,93.3,56.1,7,100.0,67.7,19,3,15.8,0,9.5,34,2022-2023
Édgar Badía,es ESP,31-091,90,4,0,4,100.0,1.1,9,13,69.2,22,3,27.3,30.9,10,70.0,46.7,20,0,0.0,7,24.7,34,2022-2023
Ivo Grbić,hr CRO,27-116,90,4,1,3,75.0,0.8,10,12,83.3,21,4,23.8,30.1,12,58.3,40.8,23,1,4.3,2,17.0,34,2022-2023
Jordi Masip,es ESP,34-131,90,5,3,2,40.0,2.6,6,17,35.3,28,3,57.1,42.7,11,9.1,19.0,9,0,0.0,0,5.0,34,2022-2023
Marko Dmitrović,rs SRB,31-110,90,4,0,4,100.0,0.6,12,34,35.3,27,1,81.5,52.0,14,85.7,64.6,20,0,0.0,0,5.5,34,2022-2023
Fernando Pacheco,es ESP,30-361,90,5,4,1,20.0,3.0,6,11,54.5,12,3,50.0,35.2,9,55.6,42.7,7,0,0.0,2,29.5,34,2022-2023
Marc-André ter Stegen,de GER,31-014,90,7,2,5,71.4,2.2,5,9,55.6,45,7,17.8,28.5,4,25.0,27.0,9,1,11.1,0,10.2,34,2022-2023
Claudio Bravo,cl CHI,40-032,90,4,1,3,75.0,1.4,10,23,43.5,23,2,60.9,43.7,9,100.0,63.4,17,2,11.8,0,8.3,34,2022-2023
Stole Dimitrievski,mk MKD,29-141,90,4,3,1,25.0,2.1,2,4,50.0,18,7,22.2,25.3,3,0.0,22.0,9,0,0.0,2,29.5,34,2022-2023
