Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Stole Dimitrievski,mk MKD,28-293,90,3,0,3,100.0,0.6,1,5,20.0,16,5,31.3,33.2,2,0.0,20.5,4,0,0.0,4,24.3,9,2022-2023
David Soria,es ESP,29-193,90,3,0,2,100.0,1.2,17,33,51.5,30,3,83.3,56.6,9,88.9,59.6,29,0,0.0,0,,9,2022-2023
Juan Carlos,es ESP,34-268,90,2,1,1,50.0,1.2,3,5,60.0,21,3,19.0,28.7,8,12.5,24.8,9,1,11.1,4,15.9,9,2022-2023
Jeremías Ledesma,ar ARG,29-244,90,6,1,5,100.0,1.6,6,33,18.2,20,3,70.0,50.6,19,100.0,72.3,36,1,2.8,0,9.7,9,2022-2023
Giorgi Mamardashvili,ge GEO,22-016,90,6,2,4,83.3,2.3,4,5,80.0,15,3,33.3,32.2,4,0.0,16.0,6,0,0.0,1,23.5,9,2022-2023
Édgar Badía,es ESP,30-245,90,7,2,5,85.7,1.7,7,19,36.8,28,4,39.3,35.8,13,61.5,43.0,19,1,5.3,0,7.7,9,2022-2023
Predrag Rajković,rs SRB,26-349,90,1,1,0,0.0,0.5,2,10,20.0,29,2,31.0,33.7,7,14.3,25.0,12,0,0.0,2,24.0,9,2022-2023
Yassine Bounou,ma MAR,31-193,90,4,0,4,100.0,0.3,4,18,22.2,37,3,37.8,35.2,4,100.0,59.8,12,2,16.7,0,6.5,9,2022-2023
Unai Simón,es ESP,25-126,90,1,1,0,0.0,0.8,1,6,16.7,32,6,15.6,28.6,7,14.3,23.0,5,0,0.0,5,30.4,9,2022-2023
Jan Oblak,si SVN,29-281,68,1,,1,,0.4,3,12,25.0,11,3,63.6,45.5,7,71.4,53.7,15,1,6.7,,11.7,9,2022-2023
Ivo Grbić,hr CRO,26-270,22,2,0,2,100.0,0.2,1,12,8.3,8,0,100.0,58.4,4,100.0,66.5,10,2,20.0,0,5.0,9,2022-2023
Agustín Marchesín,ar ARG,34-214,90,6,2,4,66.7,1.5,5,14,35.7,32,3,40.6,35.5,3,33.3,38.3,10,1,10.0,1,14.3,9,2022-2023
Álex Remiro,es ESP,27-206,90,3,1,2,66.7,0.8,8,16,50.0,33,4,36.4,34.0,4,100.0,73.5,17,2,11.8,0,3.0,9,2022-2023
Andriy Lunin,ua UKR,23-247,90,5,1,4,80.0,1.0,10,16,62.5,30,6,30.0,27.7,9,77.8,57.1,5,0,0.0,0,,9,2022-2023
Marc-André ter Stegen,de GER,30-169,90,4,3,1,50.0,1.4,5,5,100.0,22,1,18.2,27.2,6,16.7,23.8,5,0,0.0,2,21.3,9,2022-2023
Benjamin Lecomte,fr FRA,31-173,90,2,0,2,100.0,0.2,10,23,43.5,16,1,87.5,48.9,11,81.8,56.5,10,0,0.0,0,16.0,9,2022-2023
Jordi Masip,es ESP,33-286,90,3,1,2,66.7,1.3,4,10,40.0,30,5,26.7,31.4,7,28.6,30.0,12,0,0.0,0,10.0,9,2022-2023
Rui Silva,pt POR,28-251,90,5,1,4,80.0,1.6,4,15,26.7,30,2,33.3,36.3,6,83.3,55.5,10,1,10.0,3,15.8,9,2022-2023
Fernando,es ESP,32-128,90,6,3,3,50.0,3.4,4,6,66.7,40,5,12.5,26.4,8,12.5,28.8,14,1,7.1,2,16.5,9,2022-2023
Gerónimo Rulli,ar ARG,30-150,90,3,0,3,100.0,0.3,4,15,26.7,43,1,20.9,30.2,10,60.0,50.1,15,1,6.7,0,10.7,9,2022-2023
Sergio Herrera,es ESP,29-134,90,9,2,7,88.9,2.6,12,19,63.2,26,3,65.4,43.8,5,40.0,27.6,10,0,0.0,0,,9,2022-2023
