player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Vedat Muriqi,7,xk KVX,FW,28-341,75,28,1,2,13,13,3,28,0,0,,0,,16,63,15,1,0,1,4,1,21,5,27,2022-2023
   Tino Kadewere,17,zw ZIM,FW,27-085,15,4,0,0,2,2,0,4,0,0,,0,,1,10,6,0,0,0,0,1,3,0,27,2022-2023
Lee Kang-in,19,kr KOR,LM,22-040,75,33,0,3,22,8,0,33,4,2,50.0,0,0.0,20,129,96,4,1,0,3,1,20,4,27,2022-2023
   Matija Nastasić,2,rs SRB,CB,30-003,15,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,27,2022-2023
Iddrisu Baba,12,gh GHA,CM,27-068,90,35,4,10,21,5,1,35,1,1,100.0,0,0.0,20,67,13,0,0,0,1,1,18,0,27,2022-2023
Iñigo Ruiz de Galarreta,4,es ESP,CM,29-237,90,34,1,6,22,6,0,34,0,0,,0,,13,31,8,0,0,0,2,0,13,0,27,2022-2023
Dani Rodríguez,14,es ESP,"RM,CM",34-298,82,29,0,0,13,17,6,29,3,2,66.7,1,33.3,26,196,101,5,1,4,4,4,26,4,27,2022-2023
   Antonio Sánchez,10,es ESP,CM,26-089,8,3,0,1,1,1,1,3,0,0,,0,,2,6,1,0,0,0,0,0,2,1,27,2022-2023
Jaume Costa,18,es ESP,LB,35-013,90,32,2,9,12,11,1,32,0,0,,0,,13,56,36,1,2,0,1,0,13,3,27,2022-2023
Copete,6,es ESP,CB,23-172,68,41,4,21,18,2,0,41,0,0,,0,,18,67,47,0,1,0,0,0,19,0,27,2022-2023
Antonio Raillo,21,es ESP,CB,31-174,90,60,15,35,22,3,3,60,0,0,,0,,24,106,34,0,0,0,0,1,27,1,27,2022-2023
Giovanni González,20,uy URU,CB,28-192,90,44,0,15,22,8,0,44,0,0,,0,,16,40,22,0,0,0,0,0,21,1,27,2022-2023
Pablo Maffeo,15,es ESP,RB,25-262,90,56,4,12,19,25,4,56,1,1,100.0,0,0.0,29,104,29,2,0,1,4,0,27,3,27,2022-2023
Predrag Rajković,1,rs SRB,GK,27-151,90,31,21,31,0,0,0,31,0,0,,0,,16,121,96,0,0,0,0,0,10,0,27,2022-2023
Ante Budimir,17,hr CRO,FW,31-252,90,23,1,1,14,8,3,23,0,0,,0,,11,17,2,0,0,0,5,0,15,4,27,2022-2023
Kike Barja,11,es ESP,LW,25-364,90,33,0,4,9,21,2,33,4,1,25.0,3,75.0,21,136,61,1,0,0,2,0,28,7,27,2022-2023
Rubén García,14,es ESP,RW,29-260,85,39,1,5,14,20,2,39,2,0,0.0,1,50.0,19,85,25,1,1,1,0,2,25,8,27,2022-2023
   Kiké,18,es ESP,RW,33-126,5,4,0,0,1,3,3,4,0,0,,0,,2,5,0,0,0,0,1,0,3,1,27,2022-2023
Aimar Oroz,22,es ESP,LM,21-124,66,37,0,4,21,12,2,37,1,1,100.0,0,0.0,21,97,36,0,2,0,1,1,27,2,27,2022-2023
   Moi Gómez,16,es ESP,LM,28-281,24,28,1,3,18,8,0,28,1,1,100.0,0,0.0,19,121,78,0,0,0,0,0,18,0,27,2022-2023
Lucas Torró,6,es ESP,CM,28-255,66,44,4,15,26,3,1,44,0,0,,0,,18,35,14,0,0,0,3,1,21,0,27,2022-2023
   Jon Moncayola,7,es ESP,CM,24-322,24,22,0,2,10,10,0,22,0,0,,0,,15,52,28,1,1,0,2,0,19,0,27,2022-2023
Pablo Ibáñez,19,es ESP,RM,24-192,76,29,1,4,22,3,1,29,0,0,,0,,15,69,28,1,0,0,0,1,21,3,27,2022-2023
   Abdessamad Ezzalzouli,12,ma MAR,RM,21-104,14,11,0,0,5,8,1,11,3,2,66.7,1,33.3,9,97,46,1,3,0,1,0,8,3,27,2022-2023
Juan Cruz Armada,3,es ESP,LB,30-246,90,63,2,20,35,8,0,63,1,0,0.0,0,0.0,23,107,62,1,0,0,1,0,32,3,27,2022-2023
Unai García,4,es ESP,CB,31-056,90,55,4,18,35,2,0,55,1,1,100.0,0,0.0,29,164,101,1,1,0,0,1,37,0,27,2022-2023
Aridane Hernández,23,es ESP,CB,34-008,90,68,10,24,41,3,0,68,1,1,100.0,0,0.0,35,166,97,0,0,0,1,0,37,0,27,2022-2023
Nacho Vidal,2,es ESP,RB,28-066,85,49,4,11,24,15,0,49,2,0,0.0,2,100.0,17,83,24,0,1,0,0,0,21,5,27,2022-2023
   Diego Moreno,35,es ESP,RB,21-283,5,11,1,2,6,3,0,11,1,0,0.0,1,100.0,6,18,11,0,0,0,0,0,7,2,27,2022-2023
Sergio Herrera,1,es ESP,GK,29-299,90,31,20,30,1,0,0,31,0,0,,0,,15,110,75,0,0,0,0,0,9,0,27,2022-2023
Valentín Castellanos,9,ar ARG,FW,24-180,90,35,1,1,12,22,9,35,2,0,0.0,1,50.0,14,96,62,3,2,2,1,1,23,9,27,2022-2023
Toni Villa,12,es ESP,LM,28-084,68,35,0,2,11,22,3,35,7,3,42.9,3,42.9,25,203,96,5,3,1,1,1,30,11,27,2022-2023
   Rodrigo Riquelme,17,es ESP,LM,22-364,22,23,1,8,4,11,3,23,4,3,75.0,0,0.0,14,109,66,4,1,3,0,0,18,4,27,2022-2023
Borja García,24,es ESP,CM,32-150,90,52,0,5,30,17,1,52,0,0,,0,,29,110,61,1,2,0,0,2,35,6,27,2022-2023
Iván Martín,23,es ESP,CM,24-046,84,41,0,8,20,14,2,41,3,2,66.7,1,33.3,23,133,32,0,0,0,2,2,33,3,27,2022-2023
   Cristhian Stuani,7,uy URU,CM,36-171,6,8,0,1,1,6,2,7,0,0,,0,,4,1,0,0,0,0,1,0,6,0,27,2022-2023
Viktor Tsyhankov,8,ua UKR,RM,25-137,90,54,1,5,19,30,9,54,2,1,50.0,1,50.0,31,236,126,7,2,4,1,0,37,14,27,2022-2023
Oriol Romeu,18,es ESP,DM,31-189,90,52,5,20,26,6,1,52,0,0,,0,,26,128,88,2,1,0,1,3,34,0,27,2022-2023
Javi Hernández ,16,es ESP,LB,24-334,76,62,4,21,30,11,0,62,2,1,50.0,1,50.0,36,230,166,4,0,0,1,1,42,2,27,2022-2023
   Miguel Gutiérrez,3,es ESP,LB,21-248,14,18,0,10,5,3,0,18,0,0,,0,,6,49,37,0,1,0,0,0,6,2,27,2022-2023
David López,5,es ESP,CB,33-174,90,84,10,47,34,3,3,84,0,0,,0,,34,210,146,1,0,0,0,0,50,1,27,2022-2023
Santiago Bueno,22,uy URU,CB,24-143,90,49,3,24,23,2,0,49,0,0,,0,,30,241,171,1,2,0,0,0,34,1,27,2022-2023
Arnau Martinez,4,es ESP,RB,19-341,90,74,7,32,28,15,1,74,1,0,0.0,1,100.0,29,190,130,4,2,0,0,0,35,1,27,2022-2023
Paulo Gazzaniga,13,ar ARG,GK,31-089,90,28,26,28,0,0,0,28,0,0,,0,,17,89,49,0,0,0,0,0,10,0,27,2022-2023
Joselu,9,es ESP,FW,33-005,90,36,2,2,15,19,5,36,1,1,100.0,0,0.0,12,52,29,2,1,1,5,1,22,3,27,2022-2023
Sergi Darder,10,es ESP,"FW,CM",29-100,90,45,1,3,29,13,1,45,2,0,0.0,2,100.0,25,149,69,4,1,1,1,1,27,3,27,2022-2023
Martin Braithwaite,17,dk DEN,"LM,FW",31-300,85,15,1,2,5,8,2,15,0,0,,0,,8,28,22,1,1,0,2,0,10,3,27,2022-2023
   Keidi Bare,8,al ALB,FW,25-216,5,6,1,2,4,0,0,6,0,0,,0,,2,5,4,0,0,0,0,0,3,0,27,2022-2023
José Gragera,15,es ESP,CM,22-122,61,22,2,5,16,1,0,22,0,0,,0,,9,34,4,0,0,0,0,0,10,1,27,2022-2023
   Denis Suárez,6,es ESP,"RM,CM",29-085,28,8,0,0,4,4,0,8,1,0,0.0,1,100.0,4,31,4,0,1,0,0,1,5,3,27,2022-2023
   Nico Ribaudo,21,es ESP,RM,21-355,1,1,0,0,0,1,0,1,0,0,,0,,1,2,1,0,0,0,0,0,1,1,27,2022-2023
Vinicius Souza,12,br BRA,CM,23-288,90,33,1,9,20,4,0,33,0,0,,0,,17,56,30,1,0,0,0,0,18,1,27,2022-2023
Javi Puado,7,es ESP,"RM,LM",24-311,84,27,1,3,10,17,3,27,3,1,33.3,2,66.7,17,165,55,2,2,1,2,2,14,4,27,2022-2023
   Fernando Calero,5,es ESP,"LM,CB",27-199,6,12,1,8,4,0,0,12,0,0,,0,,7,12,5,0,0,0,0,0,8,0,27,2022-2023
Óscar Gil,2,es ESP,LB,25-340,89,32,5,10,18,4,0,32,1,0,0.0,0,0.0,13,43,6,0,0,0,1,0,10,1,27,2022-2023
   Ronaël Pierre-Gabriel,18,fr FRA,LB,24-292,1,4,0,0,4,0,0,4,0,0,,0,,2,6,5,0,0,0,0,0,2,0,27,2022-2023
Sergi Gómez,24,es ESP,CB,31-004,82,36,7,18,17,1,0,36,0,0,,0,,16,53,24,0,0,0,0,0,20,0,27,2022-2023
César Montes,23,mx MEX,CB,26-036,90,42,7,21,18,3,2,42,0,0,,0,,21,100,51,0,0,0,0,0,22,0,27,2022-2023
Rubén,27,es ESP,RB,22-056,90,59,4,19,25,15,1,59,3,2,66.7,1,33.3,20,134,55,1,1,0,3,1,17,2,27,2022-2023
Fernando Pacheco,13,es ESP,GK,30-318,90,46,32,44,2,0,0,46,0,0,,0,,16,149,88,0,0,0,0,0,9,0,27,2022-2023
Gorka Guruzeta,12,es ESP,FW,26-201,69,26,1,2,14,10,4,26,2,1,50.0,1,50.0,8,20,2,0,0,0,2,1,18,1,27,2022-2023
   Raúl García,22,es ESP,FW,36-264,21,12,0,0,8,4,0,12,0,0,,0,,4,7,0,0,0,0,0,0,7,2,27,2022-2023
Álex Berenguer,7,es ESP,LW,27-271,58,24,1,2,6,16,5,24,4,2,50.0,2,50.0,11,79,28,1,1,0,0,1,18,5,27,2022-2023
   Oihan Sancet,8,es ESP,"RM,LW",22-341,32,25,1,3,13,10,1,25,2,1,50.0,1,50.0,18,125,49,2,1,0,2,3,18,2,27,2022-2023
Iñaki Williams,9,gh GHA,RW,28-290,90,62,1,5,11,47,9,62,6,2,33.3,4,66.7,42,263,129,7,4,4,6,2,51,25,27,2022-2023
Iker Muniain,10,es ESP,LM,30-103,90,83,0,2,38,44,1,83,8,4,50.0,1,12.5,43,261,139,4,5,0,2,0,56,4,27,2022-2023
Dani García,14,es ESP,CM,32-312,58,43,1,10,30,3,0,43,0,0,,0,,15,58,33,0,0,0,1,0,27,2,27,2022-2023
   Mikel Vesga,6,es ESP,CM,29-315,32,41,0,8,25,8,0,41,0,0,,0,,24,119,54,1,0,0,1,0,26,0,27,2022-2023
Oier Zarraga,19,es ESP,RM,24-087,58,27,1,2,13,12,0,27,0,0,,0,,12,52,27,0,0,0,0,0,17,3,27,2022-2023
   Nico Williams,11,es ESP,"LW,RM",20-263,32,19,0,0,1,18,1,19,7,6,85.7,1,14.3,12,126,89,4,1,1,1,0,15,6,27,2022-2023
Yuri Berchiche,17,es ESP,LB,33-050,90,61,4,18,28,15,1,61,1,0,0.0,1,100.0,33,244,142,5,2,0,0,0,36,3,27,2022-2023
Yeray Álvarez,5,es ESP,CB,28-067,90,58,1,22,33,3,2,58,0,0,,0,,33,294,200,5,0,0,1,0,35,0,27,2022-2023
Daniel Vivian,3,es ESP,CB,23-260,90,87,5,43,41,3,1,87,0,0,,0,,45,233,166,1,0,0,1,1,57,0,27,2022-2023
Óscar de Marcos,18,es ESP,RB,33-352,81,80,2,22,36,22,4,80,0,0,,0,,28,130,64,4,2,2,0,0,29,7,27,2022-2023
   Ander Capa,21,es ESP,RB,31-052,9,17,0,5,4,8,0,17,0,0,,0,,8,95,7,0,2,0,0,1,7,1,27,2022-2023
Julen Agirrezabala,13,es ESP,GK,22-096,90,30,20,29,1,0,0,30,0,0,,0,,14,84,26,0,0,0,0,0,12,0,27,2022-2023
Enes Ünal,10,tr TUR,FW,25-326,81,29,1,2,12,16,2,29,4,2,50.0,2,50.0,19,53,12,0,1,0,2,2,25,2,27,2022-2023
   Juanmi Latasa,14,es ESP,FW,22-009,9,11,0,1,6,4,0,11,1,0,0.0,1,100.0,4,5,1,0,0,0,2,0,4,0,27,2022-2023
Borja Mayoral,19,es ESP,FW,25-361,90,34,0,4,15,15,3,34,2,1,50.0,1,50.0,20,98,60,3,1,2,3,1,20,4,27,2022-2023
Munir El Haddadi,17,ma MAR,CM,27-212,72,50,2,12,17,21,2,50,2,1,50.0,1,50.0,23,125,45,1,0,1,5,1,28,8,27,2022-2023
   Ángel Algobia,16,es ESP,CM,23-282,18,18,1,6,9,3,0,18,0,0,,0,,6,12,2,0,0,0,0,0,6,0,27,2022-2023
