player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Roger Martí,15,es ESP,FW,32-066,66,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,25,2022-2023
   Chris Ramos,16,es ESP,FW,26-051,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,25,2022-2023
Sergi Guardiola,19,es ESP,FW,31-285,84,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,25,2022-2023
   Fede San Emeterio,24,es ESP,FW,25-359,6,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,25,2022-2023
Rubén Sobrino,7,es ESP,LM,30-282,90,2,1,2,0,0,1,2,50.0,1,1,0,1,1,3,0,0,25,2022-2023
Rubén Alcaraz,4,es ESP,CM,31-313,88,0,0,0,0,0,0,0,,0,1,1,0,3,3,4,0,25,2022-2023
   José Mari,6,es ESP,CM,35-094,2,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,25,2022-2023
Gonzalo Escalante,17,ar ARG,CM,29-348,90,4,2,3,1,0,2,2,100.0,0,0,0,0,0,4,6,0,25,2022-2023
Theo Bongonda,10,cd COD,RM,27-110,66,0,0,0,0,0,0,0,,0,2,0,2,2,2,2,0,25,2022-2023
   Iván Alejo,11,es ESP,RM,28-028,24,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,25,2022-2023
Alfonso Espino,22,uy URU,LB,31-064,90,0,0,0,0,0,0,0,,0,0,0,0,3,3,7,0,25,2022-2023
Fali,3,es ESP,CB,29-210,90,1,1,1,0,0,1,1,100.0,0,2,2,0,2,3,6,0,25,2022-2023
Luis Hernández,23,es ESP,CB,33-330,90,2,1,2,0,0,0,0,,0,1,1,0,2,4,4,0,25,2022-2023
Isaac Carcelen,20,es ESP,RB,29-321,89,1,1,0,0,1,0,0,,0,3,1,2,0,1,6,0,25,2022-2023
Jeremías Ledesma,1,ar ARG,GK,30-025,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,25,2022-2023
Enes Ünal,10,tr TUR,FW,25-304,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,25,2022-2023
Munir El Haddadi,17,ma MAR,LW,27-190,70,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,25,2022-2023
