player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Shon Weissman,9,il ISR,FW,26-214,89,6,5,1,0,0,0,0,0,0,0,0,0,2,0,0,6,2022-2023
   Sergi Guardiola,16,es ESP,"FW,RW",31-110,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2022-2023
Óscar Plano,10,es ESP,LW,31-217,67,25,24,0,0,0,0,2,0,0,0,0,0,20,1,0,6,2022-2023
   Juanjo Narváez,20,co COL,LW,27-216,23,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,2022-2023
Gonzalo Plata,11,ec ECU,RW,21-319,81,34,32,2,0,0,0,2,2,0,0,0,0,24,0,4,6,2022-2023
   Sergio León,7,es ESP,"RW,FW",33-253,9,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,6,2022-2023
Kike Pérez,4,es ESP,LM,25-214,90,55,48,7,4,0,3,5,2,1,1,0,0,41,0,1,6,2022-2023
Roque Mesa,17,es ESP,CM,33-101,81,49,47,2,2,0,2,1,0,0,0,0,0,37,0,1,6,2022-2023
   Mickael Malsa,14,mq MTQ,CM,26-339,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2022-2023
Monchu,8,es ESP,RM,23-003,66,35,28,7,3,0,1,5,0,4,0,4,0,31,0,0,6,2022-2023
   Iván Sánchez,21,es ESP,RM,29-358,24,14,13,1,0,0,1,3,0,1,1,0,0,12,0,0,6,2022-2023
Lucas Olaza,12,uy URU,LB,28-057,90,56,37,18,2,0,0,10,14,2,0,2,0,40,1,0,6,2022-2023
Javi Sánchez,5,es ESP,CB,25-186,90,55,52,3,3,0,1,0,0,0,0,0,0,49,0,0,6,2022-2023
Joaquín Fernández,24,es ESP,CB,26-108,90,58,57,1,1,0,0,0,0,0,0,0,0,54,0,0,6,2022-2023
Iván Fresneda,27,es ESP,RB,17-353,90,42,38,4,1,0,0,5,3,0,0,0,0,37,0,0,6,2022-2023
Sergio Asenjo,25,es ESP,GK,33-080,90,37,27,10,3,0,0,0,0,0,0,0,0,29,0,0,6,2022-2023
Lucas Pérez,15,es ESP,FW,34-006,90,20,17,3,1,0,0,6,0,2,2,0,0,14,0,1,6,2022-2023
Brian Ocampo,14,uy URU,LW,23-083,45,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,6,2022-2023
   Rubén Alcaraz,4,es ESP,DM,31-138,45,23,21,2,2,1,2,0,0,0,0,0,0,18,0,0,6,2022-2023
Iván Alejo,11,es ESP,RW,27-218,70,17,17,0,0,0,0,4,0,0,0,0,0,9,0,0,6,2022-2023
   Álvaro Negredo,18,es ESP,RW,37-027,20,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,6,2022-2023
Rubén Sobrino,7,es ESP,"LW,AM",30-107,90,26,26,0,0,0,0,0,0,0,0,0,0,19,0,3,6,2022-2023
Álex Fernández,8,es ESP,"DM,AM",29-336,60,22,20,2,1,0,0,0,0,0,0,0,0,21,0,0,6,2022-2023
   Theo Bongonda,10,cd COD,AM,26-300,30,12,12,0,0,0,0,2,0,0,0,0,0,10,0,0,6,2022-2023
Fede San Emeterio,24,es ESP,DM,25-184,56,15,15,0,0,0,0,0,0,0,0,0,0,11,0,0,6,2022-2023
   José Mari,6,es ESP,DM,34-284,34,19,17,2,2,0,0,1,0,0,0,0,0,15,0,0,6,2022-2023
Alfonso Espino,22,uy URU,LB,30-254,90,29,25,4,0,0,0,1,4,0,0,0,0,15,0,1,6,2022-2023
Víctor Chust,32,es ESP,CB,22-195,90,37,35,1,1,0,0,0,0,0,0,0,0,32,1,1,6,2022-2023
Luis Hernández,23,es ESP,CB,33-155,90,37,32,5,2,0,1,0,3,0,0,0,0,26,0,0,6,2022-2023
Isaac Carcelen,20,es ESP,RB,29-146,70,31,24,7,0,0,0,0,7,0,0,0,0,27,0,1,6,2022-2023
   Joseba Zaldúa,2,es ESP,RB,30-084,20,13,9,4,0,0,0,2,4,0,0,0,0,6,0,0,6,2022-2023
Jeremías Ledesma,1,ar ARG,GK,29-215,90,37,22,14,4,0,0,0,0,0,0,0,0,23,1,0,6,2022-2023
Vedat Muriqi,7,xk KVX,FW,28-146,82,14,14,0,0,0,0,1,0,0,0,0,0,8,0,0,6,2022-2023
   Ángel Rodríguez,22,es ESP,FW,35-144,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2022-2023
Lee Kang-in,19,kr KOR,FW,21-210,90,23,19,4,1,0,1,3,0,3,0,3,0,16,0,1,6,2022-2023
Clément Grenier,8,fr FRA,CM,31-253,66,32,28,3,1,0,1,2,0,2,1,1,0,28,1,0,6,2022-2023
   Iddrisu Baba,12,gh GHA,CM,26-238,24,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0,6,2022-2023
Iñigo Ruiz de Galarreta,4,es ESP,CM,29-042,82,46,44,1,1,0,1,0,0,0,0,0,0,39,1,0,6,2022-2023
   Abdón Prats,9,es ESP,CM,29-284,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022-2023
Antonio Sánchez,10,es ESP,CM,25-259,58,29,28,1,0,0,0,1,0,0,0,0,0,24,0,1,6,2022-2023
   Dani Rodríguez,14,es ESP,CM,34-103,32,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,6,2022-2023
Jaume Costa,18,es ESP,LB,34-183,90,43,35,8,1,0,1,4,7,0,0,0,0,35,0,2,6,2022-2023
Copete,6,es ESP,CB,22-342,90,51,48,3,2,0,0,1,1,0,0,0,0,44,0,2,6,2022-2023
Antonio Raillo,21,es ESP,CB,30-344,90,45,38,7,7,0,0,0,0,0,0,0,0,41,0,0,6,2022-2023
Martin Valjent,24,sk SVK,CB,26-280,90,52,50,2,1,0,1,0,1,0,0,0,0,43,0,1,6,2022-2023
Pablo Maffeo,15,es ESP,RB,25-067,90,34,30,4,0,0,1,3,4,0,0,0,0,21,0,1,6,2022-2023
Predrag Rajković,1,rs SRB,GK,26-321,90,33,18,15,3,0,1,0,0,0,0,0,0,24,0,0,6,2022-2023
Largie Ramazani,7,be BEL,FW,21-202,90,26,24,1,0,0,1,1,0,0,0,0,0,17,1,1,6,2022-2023
El Bilal Touré,9,ml MLI,FW,20-349,71,9,8,1,0,0,0,0,0,0,0,0,0,6,0,1,6,2022-2023
   Dyego Sousa,11,pt POR,FW,33-003,19,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2022-2023
Lázaro,14,br BRA,CM,20-189,61,23,23,0,0,0,0,0,0,0,0,0,0,19,0,1,6,2022-2023
   Gonzalo Melero,3,es ESP,CM,28-258,29,15,13,1,1,0,0,0,0,0,0,0,0,14,1,0,6,2022-2023
Samu Costa,23,pt POR,CM,21-294,90,37,34,3,3,0,1,0,0,0,0,0,0,29,0,0,6,2022-2023
Lucas Robertone,5,ar ARG,CM,25-183,71,34,31,3,2,1,0,3,0,1,0,0,0,25,0,0,6,2022-2023
   Francisco Portillo,8,es ESP,CM,32-096,19,18,18,0,0,0,0,1,0,0,0,0,0,15,0,0,6,2022-2023
Sergio Akieme,15,es ESP,LB,24-275,90,53,42,11,1,0,2,5,10,0,0,0,0,41,0,1,6,2022-2023
Srđan Babić,22,rs SRB,CB,26-148,90,66,62,4,4,0,0,1,0,0,0,0,0,64,0,0,6,2022-2023
Rodrigo Ely,19,br BRA,CB,28-318,90,64,62,2,2,0,0,0,0,0,0,0,0,61,0,0,6,2022-2023
Juan Brandáriz,21,es ESP,CB,23-199,84,83,81,2,2,0,0,0,0,0,0,0,0,77,0,0,6,2022-2023
   Adri Embarba,10,es ESP,CB,30-133,6,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,6,2022-2023
Alejandro Pozo Pozo,17,es ESP,RB,23-207,45,34,33,1,0,0,0,3,1,0,0,0,0,24,0,1,6,2022-2023
   Arnau Puigmal,18,es ESP,RB,21-250,45,36,25,10,0,0,0,2,9,1,0,1,0,27,1,0,6,2022-2023
Fernando,13,es ESP,GK,32-099,90,25,18,7,2,0,0,0,0,0,0,0,0,24,0,0,6,2022-2023
Robert Lewandowski,9,pl POL,FW,34-027,71,28,27,0,0,0,0,0,0,0,0,0,0,20,1,0,6,2022-2023
   Ferrán Torres,11,es ESP,FW,22-200,19,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,6,2022-2023
Memphis,14,nl NED,LW,28-216,58,31,28,3,1,1,0,1,0,2,0,0,0,25,0,1,6,2022-2023
   Ansu Fati,10,es ESP,LW,19-321,32,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,6,2022-2023
Ousmane Dembélé,7,fr FRA,RW,25-125,59,49,45,4,0,0,0,6,1,3,1,0,0,33,0,2,6,2022-2023
   Raphinha,22,br BRA,RW,25-277,31,38,34,3,0,0,0,4,2,1,0,1,0,28,1,2,6,2022-2023
Pedri,8,es ESP,LM,19-296,90,100,94,5,2,3,2,1,2,0,0,0,0,94,1,0,6,2022-2023
Frenkie de Jong,21,nl NED,CM,25-128,90,109,107,1,1,3,1,3,0,0,0,0,0,95,1,0,6,2022-2023
Franck Kessié,19,ci CIV,RM,25-272,45,22,22,0,0,0,0,0,0,0,0,0,0,20,0,0,6,2022-2023
   Gavi,30,es ESP,RM,18-043,45,45,45,0,0,2,0,2,0,0,0,0,0,39,0,1,6,2022-2023
Alejandro Balde,28,es ESP,LB,18-334,90,71,61,10,1,0,0,2,9,0,0,0,0,70,0,0,6,2022-2023
Eric García,24,es ESP,CB,21-251,58,63,60,3,2,0,1,0,1,0,0,0,0,57,0,0,6,2022-2023
   Héctor Bellerín,2,es ESP,RB,27-182,32,32,31,1,0,1,0,2,1,0,0,0,0,28,0,0,6,2022-2023
Ronald Araújo,4,uy URU,CB,23-194,90,67,63,3,1,0,0,0,2,0,0,0,0,63,1,0,6,2022-2023
Jules Koundé,23,fr FRA,"RB,CB",23-309,90,67,60,7,2,0,0,1,5,0,0,0,0,64,0,0,6,2022-2023
Marc-André ter Stegen,1,de GER,GK,30-140,90,19,16,3,2,0,0,0,0,0,0,0,0,19,0,0,6,2022-2023
Lucas Boyé,9,ar ARG,FW,26-201,67,14,10,4,0,0,0,0,0,0,0,0,0,9,0,1,6,2022-2023
   Josan,17,es ESP,RB,32-288,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2022-2023
Fidel,16,es ESP,LM,32-325,52,13,13,0,0,0,0,1,0,0,0,0,0,6,0,1,6,2022-2023
   Domingos Quina,12,pt POR,CM,22-303,38,10,9,1,0,0,0,0,1,0,0,0,0,9,0,0,6,2022-2023
Gerard Gumbau,20,es ESP,CM,27-273,90,29,25,2,2,0,0,1,0,0,0,0,0,18,2,1,6,2022-2023
Raúl Guti,8,es ESP,CM,25-261,52,14,14,0,0,0,1,0,0,0,0,0,0,12,0,0,6,2022-2023
   Nicolás Ezequiel Fernández,22,ar ARG,CM,22-249,38,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0,6,2022-2023
Tete Morente,11,es ESP,"RM,RB",25-287,67,14,14,0,0,0,0,0,0,0,0,0,0,12,0,1,6,2022-2023
   Ezequiel Ponce,19,ar ARG,FW,25-172,23,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,6,2022-2023
Carlos Clerc,23,es ESP,LB,30-208,90,32,24,8,0,0,0,0,8,0,0,0,0,22,0,0,6,2022-2023
Pedro Bigas,6,es ESP,CB,32-002,76,11,9,2,2,0,0,0,0,0,0,0,0,7,0,1,6,2022-2023
   Diego González,4,es ESP,CB,27-232,14,5,4,1,1,0,0,0,0,0,0,0,0,3,0,0,6,2022-2023
Gonzalo Verdú,5,es ESP,CB,33-331,13,3,2,1,1,0,0,0,0,0,0,0,0,2,0,0,6,2022-2023
John Donald,26,es ESP,CB,22-018,90,10,9,0,0,0,0,0,0,0,0,0,0,8,1,0,6,2022-2023
Helibelton Palacios,14,co COL,"RB,CB",29-098,90,23,16,7,0,0,0,0,7,0,0,0,0,12,0,0,6,2022-2023
Édgar Badía,13,es ESP,GK,30-217,90,44,21,23,10,0,0,0,0,0,0,0,0,23,0,0,6,2022-2023
Edinson Cavani,7,uy URU,FW,35-215,71,11,10,1,0,0,1,0,0,0,0,0,0,10,0,0,6,2022-2023
   Justin Kluivert,9,nl NED,RW,23-135,19,10,10,0,0,0,1,1,0,0,0,0,0,8,0,0,6,2022-2023
Samuel Lino,16,br BRA,LW,22-268,90,34,31,3,0,0,0,2,3,0,0,0,0,28,0,1,6,2022-2023
Samu Castillejo,11,es ESP,RW,27-242,70,16,16,0,0,0,0,0,0,0,0,0,0,12,0,0,6,2022-2023
   Marcos André,22,br BRA,FW,25-332,20,3,3,0,0,1,0,0,0,0,0,0,0,2,0,0,6,2022-2023
Ilaix Moriba,8,gn GUI,LM,19-241,66,23,23,0,0,0,1,0,0,0,0,0,0,20,0,1,6,2022-2023
   Nicolás González,17,es ESP,LM,20-257,24,20,18,2,2,0,0,0,0,0,0,0,0,18,0,0,6,2022-2023
Hugo Guillamón,6,,CM,22-229,90,,,,,,,0,,,,,,,,,6,2022-2023
Domingos André Ribeiro Almeida,18,pt POR,RM,22-110,90,32,32,0,0,0,0,2,0,0,0,0,0,28,0,0,6,2022-2023
José Luis Gayà,14,es ESP,LB,27-115,83,72,57,14,6,0,1,12,4,4,3,1,0,50,1,1,6,2022-2023
   Toni Lato,3,es ESP,LB,24-300,7,9,7,2,0,0,0,1,1,1,1,0,0,8,0,0,6,2022-2023
Mouctar Diakhaby,12,gn GUI,CB,25-272,90,40,36,4,3,0,0,0,0,0,0,0,0,36,0,0,6,2022-2023
Eray Cömert,24,ch SUI,CB,24-225,83,43,36,7,5,0,0,0,0,0,0,0,0,36,0,0,6,2022-2023
   Gabriel Paulista,5,br BRA,CB,31-295,7,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,6,2022-2023
Thierry Correia,2,pt POR,RB,23-192,90,74,59,14,1,0,1,2,13,0,0,0,0,58,1,1,6,2022-2023
Giorgi Mamardashvili,25,ge GEO,GK,21-353,90,37,29,8,3,0,1,0,0,0,0,0,0,26,0,0,6,2022-2023
Jørgen Strand Larsen,18,no NOR,FW,22-223,82,16,16,0,0,0,0,0,0,0,0,0,0,11,0,0,6,2022-2023
   Luca de la Torre,23,us USA,CM,24-117,8,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,6,2022-2023
Iago Aspas,10,es ESP,FW,35-047,90,22,18,4,1,0,0,1,0,0,0,0,0,16,0,0,6,2022-2023
Franco Cervi,11,ar ARG,LM,28-114,58,12,10,2,0,0,0,3,0,2,1,1,0,7,0,1,6,2022-2023
Fran Beltrán,8,es ESP,CM,23-226,56,9,8,1,0,0,0,0,0,0,0,0,0,7,0,0,6,2022-2023
   Carles Pérez,7,es ESP,RM,24-213,34,3,2,1,0,0,0,1,0,1,1,0,0,2,0,0,6,2022-2023
Óscar Rodríguez Arnaiz,5,es ESP,RM,24-081,56,23,20,3,3,0,1,2,0,0,0,0,0,14,0,1,6,2022-2023
   Gabriel Veiga,28,es ESP,"LM,CM",20-113,34,13,12,1,1,0,0,0,0,0,0,0,0,7,0,1,6,2022-2023
Renato Tapia,14,pe PER,DM,27-051,90,34,28,6,5,0,1,3,0,1,1,0,0,27,0,0,6,2022-2023
Javi Galán,17,es ESP,LB,27-302,90,43,27,16,0,0,0,1,16,0,0,0,0,29,0,1,6,2022-2023
Unai Núñez,4,es ESP,CB,25-230,90,28,27,1,1,0,0,0,0,0,0,0,0,24,0,0,6,2022-2023
Joseph Aidoo,15,gh GHA,CB,26-353,90,17,15,2,2,0,0,0,0,0,0,0,0,14,0,0,6,2022-2023
