player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Luis Javier Suárez,16,co COL,FW,25-151,90,21,20,1,0,0,1,0,0,0,0,0,0,16,0,1,33,2022-2023
Adri Embarba,10,es ESP,LW,30-360,76,19,15,4,0,0,0,4,0,4,3,0,0,13,0,0,33,2022-2023
   Largie Ramazani,7,be BEL,"LW,RB",22-064,14,5,5,0,0,1,0,0,0,0,0,0,0,3,0,0,33,2022-2023
Léo Baptistão,12,br BRA,RW,30-249,68,23,22,0,0,0,0,1,0,0,0,0,0,12,1,1,33,2022-2023
   Juan Brandáriz,21,es ESP,"RW,RB",24-061,22,16,13,3,0,0,0,0,3,0,0,0,0,14,0,0,33,2022-2023
Gonzalo Melero,3,es ESP,LM,29-120,83,37,35,2,1,0,1,0,0,0,0,0,0,33,0,0,33,2022-2023
   Íñigo Eguaras,4,es ESP,LM,31-056,7,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,33,2022-2023
César de la Hoz,6,es ESP,CM,31-033,90,30,29,1,1,0,0,0,0,0,0,0,0,25,0,0,33,2022-2023
Lucas Robertone,5,ar ARG,RM,26-045,83,39,36,3,0,0,0,3,0,3,0,3,0,31,0,0,33,2022-2023
   Samu Costa,23,pt POR,RM,22-156,7,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,33,2022-2023
Álex Centelles,20,es ESP,LB,25-175,90,36,30,6,1,0,2,5,5,0,0,0,0,29,0,1,33,2022-2023
Srđan Babić,22,rs SRB,CB,27-010,90,42,41,1,1,0,0,0,0,0,0,0,0,38,0,0,33,2022-2023
Rodrigo Ely,19,br BRA,CB,29-180,90,42,40,1,1,0,0,0,0,0,0,0,0,34,1,0,33,2022-2023
Alejandro Pozo Pozo,17,es ESP,RB,24-069,76,40,33,7,1,0,0,1,6,0,0,0,0,27,0,2,33,2022-2023
   Francisco Portillo,8,es ESP,"RW,LW",32-323,14,9,9,0,0,0,1,0,0,0,0,0,0,8,0,0,33,2022-2023
Fernando,13,es ESP,GK,32-326,90,41,25,16,3,0,0,0,0,0,0,0,0,31,0,0,33,2022-2023
Pere Milla,10,es ESP,FW,30-221,67,15,13,2,0,0,1,0,0,0,0,0,0,7,0,0,33,2022-2023
   Randy Ntekja,18,fr FRA,FW,25-147,23,5,4,1,0,0,0,0,1,0,0,0,0,4,0,0,33,2022-2023
Lucas Boyé,9,ar ARG,FW,27-063,66,11,10,1,0,0,0,0,0,0,0,0,0,8,0,1,33,2022-2023
   Ezequiel Ponce,19,ar ARG,FW,26-034,24,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,33,2022-2023
Gerard Gumbau,20,es ESP,LM,28-135,90,80,69,11,2,0,1,9,0,9,3,5,0,64,0,0,33,2022-2023
John Donald,26,es ESP,CM,22-245,45,15,15,0,0,0,1,0,0,0,0,0,0,13,0,0,33,2022-2023
   Álex Collado,15,es ESP,CM,24-010,45,27,24,3,1,0,0,2,0,2,2,0,0,20,0,1,33,2022-2023
Fidel,16,es ESP,CM,33-187,66,29,28,1,0,0,0,1,0,1,0,1,0,22,0,0,33,2022-2023
   Raúl Guti,8,es ESP,CM,26-123,24,10,10,0,0,0,1,0,0,0,0,0,0,8,0,0,33,2022-2023
Tete Morente,11,es ESP,RM,26-149,90,29,28,1,0,0,0,6,1,0,0,0,0,22,0,2,33,2022-2023
Lautaro Blanco,2,ar ARG,LB,24-072,76,41,32,9,0,0,0,8,9,0,0,0,0,21,0,1,33,2022-2023
   Nicolás Ezequiel Fernández,22,ar ARG,LB,23-111,14,13,8,5,2,0,1,4,2,1,0,1,0,9,0,0,33,2022-2023
Carlos Clerc,23,es ESP,CB,31-070,90,64,60,4,2,0,1,2,2,0,0,0,0,45,0,2,33,2022-2023
Lisandro Magallán,7,ar ARG,CB,29-217,90,45,44,0,0,0,0,0,0,0,0,0,0,41,1,0,33,2022-2023
Josan,17,es ESP,RB,33-150,90,53,46,7,0,0,0,2,7,0,0,0,0,45,0,2,33,2022-2023
Axel Werner,1,ar ARG,GK,27-063,90,35,24,10,3,0,0,0,0,0,0,0,0,25,1,0,33,2022-2023
Robert Lewandowski,9,pl POL,FW,34-254,90,19,19,0,0,0,0,1,0,0,0,0,0,17,0,0,33,2022-2023
Gavi,30,es ESP,LW,18-270,35,17,16,1,0,0,0,0,0,0,0,0,0,14,0,0,33,2022-2023
   Ansu Fati,10,es ESP,LW,20-183,55,42,41,0,0,0,0,0,0,0,0,0,0,31,1,0,33,2022-2023
Raphinha,22,br BRA,RW,26-139,51,38,31,6,1,0,0,7,1,4,0,1,0,26,1,1,33,2022-2023
   Ousmane Dembélé,7,fr FRA,RW,25-352,39,28,21,7,0,0,0,9,0,7,1,4,0,16,0,2,33,2022-2023
Pedri,8,es ESP,"AM,DM",20-158,90,58,56,2,0,2,0,1,2,0,0,0,0,46,0,4,33,2022-2023
Frenkie de Jong,21,nl NED,DM,25-355,90,112,111,1,0,2,0,9,1,0,0,0,0,96,0,1,33,2022-2023
Sergio Busquets,5,es ESP,DM,34-290,75,73,72,1,1,0,0,1,0,0,0,0,0,66,0,1,33,2022-2023
   Ferrán Torres,11,es ESP,AM,23-062,15,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,33,2022-2023
Alejandro Balde,28,es ESP,LB,19-196,75,49,42,7,2,0,0,7,5,0,0,0,0,41,0,0,33,2022-2023
   Jordi Alba,18,es ESP,LB,34-042,15,19,17,1,0,0,0,0,1,0,0,0,0,16,1,0,33,2022-2023
Andreas Christensen,15,dk DEN,CB,27-022,51,51,49,2,2,0,0,0,0,0,0,0,0,49,0,0,33,2022-2023
   Eric García,24,es ESP,CB,22-113,39,25,25,0,0,0,0,0,0,0,0,0,0,23,0,1,33,2022-2023
Ronald Araújo,4,uy URU,CB,24-056,90,72,69,3,3,0,1,0,0,0,0,0,0,71,0,0,33,2022-2023
Jules Koundé,23,fr FRA,RB,24-171,90,65,57,8,1,0,1,2,7,0,0,0,0,56,0,1,33,2022-2023
Marc-André ter Stegen,1,de GER,GK,31-002,90,28,22,6,1,0,0,0,0,0,0,0,0,26,0,0,33,2022-2023
Ezequiel Ávila,9,ar ARG,FW,29-085,58,13,11,1,0,0,2,0,0,0,0,0,0,10,1,0,33,2022-2023
   Kiké,18,es ESP,FW,33-158,32,8,7,1,0,0,0,0,0,0,0,0,0,3,0,0,33,2022-2023
Iker Benito,33,es ESP,LW,20-265,69,15,15,0,0,0,1,2,0,0,0,0,0,11,0,0,33,2022-2023
