Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Vedat Muriqi,7,xk KVX,FW,28-341,75,0,0,0,0,3,0,0,0,28,1,0,0,0.1,0.1,0.0,0,0,9,13,69.2,2,16,1,0,0,27,2022-2023
   Tino Kadewere,17,zw ZIM,FW,27-085,15,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,1,0,0,0,27,2022-2023
Lee Kang-in,19,kr KOR,LM,22-040,75,0,0,0,0,1,0,1,0,33,1,1,1,0.1,0.1,0.0,2,0,16,25,64.0,3,20,4,4,2,27,2022-2023
   Matija Nastasić,2,rs SRB,CB,30-003,15,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,27,2022-2023
Iddrisu Baba,12,gh GHA,CM,27-068,90,0,0,0,0,2,0,1,0,35,1,1,1,0.1,0.1,0.0,1,0,19,26,73.1,1,20,0,1,1,27,2022-2023
Iñigo Ruiz de Galarreta,4,es ESP,CM,29-237,90,0,0,0,0,0,0,1,0,34,2,3,1,0.0,0.0,0.0,1,0,21,26,80.8,3,13,0,0,0,27,2022-2023
Dani Rodríguez,14,es ESP,"RM,CM",34-298,82,0,0,0,0,1,0,0,0,29,0,1,0,0.0,0.0,0.0,1,0,14,20,70.0,1,26,5,3,2,27,2022-2023
   Antonio Sánchez,10,es ESP,CM,26-089,8,0,0,0,0,1,0,0,0,3,2,0,1,0.1,0.1,0.0,1,0,0,0,,0,2,0,0,0,27,2022-2023
Jaume Costa,18,es ESP,LB,35-013,90,0,0,0,0,0,0,1,0,32,2,0,0,0.0,0.0,0.0,2,0,22,29,75.9,2,13,1,0,0,27,2022-2023
Copete,6,es ESP,CB,23-172,68,0,0,0,0,0,0,0,1,41,3,1,1,0.0,0.0,0.0,1,0,21,30,70.0,3,18,0,0,0,27,2022-2023
Antonio Raillo,21,es ESP,CB,31-174,90,0,0,0,0,1,1,1,0,60,0,0,3,0.0,0.0,0.0,0,0,23,41,56.1,1,24,0,0,0,27,2022-2023
Giovanni González,20,uy URU,CB,28-192,90,0,0,0,0,0,0,1,0,44,0,0,0,0.0,0.0,0.0,3,0,36,44,81.8,3,16,0,0,0,27,2022-2023
