Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Paulo Gazzaniga,ar ARG,31-046,90,4,2,2,50.0,1.6,10,17,58.8,29,5,27.6,29.4,9,100.0,64.6,19,2,10.5,0,13.7,22,2022-2023
Fernando,es ESP,32-252,90,8,6,2,25.0,4.7,6,18,33.3,33,9,45.5,35.2,5,60.0,44.8,12,1,8.3,0,3.7,22,2022-2023
Álex Remiro,es ESP,27-331,90,4,1,4,75.0,0.4,9,22,40.9,42,3,40.5,35.0,7,71.4,51.7,16,0,0.0,3,24.0,22,2022-2023
Iván Villar,es ESP,25-224,90,3,1,2,66.7,0.8,3,11,27.3,24,9,29.2,34.9,6,66.7,50.5,7,1,14.3,0,11.7,22,2022-2023
Claudio Bravo,cl CHI,39-311,90,3,1,2,66.7,1.0,6,20,30.0,24,5,45.8,38.6,9,100.0,63.3,23,0,0.0,1,19.7,22,2022-2023
Jordi Masip,es ESP,34-046,77,7,2,5,85.7,2.5,4,7,57.1,29,5,20.7,31.0,4,25.0,23.5,5,1,20.0,,4.0,22,2022-2023
Álvaro Aceves,es ESP,19-207,13,3,0,3,100.0,0.1,1,2,50.0,7,3,28.6,25.7,1,0.0,24.0,1,0,0.0,2,33.0,22,2022-2023
Predrag Rajković,rs SRB,27-110,90,4,2,2,50.0,0.8,7,19,36.8,27,4,55.6,41.8,8,50.0,45.9,11,1,9.1,0,12.5,22,2022-2023
Pepe Reina,es ESP,40-171,90,5,4,1,20.0,2.8,2,12,16.7,35,4,31.4,33.4,6,16.7,30.2,13,1,7.7,0,10.0,22,2022-2023
Sergio Herrera,es ESP,29-258,90,6,2,4,66.7,1.9,9,15,60.0,32,4,40.6,34.9,4,50.0,46.0,9,0,0.0,0,11.0,22,2022-2023
Thibaut Courtois,be BEL,30-283,90,4,0,4,100.0,0.5,3,6,50.0,45,9,11.1,25.5,4,25.0,25.8,21,2,9.5,1,9.3,22,2022-2023
Édgar Badía,es ESP,31-007,90,3,1,2,66.7,1.2,7,16,43.8,19,5,63.2,42.7,6,66.7,47.0,10,1,10.0,0,11.5,22,2022-2023
Fernando Pacheco,es ESP,30-277,90,5,0,5,100.0,0.5,9,27,33.3,30,7,53.3,40.1,12,91.7,55.4,22,0,0.0,0,8.3,22,2022-2023
Stole Dimitrievski,mk MKD,29-056,90,2,1,1,50.0,0.1,2,7,28.6,19,8,21.1,31.7,6,50.0,46.0,11,1,9.1,0,5.5,22,2022-2023
Yassine Bounou,ma MAR,31-320,90,5,1,4,80.0,0.5,7,15,46.7,29,3,37.9,35.4,10,40.0,36.1,21,0,0.0,4,32.0,22,2022-2023
Jan Oblak,si SVN,30-043,90,2,0,2,100.0,0.4,3,10,30.0,26,7,19.2,29.7,7,71.4,52.4,12,0,0.0,1,27.0,22,2022-2023
Julen Agirrezabala,es ESP,22-055,90,5,1,4,80.0,1.9,4,15,26.7,32,6,18.8,29.8,11,81.8,60.2,15,1,6.7,2,23.3,22,2022-2023
Marc-André ter Stegen,de GER,30-295,90,4,0,4,100.0,0.4,10,18,55.6,42,6,31.0,32.1,9,55.6,39.2,21,0,0.0,2,14.7,22,2022-2023
Jeremías Ledesma,ar ARG,30-006,90,4,2,2,50.0,1.1,5,17,29.4,22,3,40.9,36.0,9,88.9,63.2,15,0,0.0,1,19.5,22,2022-2023
David Soria,es ESP,29-322,90,3,0,3,100.0,1.0,9,17,52.9,15,1,80.0,49.5,6,83.3,56.7,15,1,6.7,2,12.2,22,2022-2023
Giorgi Mamardashvili,ge GEO,22-144,90,6,1,5,83.3,2.5,5,23,21.7,20,3,80.0,50.4,7,100.0,75.0,15,1,6.7,1,15.5,22,2022-2023
