player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Rafa Mir,12,es ESP,FW,25-122,90,7,5,2,0,0,0,1,0,0,0,0,0,5,0,0,10,2022-2023
Óliver Torres,21,es ESP,"AM,LM",27-342,90,31,26,5,3,0,0,3,1,1,0,1,0,18,0,2,10,2022-2023
Isco,22,es ESP,"CM,DM",30-180,68,38,35,3,1,0,0,2,0,2,1,1,0,35,0,0,10,2022-2023
   Ivan Rakitić,10,hr CRO,DM,34-222,22,15,14,1,1,0,0,1,0,0,0,0,0,12,0,1,10,2022-2023
Nemanja Gudelj,6,rs SRB,"CB,CM",30-336,90,46,43,3,3,0,0,0,0,0,0,0,0,42,0,0,10,2022-2023
Papu Gómez,24,ar ARG,"LW,RM",34-245,90,54,52,2,0,0,0,4,1,1,0,1,0,45,0,0,10,2022-2023
Alex Telles,3,br BRA,LB,29-307,90,54,39,15,2,0,0,8,11,2,0,2,0,42,0,1,10,2022-2023
Marcos Acuña,19,ar ARG,CB,30-355,45,32,24,8,4,0,1,1,4,0,0,0,0,24,0,2,10,2022-2023
   Thomas Delaney,18,dk DEN,DM,31-045,45,36,33,3,3,0,0,0,0,0,0,0,0,33,0,0,10,2022-2023
Tanguy Nianzou,14,fr FRA,CB,20-133,57,34,33,1,1,0,0,0,0,0,0,0,0,30,0,0,10,2022-2023
   Kike Salas,29,es ESP,CB,20-178,32,22,22,0,0,0,0,0,0,0,0,0,0,21,0,0,10,2022-2023
Carmona,30,es ESP,CB,20-262,30,23,22,1,0,0,0,0,0,0,0,0,0,21,0,0,10,2022-2023
   Jesús Navas,16,es ESP,RB,36-331,60,58,50,8,3,0,3,5,5,0,0,0,0,47,0,3,10,2022-2023
Gonzalo Montiel,2,ar ARG,"RB,CB",25-290,45,19,16,3,1,0,0,1,2,0,0,0,0,15,0,0,10,2022-2023
   Érik Lamela,17,ar ARG,RW,30-228,45,27,19,7,1,0,0,5,1,5,4,0,0,19,1,0,10,2022-2023
Yassine Bounou,13,ma MAR,GK,31-196,90,52,43,9,3,0,0,0,0,0,0,0,0,42,0,0,10,2022-2023
Edinson Cavani,7,uy URU,FW,35-246,62,12,11,1,0,0,0,0,0,0,0,0,0,10,0,0,10,2022-2023
   Marcos André,22,br BRA,FW,25-363,28,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,10,2022-2023
Samuel Lino,16,br BRA,LM,22-299,62,14,14,0,0,0,0,1,0,0,0,0,0,10,0,0,10,2022-2023
   Justin Kluivert,9,nl NED,"LM,LW",23-166,28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022-2023
Ilaix Moriba,8,gn GUI,"CM,LM",19-272,74,18,18,0,0,0,0,0,0,0,0,0,0,15,0,0,10,2022-2023
   Gabriel Paulista,5,br BRA,CB,31-326,16,4,3,1,1,0,1,0,0,0,0,0,0,2,0,0,10,2022-2023
Hugo Guillamón,6,,CM,22-260,90,,,,,,,7,,,,,,,,,10,2022-2023
Yunus Musah,4,us USA,"RM,RW",19-323,74,11,11,0,0,0,1,1,0,0,0,0,0,8,0,1,10,2022-2023
   Domingos André Ribeiro Almeida,18,pt POR,CM,22-141,16,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,10,2022-2023
José Luis Gayà,14,es ESP,LB,27-146,90,42,30,11,2,0,0,3,8,1,0,0,0,32,1,0,10,2022-2023
Eray Cömert,24,ch SUI,CB,24-256,90,38,37,1,1,0,1,0,0,0,0,0,0,31,0,2,10,2022-2023
Mouctar Diakhaby,12,gn GUI,CB,25-303,90,29,28,1,1,0,0,0,0,0,0,0,0,21,0,1,10,2022-2023
Thierry Correia,2,pt POR,"CB,RB",23-223,90,45,31,14,0,0,0,0,14,0,0,0,0,32,0,2,10,2022-2023
Dimitri Foulquier,20,fr FRA,RB,29-209,71,19,19,0,0,0,0,1,0,0,0,0,0,12,0,0,10,2022-2023
   Nicolás González,17,es ESP,RM,20-288,19,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,10,2022-2023
Giorgi Mamardashvili,25,ge GEO,GK,22-019,90,21,12,9,2,0,0,0,0,0,0,0,0,14,0,0,10,2022-2023
Enes Ünal,10,tr TUR,FW,25-161,89,14,12,1,0,0,0,0,0,0,0,0,0,9,1,0,10,2022-2023
   Juanmi Latasa,14,es ESP,FW,21-209,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,10,2022-2023
Borja Mayoral,19,es ESP,FW,25-196,84,24,23,1,0,0,2,1,0,1,0,0,0,17,0,4,10,2022-2023
   Portu,9,es ESP,FW,30-150,6,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,10,2022-2023
