Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Rafa Mir,12,es ESP,FW,25-343,90,1,0,0,0,2,1,0,0,23,1,1,0,0.4,0.4,0.0,2,0,12,13,92.3,0,12,0,1,0,37,2022-2023
Bryan Gil,25,es ESP,LW,22-105,61,0,0,0,0,1,0,0,0,22,1,0,0,0.0,0.0,0.0,3,1,13,18,72.2,2,18,1,2,1,37,2022-2023
   Joan Jordán,8,es ESP,DM,28-325,29,0,0,0,0,0,0,1,0,14,1,0,1,0.0,0.0,0.0,0,0,10,12,83.3,1,7,0,0,0,37,2022-2023
Érik Lamela,17,ar ARG,RW,31-084,73,0,0,0,0,3,0,0,0,46,1,0,3,0.6,0.6,0.1,1,0,21,28,75.0,2,29,3,2,0,37,2022-2023
   Jesús Corona,9,mx MEX,LW,30-141,17,0,0,0,0,0,0,0,0,13,0,1,0,0.0,0.0,0.0,0,0,7,9,77.8,1,9,0,1,0,37,2022-2023
Papu Gómez,24,ar ARG,"AM,LW",35-101,73,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.5,4,0,23,28,82.1,3,23,1,2,2,37,2022-2023
   Óliver Torres,21,es ESP,"DM,AM",28-198,17,0,0,0,0,0,0,1,0,11,1,0,0,0.0,0.0,0.0,0,0,9,10,90.0,1,6,1,1,0,37,2022-2023
Ivan Rakitić,10,hr CRO,DM,35-078,61,0,0,0,0,2,0,0,0,39,1,3,1,0.1,0.1,0.0,0,0,21,29,72.4,4,27,1,1,1,37,2022-2023
   Suso,7,es ESP,"RW,AM",29-189,29,0,0,0,0,1,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,5,10,50.0,0,13,2,1,0,37,2022-2023
Manuel Sebastián,43,es ESP,"DM,LB",18-304,90,0,0,0,0,0,0,0,0,47,5,0,0,0.0,0.0,0.0,1,0,30,36,83.3,2,30,0,1,0,37,2022-2023
Marcos Acuña,19,ar ARG,LB,31-211,82,0,0,0,0,1,0,0,1,49,0,1,2,0.0,0.0,0.2,3,0,30,43,69.8,2,31,4,2,2,37,2022-2023
Karim Rekik,4,nl NED,CB,28-176,90,0,0,0,0,1,0,0,0,48,5,0,0,0.1,0.1,0.0,2,0,37,41,90.2,4,31,2,0,0,37,2022-2023
Nemanja Gudelj,6,rs SRB,CB,31-192,80,0,0,0,0,0,0,0,0,35,2,1,0,0.0,0.0,0.0,0,0,25,31,80.6,2,24,0,0,0,37,2022-2023
   Loïc Bade,22,fr FRA,CB,23-046,10,0,0,0,0,0,0,0,0,7,0,1,0,0.0,0.0,0.0,0,0,5,5,100.0,0,5,0,0,0,37,2022-2023
Gonzalo Montiel,2,ar ARG,RB,26-146,90,0,0,0,0,0,0,0,0,53,3,2,2,0.0,0.0,0.2,3,0,35,42,83.3,4,32,1,2,1,37,2022-2023
Yassine Bounou,13,ma MAR,GK,32-052,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,20,28,71.4,0,15,0,0,0,37,2022-2023
Rafa Mir,12,es ESP,FW,25-343,90,1,0,0,0,2,1,0,0,23,1,1,0,0.4,0.4,0.0,2,0,12,13,92.3,0,12,0,1,0,37,2022-2023
Bryan Gil,25,es ESP,LW,22-105,61,0,0,0,0,1,0,0,0,22,1,0,0,0.0,0.0,0.0,3,1,13,18,72.2,2,18,1,2,1,37,2022-2023
   Joan Jordán,8,es ESP,DM,28-325,29,0,0,0,0,0,0,1,0,14,1,0,1,0.0,0.0,0.0,0,0,10,12,83.3,1,7,0,0,0,37,2022-2023
Érik Lamela,17,ar ARG,RW,31-084,73,0,0,0,0,3,0,0,0,46,1,0,3,0.6,0.6,0.1,1,0,21,28,75.0,2,29,3,2,0,37,2022-2023
   Jesús Corona,9,mx MEX,LW,30-141,17,0,0,0,0,0,0,0,0,13,0,1,0,0.0,0.0,0.0,0,0,7,9,77.8,1,9,0,1,0,37,2022-2023
Papu Gómez,24,ar ARG,"AM,LW",35-101,73,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.5,4,0,23,28,82.1,3,23,1,2,2,37,2022-2023
   Óliver Torres,21,es ESP,"DM,AM",28-198,17,0,0,0,0,0,0,1,0,11,1,0,0,0.0,0.0,0.0,0,0,9,10,90.0,1,6,1,1,0,37,2022-2023
Ivan Rakitić,10,hr CRO,DM,35-078,61,0,0,0,0,2,0,0,0,39,1,3,1,0.1,0.1,0.0,0,0,21,29,72.4,4,27,1,1,1,37,2022-2023
   Suso,7,es ESP,"RW,AM",29-189,29,0,0,0,0,1,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,5,10,50.0,0,13,2,1,0,37,2022-2023
Manuel Sebastián,43,es ESP,"DM,LB",18-304,90,0,0,0,0,0,0,0,0,47,5,0,0,0.0,0.0,0.0,1,0,30,36,83.3,2,30,0,1,0,37,2022-2023
Marcos Acuña,19,ar ARG,LB,31-211,82,0,0,0,0,1,0,0,1,49,0,1,2,0.0,0.0,0.2,3,0,30,43,69.8,2,31,4,2,2,37,2022-2023
Karim Rekik,4,nl NED,CB,28-176,90,0,0,0,0,1,0,0,0,48,5,0,0,0.1,0.1,0.0,2,0,37,41,90.2,4,31,2,0,0,37,2022-2023
Nemanja Gudelj,6,rs SRB,CB,31-192,80,0,0,0,0,0,0,0,0,35,2,1,0,0.0,0.0,0.0,0,0,25,31,80.6,2,24,0,0,0,37,2022-2023
   Loïc Bade,22,fr FRA,CB,23-046,10,0,0,0,0,0,0,0,0,7,0,1,0,0.0,0.0,0.0,0,0,5,5,100.0,0,5,0,0,0,37,2022-2023
Gonzalo Montiel,2,ar ARG,RB,26-146,90,0,0,0,0,0,0,0,0,53,3,2,2,0.0,0.0,0.2,3,0,35,42,83.3,4,32,1,2,1,37,2022-2023
Yassine Bounou,13,ma MAR,GK,32-052,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,20,28,71.4,0,15,0,0,0,37,2022-2023
Justin Kluivert,9,nl NED,"FW,RW",24-023,90,0,0,0,0,2,0,0,0,35,0,0,0,0.3,0.3,0.1,6,0,14,25,56.0,2,20,5,7,5,37,2022-2023
Toni Lato,3,es ESP,LW,25-188,33,0,0,0,0,2,0,0,0,11,2,0,0,0.3,0.3,0.0,0,0,6,8,75.0,1,4,0,0,0,37,2022-2023
   Samuel Lino,16,br BRA,"LW,LM",23-156,57,1,0,0,0,2,1,0,0,45,2,1,3,0.2,0.2,0.0,1,1,23,32,71.9,2,26,2,1,1,37,2022-2023
