Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Stole Dimitrievski,mk MKD,29-110,90,4,1,3,75.0,0.7,7,25,28.0,32,5,59.4,44.6,9,66.7,53.7,13,1,7.7,0,4.5,29,2022-2023
Aitor Fernández,es ESP,31-346,90,3,2,2,33.3,0.4,7,23,30.4,37,7,40.5,37.9,10,80.0,60.8,8,0,0.0,5,30.0,29,2022-2023
Pepe Reina,es ESP,40-227,90,7,2,5,71.4,2.7,2,6,33.3,28,4,21.4,28.1,9,0.0,18.7,5,0,0.0,0,16.0,29,2022-2023
Jordi Masip,es ESP,34-102,90,7,1,6,85.7,1.0,7,21,33.3,20,3,65.0,49.2,12,66.7,54.8,12,1,8.3,0,8.6,29,2022-2023
Unai Simón,es ESP,25-308,90,4,0,4,100.0,1.1,7,24,29.2,33,2,45.5,38.8,12,75.0,54.8,7,0,0.0,1,17.0,29,2022-2023
Álex Remiro,es ESP,28-022,90,5,2,3,60.0,1.2,7,18,38.9,30,7,56.7,40.2,4,25.0,33.5,11,1,9.1,0,6.0,29,2022-2023
Rui Silva,pt POR,29-067,90,4,1,3,75.0,1.0,5,13,38.5,20,4,40.0,32.7,8,62.5,49.8,25,0,0.0,0,8.0,29,2022-2023
Fernando Pacheco,es ESP,30-332,90,8,3,5,62.5,2.1,4,6,66.7,18,3,22.2,27.0,8,25.0,32.5,9,0,0.0,0,,29,2022-2023
David Gil,es ESP,29-094,90,11,2,9,81.8,3.2,12,25,48.0,19,5,63.2,50.7,13,100.0,68.2,8,1,12.5,0,4.7,29,2022-2023
Thibaut Courtois,be BEL,30-339,90,3,0,3,100.0,0.1,1,4,25.0,34,12,8.8,25.1,3,33.3,30.7,12,2,16.7,1,14.8,29,2022-2023
Paulo Gazzaniga,ar ARG,31-104,90,5,0,5,100.0,1.5,3,12,25.0,22,3,22.7,29.5,7,100.0,64.7,19,1,5.3,1,14.0,29,2022-2023
Axel Werner,ar ARG,27-047,90,4,2,2,50.0,1.3,1,8,12.5,26,6,23.1,29.5,9,22.2,31.1,15,1,6.7,0,6.0,29,2022-2023
David Soria,es ESP,30-012,90,3,0,3,100.0,0.7,11,27,40.7,16,0,93.8,59.3,12,100.0,65.1,17,1,5.9,1,19.0,29,2022-2023
Marc-André ter Stegen,de GER,30-351,90,1,0,1,100.0,0.0,11,17,64.7,35,8,40.0,35.4,5,60.0,50.4,8,0,0.0,2,26.5,29,2022-2023
Jan Oblak,si SVN,30-099,90,1,1,0,0.0,0.1,1,10,10.0,23,2,39.1,37.3,3,33.3,36.7,9,1,11.1,0,9.8,29,2022-2023
Fernando,es ESP,32-310,90,7,2,5,71.4,2.6,4,5,80.0,11,6,27.3,30.5,13,15.4,31.1,18,0,0.0,0,6.0,29,2022-2023
Giorgi Mamardashvili,ge GEO,22-199,90,3,2,1,33.3,1.8,5,19,26.3,28,1,46.4,37.1,6,100.0,72.0,9,0,0.0,2,27.0,29,2022-2023
Marko Dmitrović,rs SRB,31-082,90,3,0,3,100.0,0.3,7,24,29.2,19,2,73.7,51.6,11,90.9,63.0,21,0,0.0,0,10.7,29,2022-2023
Iván Villar,es ESP,25-282,90,2,1,1,50.0,0.2,3,4,75.0,21,5,9.5,28.1,7,28.6,35.7,16,1,6.3,0,10.0,29,2022-2023
Predrag Rajković,rs SRB,27-168,90,3,0,3,100.0,0.4,11,26,42.3,19,0,100.0,63.3,7,100.0,71.1,28,3,10.7,0,5.8,29,2022-2023
