Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Martin Braithwaite,17,dk DEN,FW,31-230,80,1,0,0,0,2,2,0,0,19,0,0,0,1.1,1.1,0.0,1,0,7,13,53.8,2,5,0,0,0,18,2022-2023
   Rubén,27,es ESP,FW,21-351,10,0,0,0,0,0,0,1,0,9,0,1,3,0.0,0.0,0.0,0,0,5,6,83.3,0,4,2,0,0,18,2022-2023
Joselu,9,es ESP,FW,32-300,90,0,0,0,0,1,0,0,0,51,0,0,3,0.1,0.1,0.4,3,1,25,35,71.4,3,20,0,1,0,18,2022-2023
Javi Puado,7,es ESP,LM,24-241,80,0,0,0,0,2,0,1,0,22,1,2,1,0.9,0.9,0.1,1,0,7,13,53.8,0,10,3,0,0,18,2022-2023
   Nico Ribaudo,21,es ESP,LM,21-285,10,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,2,6,33.3,1,2,0,0,0,18,2022-2023
Sergi Darder,10,es ESP,CM,29-030,90,0,0,0,0,0,0,0,0,42,2,0,0,0.0,0.0,0.1,6,1,22,34,64.7,8,20,2,2,0,18,2022-2023
Vinicius Souza,12,br BRA,CM,23-218,90,0,0,0,0,0,0,0,0,33,8,0,1,0.0,0.0,0.0,1,0,18,22,81.8,2,18,0,0,0,18,2022-2023
Aleix Vidal,22,es ESP,RM,33-153,71,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,15,23,65.2,1,13,0,1,0,18,2022-2023
   Fernando Calero,5,es ESP,RM,27-129,19,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,1,2,0,0,0,18,2022-2023
Brian Oliván,14,es ESP,LB,28-295,90,0,1,0,0,1,0,0,0,45,2,1,0,0.1,0.1,0.8,1,0,19,37,51.4,2,21,1,0,0,18,2022-2023
Leandro Cabrera,4,uy URU,CB,31-218,90,0,0,0,0,2,0,0,0,25,0,1,2,0.1,0.1,0.0,0,0,13,18,72.2,0,12,0,0,0,18,2022-2023
César Montes,23,mx MEX,CB,25-331,90,0,0,0,0,0,0,1,0,30,2,0,3,0.0,0.0,0.0,0,0,15,20,75.0,1,12,0,0,0,18,2022-2023
Óscar Gil,2,es ESP,RB,25-270,90,0,0,0,0,0,0,0,0,52,0,3,2,0.0,0.0,0.8,1,0,29,37,78.4,1,14,1,0,0,18,2022-2023
Álvaro Fernández,25,es ESP,GK,24-283,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,21,32,65.6,0,18,0,0,0,18,2022-2023
Martin Braithwaite,17,dk DEN,FW,31-230,80,1,0,0,0,2,2,0,0,19,0,0,0,1.1,1.1,0.0,1,0,7,13,53.8,2,5,0,0,0,18,2022-2023
   Rubén,27,es ESP,FW,21-351,10,0,0,0,0,0,0,1,0,9,0,1,3,0.0,0.0,0.0,0,0,5,6,83.3,0,4,2,0,0,18,2022-2023
Joselu,9,es ESP,FW,32-300,90,0,0,0,0,1,0,0,0,51,0,0,3,0.1,0.1,0.4,3,1,25,35,71.4,3,20,0,1,0,18,2022-2023
Javi Puado,7,es ESP,LM,24-241,80,0,0,0,0,2,0,1,0,22,1,2,1,0.9,0.9,0.1,1,0,7,13,53.8,0,10,3,0,0,18,2022-2023
   Nico Ribaudo,21,es ESP,LM,21-285,10,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,2,6,33.3,1,2,0,0,0,18,2022-2023
Sergi Darder,10,es ESP,CM,29-030,90,0,0,0,0,0,0,0,0,42,2,0,0,0.0,0.0,0.1,6,1,22,34,64.7,8,20,2,2,0,18,2022-2023
Vinicius Souza,12,br BRA,CM,23-218,90,0,0,0,0,0,0,0,0,33,8,0,1,0.0,0.0,0.0,1,0,18,22,81.8,2,18,0,0,0,18,2022-2023
Aleix Vidal,22,es ESP,RM,33-153,71,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,15,23,65.2,1,13,0,1,0,18,2022-2023
   Fernando Calero,5,es ESP,RM,27-129,19,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,1,2,0,0,0,18,2022-2023
Brian Oliván,14,es ESP,LB,28-295,90,0,1,0,0,1,0,0,0,45,2,1,0,0.1,0.1,0.8,1,0,19,37,51.4,2,21,1,0,0,18,2022-2023
Leandro Cabrera,4,uy URU,CB,31-218,90,0,0,0,0,2,0,0,0,25,0,1,2,0.1,0.1,0.0,0,0,13,18,72.2,0,12,0,0,0,18,2022-2023
César Montes,23,mx MEX,CB,25-331,90,0,0,0,0,0,0,1,0,30,2,0,3,0.0,0.0,0.0,0,0,15,20,75.0,1,12,0,0,0,18,2022-2023
Óscar Gil,2,es ESP,RB,25-270,90,0,0,0,0,0,0,0,0,52,0,3,2,0.0,0.0,0.8,1,0,29,37,78.4,1,14,1,0,0,18,2022-2023
Álvaro Fernández,25,es ESP,GK,24-283,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,21,32,65.6,0,18,0,0,0,18,2022-2023
Álvaro Morata,19,es ESP,FW,30-090,74,1,0,0,0,3,1,0,0,40,1,0,0,1.0,1.0,0.0,3,1,14,26,53.8,0,24,2,3,1,18,2022-2023
   Memphis,9,nl NED,FW,28-342,16,0,0,0,0,1,0,0,0,18,0,0,0,0.1,0.1,0.0,3,0,11,12,91.7,4,16,2,1,0,18,2022-2023
Antoine Griezmann,8,fr FRA,LM,31-306,55,1,1,0,0,3,2,0,0,51,1,2,2,0.5,0.5,0.8,4,1,39,42,92.9,6,33,2,0,0,18,2022-2023
   Yannick Carrasco,21,be BEL,LM,29-139,35,0,0,0,0,4,2,0,0,22,0,0,0,0.6,0.6,0.1,3,0,12,16,75.0,2,12,4,1,0,18,2022-2023
Thomas Lemar,11,fr FRA,CM,27-070,58,0,0,0,0,0,0,0,0,50,1,0,1,0.0,0.0,0.0,0,0,37,45,82.2,3,31,1,2,1,18,2022-2023
   Geoffrey Kondogbia,4,cf CTA,DM,29-340,32,0,0,0,0,0,0,0,0,27,2,2,1,0.0,0.0,0.0,0,0,20,23,87.0,2,11,1,1,1,18,2022-2023
Marcos Llorente,14,es ESP,CM,27-356,55,0,0,0,0,0,0,0,0,37,0,0,1,0.0,0.0,0.0,1,1,29,34,85.3,6,27,3,0,0,18,2022-2023
   Rodrigo De Paul,5,ar ARG,CM,28-242,35,0,0,0,0,0,0,0,0,19,2,0,0,0.0,0.0,0.5,3,0,15,16,93.8,2,6,0,0,0,18,2022-2023
Ángel Correa,10,ar ARG,RM,27-318,90,0,0,0,0,2,1,0,0,58,0,2,5,0.2,0.2,0.6,4,0,31,39,79.5,4,33,3,4,0,18,2022-2023
Koke,6,es ESP,"DM,CM",31-013,74,0,0,0,0,1,0,0,0,66,1,0,1,0.1,0.1,0.0,0,0,60,63,95.2,5,37,0,0,0,18,2022-2023
   Saúl Ñíguez,17,es ESP,CM,28-061,16,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,10,13,76.9,2,7,0,1,1,18,2022-2023
Reinildo Mandava,23,mz MOZ,LB,29-000,90,0,0,0,0,0,0,1,0,55,3,3,1,0.0,0.0,0.1,2,0,41,44,93.2,2,26,1,1,0,18,2022-2023
Mario Hermoso,22,es ESP,CB,27-217,90,1,0,0,0,3,2,0,0,54,0,0,2,0.8,0.8,0.0,2,1,36,42,85.7,2,28,0,0,0,18,2022-2023
Axel Witsel,20,be BEL,CB,34-009,90,0,0,0,0,0,0,0,0,50,0,1,0,0.0,0.0,0.0,0,0,36,42,85.7,0,26,0,0,0,18,2022-2023
Nahuel Molina,16,ar ARG,RB,24-290,90,0,1,0,0,1,0,0,0,79,2,1,2,0.0,0.0,0.5,4,1,51,65,78.5,4,38,1,1,0,18,2022-2023
Jan Oblak,13,si SVN,GK,30-014,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,16,27,59.3,0,10,0,0,0,18,2022-2023
Álvaro Morata,19,es ESP,FW,30-090,74,1,0,0,0,3,1,0,0,40,1,0,0,1.0,1.0,0.0,3,1,14,26,53.8,0,24,2,3,1,18,2022-2023
   Memphis,9,nl NED,FW,28-342,16,0,0,0,0,1,0,0,0,18,0,0,0,0.1,0.1,0.0,3,0,11,12,91.7,4,16,2,1,0,18,2022-2023
Antoine Griezmann,8,fr FRA,LM,31-306,55,1,1,0,0,3,2,0,0,51,1,2,2,0.5,0.5,0.8,4,1,39,42,92.9,6,33,2,0,0,18,2022-2023
   Yannick Carrasco,21,be BEL,LM,29-139,35,0,0,0,0,4,2,0,0,22,0,0,0,0.6,0.6,0.1,3,0,12,16,75.0,2,12,4,1,0,18,2022-2023
Thomas Lemar,11,fr FRA,CM,27-070,58,0,0,0,0,0,0,0,0,50,1,0,1,0.0,0.0,0.0,0,0,37,45,82.2,3,31,1,2,1,18,2022-2023
   Geoffrey Kondogbia,4,cf CTA,DM,29-340,32,0,0,0,0,0,0,0,0,27,2,2,1,0.0,0.0,0.0,0,0,20,23,87.0,2,11,1,1,1,18,2022-2023
Marcos Llorente,14,es ESP,CM,27-356,55,0,0,0,0,0,0,0,0,37,0,0,1,0.0,0.0,0.0,1,1,29,34,85.3,6,27,3,0,0,18,2022-2023
   Rodrigo De Paul,5,ar ARG,CM,28-242,35,0,0,0,0,0,0,0,0,19,2,0,0,0.0,0.0,0.5,3,0,15,16,93.8,2,6,0,0,0,18,2022-2023
Ángel Correa,10,ar ARG,RM,27-318,90,0,0,0,0,2,1,0,0,58,0,2,5,0.2,0.2,0.6,4,0,31,39,79.5,4,33,3,4,0,18,2022-2023
Koke,6,es ESP,"DM,CM",31-013,74,0,0,0,0,1,0,0,0,66,1,0,1,0.1,0.1,0.0,0,0,60,63,95.2,5,37,0,0,0,18,2022-2023
   Saúl Ñíguez,17,es ESP,CM,28-061,16,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,10,13,76.9,2,7,0,1,1,18,2022-2023
Reinildo Mandava,23,mz MOZ,LB,29-000,90,0,0,0,0,0,0,1,0,55,3,3,1,0.0,0.0,0.1,2,0,41,44,93.2,2,26,1,1,0,18,2022-2023
Mario Hermoso,22,es ESP,CB,27-217,90,1,0,0,0,3,2,0,0,54,0,0,2,0.8,0.8,0.0,2,1,36,42,85.7,2,28,0,0,0,18,2022-2023
Axel Witsel,20,be BEL,CB,34-009,90,0,0,0,0,0,0,0,0,50,0,1,0,0.0,0.0,0.0,0,0,36,42,85.7,0,26,0,0,0,18,2022-2023
Nahuel Molina,16,ar ARG,RB,24-290,90,0,1,0,0,1,0,0,0,79,2,1,2,0.0,0.0,0.5,4,1,51,65,78.5,4,38,1,1,0,18,2022-2023
Jan Oblak,13,si SVN,GK,30-014,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,16,27,59.3,0,10,0,0,0,18,2022-2023
Youssef En-Nesyri,15,ma MAR,FW,25-234,78,0,0,0,0,1,1,0,0,21,2,0,0,0.0,0.0,0.0,2,0,9,11,81.8,0,10,0,3,0,18,2022-2023
   Rafa Mir,12,es ESP,FW,25-217,12,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,0,18,2022-2023
Ivan Rakitić,10,hr CRO,AM,34-317,90,1,0,1,1,3,2,0,0,100,3,0,0,0.9,0.1,0.1,3,0,72,86,83.7,8,77,6,0,0,18,2022-2023
