Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Paulo Gazzaniga,ar ARG,31-026,90,3,1,2,66.7,1.0,7,10,70.0,16,2,25.0,28.7,8,75.0,48.1,16,0,0.0,0,7.0,19,2022-2023
Marc-André ter Stegen,de GER,30-273,90,2,0,2,100.0,0.2,2,9,22.2,27,1,25.9,30.7,7,28.6,34.3,15,0,0.0,2,22.0,19,2022-2023
Yassine Bounou,ma MAR,31-298,90,1,0,1,100.0,0.2,3,8,37.5,27,2,29.6,31.2,1,0.0,10.0,4,0,0.0,0,13.0,19,2022-2023
Édgar Badía,es ESP,30-350,90,8,3,5,62.5,2.1,6,13,46.2,10,2,60.0,42.0,8,87.5,55.6,17,0,0.0,0,5.0,19,2022-2023
David Soria,es ESP,29-299,90,2,1,1,100.0,1.1,5,14,35.7,14,2,57.1,41.0,8,75.0,46.0,5,0,0.0,0,,19,2022-2023
Rui Silva,pt POR,28-355,90,1,0,1,100.0,0.1,9,20,45.0,25,4,48.0,37.5,9,88.9,55.4,20,0,0.0,1,32.0,19,2022-2023
Jordi Masip,es ESP,34-026,90,2,0,2,100.0,0.4,6,7,85.7,19,6,26.3,30.0,9,22.2,32.0,19,1,5.3,0,4.0,19,2022-2023
Giorgi Mamardashvili,ge GEO,22-122,90,6,1,5,83.3,1.3,5,16,31.3,19,5,42.1,33.6,11,72.7,54.5,13,0,0.0,1,18.0,19,2022-2023
Aitor Fernández,es ESP,31-271,90,5,1,4,80.0,1.5,9,13,69.2,38,7,26.3,33.2,8,37.5,40.0,8,2,25.0,4,16.7,19,2022-2023
Jan Oblak,si SVN,30-022,90,4,0,4,100.0,0.5,7,22,31.8,25,4,48.0,35.0,12,83.3,54.9,20,0,0.0,0,,19,2022-2023
Agustín Marchesín,ar ARG,34-319,90,0,0,0,,0.0,11,17,64.7,29,5,48.3,37.4,8,37.5,34.4,13,1,7.7,0,10.3,19,2022-2023
Unai Simón,es ESP,25-232,90,3,1,2,66.7,0.8,9,14,64.3,24,1,45.8,39.7,4,75.0,51.0,10,0,0.0,1,16.3,19,2022-2023
Thibaut Courtois,be BEL,30-263,90,3,0,3,100.0,0.2,5,9,55.6,35,7,25.7,29.0,3,0.0,21.0,4,0,0.0,3,29.7,19,2022-2023
Álex Remiro,es ESP,27-311,90,7,0,7,100.0,0.7,5,21,23.8,34,2,47.1,37.4,8,62.5,51.6,19,0,0.0,0,,19,2022-2023
Filip Jørgensen,dk DEN,20-289,90,3,1,2,66.7,0.7,0,4,0.0,28,5,14.3,23.3,7,0.0,13.3,13,1,7.7,0,8.7,19,2022-2023
Stole Dimitrievski,mk MKD,29-036,90,3,0,3,100.0,0.6,8,18,44.4,20,4,50.0,38.8,11,72.7,51.6,9,2,22.2,2,13.0,19,2022-2023
Rui Silva,pt POR,28-359,90,3,2,1,33.3,1.8,4,17,23.5,25,5,56.0,43.0,7,42.9,38.4,8,0,0.0,1,17.3,17,2022-2023
Marc-André ter Stegen,de GER,30-277,90,1,1,1,0.0,0.0,2,4,50.0,33,4,6.1,25.3,4,50.0,46.0,7,0,0.0,1,17.0,17,2022-2023
Thibaut Courtois,be BEL,30-267,90,0,0,0,,0.0,2,3,66.7,21,4,9.5,23.5,4,25.0,23.8,10,2,20.0,3,16.0,17,2022-2023
Giorgi Mamardashvili,ge GEO,22-126,90,7,2,5,71.4,1.5,8,19,42.1,22,2,63.6,44.3,8,62.5,50.6,11,1,9.1,1,9.7,17,2022-2023
