Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Lucas Boyé,9,ar ARG,FW,26-361,90,1,0,0,0,2,1,0,0,55,2,0,1,0.2,0.2,0.0,3,0,21,28,75.0,2,33,2,10,6,23,2022-2023
Fidel,16,es ESP,"AM,LM",33-120,80,1,0,1,1,0,0,0,0,43,0,1,1,0.8,0.0,0.0,0,0,28,37,75.7,4,36,3,3,2,23,2022-2023
   Nicolás Ezequiel Fernández,22,ar ARG,LM,23-044,10,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,1,2,50.0,1,3,0,0,0,23,2022-2023
Ezequiel Ponce,19,ar ARG,"AM,RM",25-332,73,0,0,0,0,0,0,0,0,24,0,0,1,0.0,0.0,0.0,0,0,13,20,65.0,1,11,0,1,0,23,2022-2023
   Josan,17,es ESP,RM,33-083,17,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,23,2022-2023
Gerard Gumbau,20,es ESP,CM,28-068,74,0,0,0,0,1,0,1,0,27,0,0,0,0.0,0.0,0.2,1,0,22,24,91.7,3,17,0,0,0,23,2022-2023
   Raúl Guti,8,es ESP,CM,26-056,16,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,5,8,62.5,2,6,0,1,1,23,2022-2023
Omar Mascarell,21,es ESP,CM,30-022,90,0,0,0,0,0,0,0,0,57,5,1,1,0.0,0.0,0.0,1,1,40,42,95.2,3,33,1,1,1,23,2022-2023
Carlos Clerc,23,es ESP,"WB,LB",31-003,74,0,0,0,0,0,0,0,0,38,3,0,2,0.0,0.0,0.0,0,0,13,26,50.0,0,17,2,1,1,23,2022-2023
   Lautaro Blanco,2,ar ARG,LB,24-005,16,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,1,0,23,2022-2023
Tete Morente,11,es ESP,WB,26-082,65,0,0,0,0,0,0,0,0,42,3,3,1,0.0,0.0,0.0,1,1,22,29,75.9,1,27,2,2,1,23,2022-2023
   Diego González,4,es ESP,CB,28-027,25,0,0,0,0,0,0,0,0,11,0,1,0,0.0,0.0,0.0,0,0,2,5,40.0,0,3,0,0,0,23,2022-2023
Lisandro Magallán,7,ar ARG,CB,29-150,56,0,0,0,0,0,0,0,1,18,1,2,1,0.0,0.0,0.0,0,0,11,12,91.7,2,10,0,0,0,23,2022-2023
Enzo Roco,3,cl CHI,CB,30-192,89,0,0,0,0,0,0,2,1,33,3,0,2,0.0,0.0,0.0,0,0,14,21,66.7,0,15,0,0,0,23,2022-2023
Helibelton Palacios,14,co COL,"CB,RB",29-258,90,0,0,0,0,0,0,1,0,33,1,0,1,0.0,0.0,0.0,0,0,17,25,68.0,0,15,2,1,1,23,2022-2023
Édgar Badía,13,es ESP,GK,31-012,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,13,27,48.1,0,12,0,0,0,23,2022-2023
Lucas Boyé,9,ar ARG,FW,26-361,90,1,0,0,0,2,1,0,0,55,2,0,1,0.2,0.2,0.0,3,0,21,28,75.0,2,33,2,10,6,23,2022-2023
Fidel,16,es ESP,"AM,LM",33-120,80,1,0,1,1,0,0,0,0,43,0,1,1,0.8,0.0,0.0,0,0,28,37,75.7,4,36,3,3,2,23,2022-2023
   Nicolás Ezequiel Fernández,22,ar ARG,LM,23-044,10,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,1,2,50.0,1,3,0,0,0,23,2022-2023
Ezequiel Ponce,19,ar ARG,"AM,RM",25-332,73,0,0,0,0,0,0,0,0,24,0,0,1,0.0,0.0,0.0,0,0,13,20,65.0,1,11,0,1,0,23,2022-2023
   Josan,17,es ESP,RM,33-083,17,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,23,2022-2023
Gerard Gumbau,20,es ESP,CM,28-068,74,0,0,0,0,1,0,1,0,27,0,0,0,0.0,0.0,0.2,1,0,22,24,91.7,3,17,0,0,0,23,2022-2023
   Raúl Guti,8,es ESP,CM,26-056,16,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,5,8,62.5,2,6,0,1,1,23,2022-2023
Omar Mascarell,21,es ESP,CM,30-022,90,0,0,0,0,0,0,0,0,57,5,1,1,0.0,0.0,0.0,1,1,40,42,95.2,3,33,1,1,1,23,2022-2023
Carlos Clerc,23,es ESP,"WB,LB",31-003,74,0,0,0,0,0,0,0,0,38,3,0,2,0.0,0.0,0.0,0,0,13,26,50.0,0,17,2,1,1,23,2022-2023
   Lautaro Blanco,2,ar ARG,LB,24-005,16,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,1,0,23,2022-2023
Tete Morente,11,es ESP,WB,26-082,65,0,0,0,0,0,0,0,0,42,3,3,1,0.0,0.0,0.0,1,1,22,29,75.9,1,27,2,2,1,23,2022-2023
   Diego González,4,es ESP,CB,28-027,25,0,0,0,0,0,0,0,0,11,0,1,0,0.0,0.0,0.0,0,0,2,5,40.0,0,3,0,0,0,23,2022-2023
Lisandro Magallán,7,ar ARG,CB,29-150,56,0,0,0,0,0,0,0,1,18,1,2,1,0.0,0.0,0.0,0,0,11,12,91.7,2,10,0,0,0,23,2022-2023
Enzo Roco,3,cl CHI,CB,30-192,89,0,0,0,0,0,0,2,1,33,3,0,2,0.0,0.0,0.0,0,0,14,21,66.7,0,15,0,0,0,23,2022-2023
Helibelton Palacios,14,co COL,"CB,RB",29-258,90,0,0,0,0,0,0,1,0,33,1,0,1,0.0,0.0,0.0,0,0,17,25,68.0,0,15,2,1,1,23,2022-2023
Édgar Badía,13,es ESP,GK,31-012,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,13,27,48.1,0,12,0,0,0,23,2022-2023
Martin Braithwaite,17,dk DEN,FW,31-265,87,2,0,0,0,4,2,0,0,27,0,0,1,0.8,0.8,0.0,1,0,11,18,61.1,2,17,0,1,0,23,2022-2023
   Ronaël Pierre-Gabriel,18,fr FRA,"RW,FW",24-257,3,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,2,0,0,0,23,2022-2023
Javi Puado,7,es ESP,"LW,RW",24-276,70,0,0,0,0,2,0,0,0,30,1,0,0,0.1,0.1,0.1,1,0,12,17,70.6,1,15,1,0,0,23,2022-2023
   Joselu,9,es ESP,"RW,FW",32-335,20,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,0,3,8,37.5,1,5,0,1,0,23,2022-2023
Aleix Vidal,22,es ESP,RW,33-188,45,0,1,0,0,0,0,0,0,12,0,1,1,0.0,0.0,0.4,2,2,5,7,71.4,0,6,0,0,0,23,2022-2023
   Nico Ribaudo,21,es ESP,LW,21-320,45,0,1,0,0,2,0,1,0,18,1,1,0,0.3,0.3,0.2,2,1,5,9,55.6,1,12,2,1,1,23,2022-2023
Denis Suárez,6,es ESP,LM,29-050,70,0,0,0,0,0,0,0,0,28,1,1,2,0.0,0.0,0.2,2,0,17,20,85.0,4,19,0,0,0,23,2022-2023
   José Gragera,15,es ESP,LM,22-087,20,0,0,0,0,0,0,1,0,5,0,0,1,0.0,0.0,0.0,0,0,2,4,50.0,0,1,0,0,0,23,2022-2023
Vinicius Souza,12,br BRA,CM,23-253,90,0,0,0,0,0,0,0,0,37,3,1,4,0.0,0.0,0.0,1,0,17,23,73.9,4,10,1,0,0,23,2022-2023
Sergi Darder,10,es ESP,RM,29-065,90,0,0,0,0,0,0,0,0,37,2,1,0,0.0,0.0,0.0,4,1,20,26,76.9,2,27,1,1,0,23,2022-2023
Brian Oliván,14,es ESP,LB,28-330,90,0,0,0,0,0,0,0,0,59,1,2,1,0.0,0.0,0.3,4,0,31,50,62.0,1,16,1,0,0,23,2022-2023
Sergi Gómez,24,es ESP,CB,30-334,89,0,0,0,0,1,1,0,0,51,3,1,2,0.2,0.2,0.0,0,0,29,38,76.3,1,21,0,0,0,23,2022-2023
   Leandro Cabrera,4,uy URU,CB,31-253,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,0,0,0,23,2022-2023
César Montes,23,mx MEX,CB,26-001,90,0,0,0,0,0,0,0,0,55,1,1,1,0.0,0.0,0.0,0,0,30,46,65.2,2,23,0,0,0,23,2022-2023
Óscar Gil,2,es ESP,RB,25-305,90,0,0,0,0,0,0,0,0,34,0,0,1,0.0,0.0,0.0,0,0,18,25,72.0,1,19,0,0,0,23,2022-2023
Fernando Pacheco,13,es ESP,GK,30-283,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,28,42,66.7,0,26,0,0,0,23,2022-2023
Martin Braithwaite,17,dk DEN,FW,31-265,87,2,0,0,0,4,2,0,0,27,0,0,1,0.8,0.8,0.0,1,0,11,18,61.1,2,17,0,1,0,23,2022-2023
