player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Jutglà,29,es ESP,FW,22-320,71,19,23,82.6,238,3,11,11,100.0,4,5,80.0,1,2,50.0,0,0.0,0.0,0,1,0,0,0,18,2021-2022
   Nicolás González,28,es ESP,FW,19-349,19,10,14,71.4,132,26,7,11,63.6,1,1,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,18,2021-2022
Abdessamad Ezzalzouli,33,ma MAR,LW,20-001,88,35,38,92.1,461,51,21,22,95.5,5,6,83.3,4,4,100.0,0,0.5,0.3,2,1,1,0,3,18,2021-2022
   Alejandro Balde,31,es ESP,LW,18-061,2,3,3,100.0,33,2,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,18,2021-2022
Ousmane Dembélé,7,fr FRA,RW,24-217,90,33,48,68.8,533,165,13,17,76.5,13,18,72.2,3,5,60.0,1,0.7,0.8,3,2,5,0,7,18,2021-2022
Gavi,30,es ESP,AM,17-135,90,61,65,93.8,739,125,36,37,97.3,14,15,93.3,3,3,100.0,1,0.2,0.1,2,4,1,0,8,18,2021-2022
Jordi Alba,18,es ESP,LM,32-272,90,84,102,82.4,1106,357,53,58,91.4,24,28,85.7,3,6,50.0,0,0.1,0.1,2,9,1,0,9,18,2021-2022
Frenkie de Jong,21,nl NED,RM,24-220,75,40,47,85.1,535,23,21,23,91.3,14,14,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,18,2021-2022
   Riqui Puig,6,es ESP,RM,22-127,15,12,14,85.7,175,32,6,6,100.0,3,5,60.0,2,2,100.0,0,0.0,0.0,0,0,0,0,2,18,2021-2022
Sergio Busquets,5,es ESP,DM,33-155,90,75,83,90.4,1112,239,41,43,95.3,27,27,100.0,4,7,57.1,0,0.0,0.0,0,5,0,0,8,18,2021-2022
Clément Lenglet,15,fr FRA,CB,26-184,90,85,97,87.6,1479,495,42,46,91.3,31,32,96.9,11,15,73.3,1,0.2,0.0,1,6,0,0,7,18,2021-2022
Eric García,24,es ESP,CB,20-343,90,99,103,96.1,1893,787,35,35,100.0,53,53,100.0,11,13,84.6,0,0.0,0.1,0,10,1,0,8,18,2021-2022
Ronald Araújo,4,uy URU,CB,22-286,90,67,72,93.1,1150,242,32,34,94.1,29,31,93.5,5,6,83.3,0,0.0,0.0,0,4,0,0,6,18,2021-2022
Marc-André ter Stegen,1,de GER,GK,29-232,90,35,36,97.2,734,423,11,11,100.0,19,19,100.0,4,5,80.0,0,0.0,0.0,0,0,0,0,0,18,2021-2022
Lucas Boyé,9,ar ARG,FW,25-293,90,11,17,64.7,138,39,5,6,83.3,1,2,50.0,2,3,66.7,1,0.1,0.0,1,1,0,0,1,18,2021-2022
Lucas Pérez,12,es ESP,FW,33-099,90,12,18,66.7,190,38,8,9,88.9,2,5,40.0,2,2,100.0,0,0.7,0.2,1,1,1,0,2,18,2021-2022
Fidel,16,es ESP,LM,32-052,58,18,25,72.0,251,152,5,7,71.4,11,12,91.7,0,2,0.0,0,0.0,0.0,0,2,0,0,4,18,2021-2022
   Pere Milla,10,es ESP,LM,29-086,32,4,5,80.0,55,26,2,2,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,18,2021-2022
Omar Mascarell,21,es ESP,CM,28-319,59,10,12,83.3,201,63,3,4,75.0,4,5,80.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,18,2021-2022
   Raúl Guti,8,es ESP,CM,24-353,31,5,8,62.5,74,31,3,4,75.0,2,3,66.7,0,0,,0,0.0,0.0,0,1,0,0,0,18,2021-2022
Iván Marcone,23,ar ARG,CM,31-198,45,12,16,75.0,129,47,8,10,80.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,18,2021-2022
   Gerard Gumbau,2,es ESP,CM,27-000,45,9,10,90.0,160,67,7,7,100.0,0,1,0.0,2,2,100.0,0,0.0,0.0,0,2,0,0,2,18,2021-2022
Josan,17,es ESP,RM,32-015,45,12,17,70.6,152,93,6,7,85.7,4,4,100.0,0,1,0.0,0,0.0,0.0,0,0,1,0,1,18,2021-2022
   Tete Morente,11,es ESP,RM,25-014,45,5,8,62.5,87,48,3,3,100.0,2,5,40.0,0,0,,1,0.3,0.4,2,0,2,2,1,18,2021-2022
Johan Mojica,22,co COL,LB,29-119,82,31,42,73.8,472,313,16,19,84.2,9,10,90.0,3,8,37.5,0,0.0,0.1,0,3,2,0,3,18,2021-2022
   Josema,24,es ESP,LB,25-195,8,1,2,50.0,27,0,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,18,2021-2022
Diego González,4,es ESP,CB,26-324,90,19,24,79.2,382,93,7,7,100.0,10,12,83.3,2,5,40.0,0,0.0,0.0,0,0,0,0,0,18,2021-2022
Enzo Roco,3,cl CHI,CB,29-124,90,18,25,72.0,390,107,6,8,75.0,7,8,87.5,5,7,71.4,0,0.0,0.0,0,0,0,0,0,18,2021-2022
Helibelton Palacios,14,co COL,RB,28-190,90,18,30,60.0,278,118,8,11,72.7,8,13,61.5,1,4,25.0,0,0.0,0.0,0,0,0,0,0,18,2021-2022
Édgar Badía,13,es ESP,GK,29-309,90,18,32,56.3,654,509,3,3,100.0,7,7,100.0,8,21,38.1,0,0.0,0.0,0,1,0,0,0,18,2021-2022
Iván Romero,36,es ESP,FW,20-252,53,7,9,77.8,145,15,2,4,50.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,0,18,2021-2022
   Rafa Mir,12,es ESP,FW,24-183,37,4,7,57.1,87,26,1,3,33.3,2,3,66.7,1,1,100.0,0,0.0,0.0,0,1,0,0,1,18,2021-2022
Papu Gómez,24,ar ARG,"LW,FW",33-306,83,26,31,83.9,437,107,13,16,81.3,10,11,90.9,3,4,75.0,0,0.0,0.0,0,0,0,0,0,18,2021-2022
   Munir El Haddadi,11,ma MAR,FW,26-108,7,2,3,66.7,26,19,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.1,0,0,1,0,1,18,2021-2022
Lucas Ocampos,5,ar ARG,"RW,RB",27-160,90,25,35,71.4,413,119,10,13,76.9,14,17,82.4,1,4,25.0,0,0.0,0.0,0,2,0,0,5,18,2021-2022
Ivan Rakitić,10,hr CRO,"LM,CM",33-283,90,41,56,73.2,972,198,11,13,84.6,21,23,91.3,8,17,47.1,0,0.0,0.1,2,2,0,0,3,18,2021-2022
Thomas Delaney,18,dk DEN,CM,30-106,90,32,45,71.1,704,167,11,15,73.3,17,22,77.3,4,5,80.0,0,0.0,0.0,0,3,0,0,4,18,2021-2022
Joan Jordán,8,es ESP,RM,27-165,53,43,48,89.6,879,215,15,16,93.8,22,25,88.0,6,6,100.0,0,0.0,0.0,0,5,0,0,4,18,2021-2022
   Marcos Acuña,19,ar ARG,LB,30-051,31,7,11,63.6,149,66,2,2,100.0,4,6,66.7,1,3,33.3,0,0.0,0.0,0,0,0,0,0,18,2021-2022
   Ludwig Augustinsson,3,se SWE,LB,27-241,6,3,5,60.0,57,0,1,1,100.0,2,2,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,18,2021-2022
Karim Rekik,4,nl NED,"LB,CB",27-016,90,45,51,88.2,748,229,20,20,100.0,23,25,92.0,2,3,66.7,1,0.1,0.0,2,2,1,0,5,18,2021-2022
Diego Carlos,20,br BRA,CB,28-278,90,52,60,86.7,1171,380,10,11,90.9,34,35,97.1,8,14,57.1,0,0.0,0.0,0,0,0,0,0,18,2021-2022
Jules Koundé,23,fr FRA,"CB,RB",23-036,90,77,86,89.5,1529,694,31,31,100.0,35,38,92.1,10,14,71.4,1,0.2,0.7,1,4,1,0,11,18,2021-2022
Gonzalo Montiel,2,ar ARG,RB,24-351,28,9,10,90.0,169,57,2,2,100.0,7,8,87.5,0,0,,0,0.1,0.0,1,1,1,0,2,18,2021-2022
   Nemanja Gudelj,6,rs SRB,"CM,CB",30-032,62,37,43,86.0,687,189,12,13,92.3,24,28,85.7,1,2,50.0,0,0.0,0.0,0,0,0,0,2,18,2021-2022
Yassine Bounou,13,ma MAR,GK,30-257,90,31,37,83.8,753,396,4,4,100.0,20,20,100.0,7,13,53.8,0,0.0,0.0,0,0,0,0,0,18,2021-2022
Luis Suárez,9,uy URU,FW,34-328,56,11,14,78.6,197,37,6,7,85.7,3,3,100.0,2,2,100.0,0,0.0,0.0,0,2,0,0,2,18,2021-2022
   Matheus Cunha,19,br BRA,FW,22-205,34,3,6,50.0,28,3,2,3,66.7,0,1,0.0,0,0,,0,0.2,0.1,1,0,0,0,0,18,2021-2022
Ángel Correa,10,ar ARG,FW,26-284,45,7,10,70.0,62,2,7,10,70.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,18,2021-2022
   João Félix,7,pt POR,FW,22-038,45,10,16,62.5,128,38,7,9,77.8,3,5,60.0,0,1,0.0,0,0.0,0.0,0,2,1,0,2,18,2021-2022
Yannick Carrasco,21,be BEL,LW,28-105,90,26,34,76.5,424,86,17,22,77.3,5,7,71.4,3,3,100.0,0,0.1,0.1,2,1,2,0,2,18,2021-2022
Kieran Trippier,23,eng ENG,RW,31-090,90,47,66,71.2,877,366,17,20,85.0,22,28,78.6,6,13,46.2,0,0.0,0.1,1,1,4,0,9,18,2021-2022
Thomas Lemar,11,fr FRA,CM,26-036,90,40,45,88.9,626,203,18,19,94.7,15,17,88.2,5,6,83.3,1,0.2,0.3,3,5,0,0,6,18,2021-2022
Marcos Llorente,14,es ESP,CM,26-322,39,12,14,85.7,155,38,5,5,100.0,6,8,75.0,0,0,,0,0.0,0.0,0,0,0,0,1,18,2021-2022
   Rodrigo De Paul,5,ar ARG,CM,27-208,51,19,24,79.2,297,81,12,12,100.0,6,8,75.0,1,2,50.0,0,0.1,0.1,1,1,0,0,3,18,2021-2022
Koke,6,es ESP,DM,29-344,90,46,52,88.5,777,217,19,22,86.4,19,20,95.0,4,5,80.0,0,0.1,0.1,2,3,1,0,2,18,2021-2022
Mario Hermoso,22,es ESP,CB,26-183,90,51,61,83.6,912,292,27,29,93.1,13,18,72.2,7,10,70.0,0,0.0,0.0,0,4,0,0,8,18,2021-2022
Geoffrey Kondogbia,4,cf CTA,CB,28-306,90,33,41,80.5,625,182,11,11,100.0,18,21,85.7,4,7,57.1,0,0.1,0.1,1,0,0,0,1,18,2021-2022
Felipe,18,br BRA,CB,32-216,90,22,33,66.7,350,90,11,15,73.3,11,12,91.7,0,2,0.0,0,0.0,0.0,0,1,0,0,1,18,2021-2022
Jan Oblak,13,si SVN,GK,28-345,90,16,36,44.4,607,496,0,0,,5,5,100.0,11,31,35.5,0,0.0,0.0,0,0,0,0,0,18,2021-2022
Luis Javier Suárez,9,co COL,FW,24-017,90,15,21,71.4,223,47,9,10,90.0,6,8,75.0,0,1,0.0,2,0.6,0.6,2,0,2,1,1,18,2021-2022
Jorge Molina,23,es ESP,FW,39-241,89,9,19,47.4,131,42,5,8,62.5,3,8,37.5,0,1,0.0,0,0.0,0.0,0,0,0,0,1,18,2021-2022
   Adrián Butzke,33,es ESP,FW,22-264,1,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,18,2021-2022
Darwin Machís,11,ve VEN,LM,28-315,79,14,23,60.9,261,85,7,10,70.0,5,8,62.5,2,4,50.0,0,0.0,0.0,1,1,0,0,2,18,2021-2022
   Santiago Arias,2,co COL,LM,29-340,11,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,18,2021-2022
