player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Thibaut Courtois,be BEL,29-179,90,6,1,5,83.3,0.4,1,4,25.0,37,9,8.1,23.3,5,20.0,34.6,18,2,11.1,0,7.3,13,2021-2022
Stole Dimitrievski,mk MKD,27-316,90,6,2,4,66.7,1.0,4,13,30.8,17,4,41.2,31.7,11,54.5,39.7,12,1,8.3,1,17.5,13,2021-2022
Gerónimo Rulli,ar ARG,29-171,90,2,0,2,100.0,0.3,8,14,57.1,37,5,32.4,31.9,4,50.0,35.0,7,0,0.0,1,21.0,13,2021-2022
David Soria,es ESP,28-217,90,4,1,3,75.0,1.4,9,28,32.1,31,3,77.4,47.1,5,80.0,53.6,10,0,0.0,7,26.4,13,2021-2022
Jasper Cillessen,nl NED,32-199,90,7,3,4,57.1,2.3,1,6,16.7,17,5,17.6,29.6,4,75.0,63.5,7,0,0.0,0,12.0,13,2021-2022
Jan Oblak,si SVN,28-304,90,5,3,3,40.0,1.4,2,11,18.2,16,2,50.0,33.9,7,42.9,36.6,20,1,5.0,0,6.5,13,2021-2022
Sergio Herrera,es ESP,28-155,90,3,2,1,66.7,1.6,12,25,48.0,25,2,84.0,47.5,4,100.0,62.3,6,1,16.7,0,7.5,13,2021-2022
Álex Remiro,es ESP,26-228,90,2,0,2,100.0,0.2,5,16,31.3,32,4,37.5,33.0,8,50.0,42.8,19,1,5.3,0,15.3,13,2021-2022
Manolo Reina,es ESP,36-220,90,2,2,0,0.0,0.8,4,10,40.0,23,3,39.1,35.7,4,25.0,27.3,12,1,8.3,0,11.5,13,2021-2022
Édgar Badía,es ESP,29-268,90,6,2,4,83.3,2.1,4,10,40.0,23,1,30.4,33.8,6,50.0,37.2,15,2,13.3,1,12.3,13,2021-2022
Claudio Bravo,cl CHI,38-208,90,2,2,1,0.0,0.2,10,24,41.7,26,3,65.4,44.3,9,77.8,60.3,15,0,0.0,0,2.0,13,2021-2022
Yassine Bounou,ma MAR,30-216,90,1,0,1,100.0,0.0,3,5,60.0,27,3,14.8,26.9,3,33.3,30.0,6,0,0.0,1,15.0,13,2021-2022
Cárdenas,es ESP,24-236,90,2,0,2,100.0,0.1,8,19,42.1,25,4,60.0,41.2,9,44.4,37.2,14,1,7.1,3,17.9,14,2021-2022
Unai Simón,es ESP,24-161,90,2,0,2,100.0,0.2,2,7,28.6,26,9,23.1,28.2,8,12.5,18.8,16,2,12.5,1,11.8,14,2021-2022
Matías Dituro,ar ARG,34-196,90,6,1,5,83.3,1.6,10,23,43.5,30,3,53.3,41.2,11,63.6,55.0,13,1,7.7,2,11.2,14,2021-2022
Gerónimo Rulli,ar ARG,29-184,90,3,1,2,66.7,1.2,4,14,28.6,36,8,19.4,28.9,11,63.6,42.1,20,1,5.0,2,15.2,14,2021-2022
Yassine Bounou,ma MAR,30-229,90,3,2,1,66.7,1.3,2,7,28.6,17,1,35.3,34.7,4,25.0,38.3,8,0,0.0,2,19.7,14,2021-2022
Fernando Pacheco,es ESP,29-186,90,6,2,4,66.7,1.7,11,30,36.7,23,1,91.3,54.0,12,75.0,45.8,32,1,3.1,1,13.5,14,2021-2022
Jan Oblak,si SVN,28-317,90,3,0,3,100.0,0.4,6,9,66.7,20,5,20.0,29.5,9,55.6,45.1,14,0,0.0,2,19.5,14,2021-2022
Sergio Herrera,es ESP,28-168,90,2,1,1,50.0,0.5,9,19,47.4,24,2,62.5,42.5,11,36.4,34.5,39,1,2.6,0,7.3,14,2021-2022
