player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Willian José,12,br BRA,FW,30-147,72,17,15,2,1,0,0,0,0,0,0,0,0,16,0,0,33,2021-2022
   Borja Iglesias,9,es ESP,FW,29-092,18,5,4,1,0,0,0,0,0,0,0,0,0,5,0,0,33,2021-2022
Juanmi,7,es ESP,LW,28-334,72,28,25,3,0,0,1,1,3,0,0,0,0,24,0,1,33,2021-2022
   Cristian Tello,11,es ESP,LW,30-251,18,12,12,0,0,0,1,0,0,0,0,0,0,11,0,0,33,2021-2022
Sergio Canales,10,es ESP,"RW,DM,AM",31-062,90,69,68,1,1,0,2,3,0,0,0,0,0,54,0,4,33,2021-2022
Nabil Fekir,8,fr FRA,AM,28-275,80,46,39,6,4,0,0,6,0,2,0,2,0,38,1,0,33,2021-2022
   William Carvalho,14,pt POR,DM,30-012,10,19,18,1,1,0,0,0,0,0,0,0,0,15,0,1,33,2021-2022
Andrés Guardado,18,mx MEX,DM,35-203,56,49,47,1,1,0,2,2,0,0,0,0,0,41,1,0,33,2021-2022
   Joaquín,17,es ESP,RW,40-272,34,22,19,3,2,0,0,2,1,0,0,0,0,15,0,3,33,2021-2022
Paul Akouokou,4,ci CIV,DM,24-120,89,80,79,1,1,0,3,1,0,0,0,0,0,68,0,1,33,2021-2022
Juan Miranda,33,es ESP,LB,22-090,80,58,47,10,1,0,0,4,9,0,0,0,0,44,1,0,33,2021-2022
   Álex Moreno,15,es ESP,LB,28-315,10,13,10,3,1,0,0,2,2,0,0,0,0,11,0,1,33,2021-2022
Marc Bartra,5,es ESP,CB,31-094,90,94,91,2,1,0,1,0,1,0,0,0,0,81,1,0,33,2021-2022
Germán Pezzella,16,ar ARG,CB,30-296,90,73,73,0,0,0,0,1,0,0,0,0,0,69,0,0,33,2021-2022
Youssouf Sabaly,23,sn SEN,RB,29-045,90,76,65,11,0,0,0,3,11,0,0,0,0,64,0,3,33,2021-2022
Rui Silva,13,pt POR,GK,28-071,90,17,10,7,4,0,0,0,0,0,0,0,0,13,0,0,33,2021-2022
Ezequiel Ponce,18,ar ARG,FW,25-021,90,28,27,1,0,0,1,0,0,0,0,0,0,19,0,1,33,2021-2022
Fidel,16,es ESP,LM,32-174,58,29,27,1,0,0,0,1,0,1,0,1,0,22,1,0,33,2021-2022
   Tete Morente,11,es ESP,LM,25-136,32,16,16,0,0,0,0,0,0,0,0,0,0,11,0,0,33,2021-2022
Gerard Gumbau,2,es ESP,CM,27-122,90,44,40,3,1,0,3,1,0,2,1,0,0,37,1,0,33,2021-2022
Raúl Guti,8,es ESP,CM,25-110,90,38,38,0,0,0,2,0,0,0,0,0,0,31,0,3,33,2021-2022
Kike Pérez,24,es ESP,RM,25-064,86,27,26,0,0,0,0,0,0,0,0,0,0,21,1,0,33,2021-2022
   Pere Milla,10,es ESP,RM,29-208,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,33,2021-2022
Johan Mojica,22,co COL,LB,29-241,70,57,42,14,0,0,2,3,14,0,0,0,0,47,1,1,33,2021-2022
   Lucas Olaza,12,uy URU,LB,27-272,20,9,8,1,0,0,0,2,1,0,0,0,0,3,0,0,33,2021-2022
Diego González,4,es ESP,CB,27-081,90,17,15,1,1,0,1,0,0,0,0,0,0,11,1,0,33,2021-2022
Gonzalo Verdú,5,es ESP,CB,33-180,58,20,18,2,2,0,0,0,0,0,0,0,0,14,0,0,33,2021-2022
   Antonio Barragán,19,es ESP,CB,34-311,32,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,33,2021-2022
Enzo Roco,3,cl CHI,CB,29-246,90,12,10,2,2,0,0,0,0,0,0,0,0,10,0,0,33,2021-2022
Helibelton Palacios,14,co COL,RB,28-312,45,17,13,4,0,0,0,1,4,0,0,0,0,11,0,2,33,2021-2022
   Josan,17,es ESP,RB,32-137,45,29,18,11,2,0,0,1,9,0,0,0,0,22,0,2,33,2021-2022
Édgar Badía,13,es ESP,GK,30-066,90,34,16,18,5,0,0,0,0,0,0,0,0,26,0,0,33,2021-2022
Arnaut Danjuma,15,nl NED,FW,25-078,70,22,21,1,0,0,2,1,0,0,0,0,0,16,0,2,33,2021-2022
   Boulaye Dia,16,sn SEN,FW,25-154,20,7,7,0,0,0,1,0,0,0,0,0,0,7,0,0,33,2021-2022
Giovani Lo Celso,17,ar ARG,FW,26-010,70,50,47,2,1,0,1,0,1,0,0,0,0,41,1,1,33,2021-2022
   Moi Gómez,23,es ESP,FW,27-300,20,10,9,1,0,0,0,2,0,1,0,1,0,8,0,1,33,2021-2022
Manu Trigueros,14,es ESP,LM,30-184,90,65,64,1,0,1,1,0,1,0,0,0,0,57,0,2,33,2021-2022
Daniel Parejo,5,es ESP,CM,33-003,80,72,67,4,2,1,1,2,0,2,1,0,0,63,1,3,33,2021-2022
   Serge Aurier,25,ci CIV,RB,29-116,10,10,7,3,1,0,0,1,2,0,0,0,0,9,0,0,33,2021-2022
Étienne Capoue,6,fr FRA,CM,33-282,90,55,54,1,1,1,1,0,0,0,0,0,0,50,0,2,33,2021-2022
Yeremi Pino,21,es ESP,RM,19-181,45,14,14,0,0,0,0,0,0,0,0,0,0,12,0,2,33,2021-2022
   Samuel Chukwueze,11,ng NGA,RM,22-332,45,18,18,0,0,0,0,0,0,0,0,0,0,16,0,0,33,2021-2022
Pervis Estupiñán,12,ec ECU,LB,24-088,90,56,45,10,1,0,0,2,9,0,0,0,0,44,1,2,33,2021-2022
Aïssa Mandi,22,dz ALG,CB,30-179,90,56,55,0,0,0,2,0,0,0,0,0,0,54,1,0,33,2021-2022
Raúl Albiol,3,es ESP,CB,36-227,90,57,55,2,2,0,0,0,0,0,0,0,0,50,0,0,33,2021-2022
Juan Foyth,8,ar ARG,RB,24-097,80,67,60,7,1,0,0,0,6,0,0,0,0,59,0,0,33,2021-2022
   Vicente Iborra,10,es ESP,CM,34-093,10,9,8,1,1,0,0,0,0,0,0,0,0,9,0,0,33,2021-2022
Gerónimo Rulli,13,ar ARG,GK,29-334,90,42,35,7,2,0,0,0,0,0,0,0,0,38,0,0,33,2021-2022
Marcos André,22,br BRA,FW,25-181,90,17,15,2,0,0,1,0,0,0,0,0,0,10,0,0,33,2021-2022
Hélder Costa,11,ao ANG,FW,28-097,90,25,23,2,1,0,0,3,0,1,1,0,0,16,0,1,33,2021-2022
Carlos Soler,10,es ESP,DM,25-107,54,33,28,5,4,0,1,3,0,1,1,0,0,27,0,0,33,2021-2022
   Ilaix Moriba,23,gn GUI,DM,19-090,36,17,14,2,2,0,0,0,0,0,0,0,0,14,1,0,33,2021-2022
Uroš Račić,8,rs SRB,DM,24-033,76,54,54,0,0,0,3,1,0,0,0,0,0,50,0,1,33,2021-2022
   Koba Koindredi,18,fr FRA,DM,20-174,14,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,33,2021-2022
Yunus Musah,4,us USA,DM,19-141,54,21,18,3,1,0,1,1,1,0,0,0,0,16,0,3,33,2021-2022
   Jesús Santiago,44,es ESP,DM,17-329,36,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0,33,2021-2022
Jesus Vazquez,32,es ESP,WB,19-107,54,30,27,3,0,0,0,0,3,0,0,0,0,27,0,1,33,2021-2022
   José Luis Gayà,14,es ESP,WB,26-329,36,29,21,8,3,0,0,4,5,0,0,0,0,23,0,0,33,2021-2022
Thierry Correia,2,pt POR,WB,23-041,63,39,36,3,1,0,1,8,2,0,0,0,0,28,0,1,33,2021-2022
   Denis Cheryshev,17,ru RUS,WB,31-114,27,6,5,1,1,0,0,0,0,0,0,0,0,5,0,1,33,2021-2022
Cristhian Mosquera,37,co COL,CB,17-296,90,51,51,0,0,0,1,0,0,0,0,0,0,45,0,0,33,2021-2022
Eray Cömert,24,ch SUI,CB,24-074,90,38,37,1,1,0,0,0,0,0,0,0,0,33,0,0,33,2021-2022
Ruben Lendinez,39,es ESP,CB,19-036,90,35,35,0,0,0,0,0,0,0,0,0,0,29,0,0,33,2021-2022
Jasper Cillessen,13,nl NED,GK,32-362,90,34,25,9,3,0,0,0,0,0,0,0,0,25,0,0,33,2021-2022
Antoine Griezmann,8,fr FRA,"FW,AM,RW",31-030,69,36,33,3,1,1,1,1,1,0,0,0,0,28,0,1,33,2021-2022
   Matheus Cunha,19,br BRA,LW,22-328,21,5,5,0,0,0,0,1,0,0,0,0,0,1,0,1,33,2021-2022
Ángel Correa,10,ar ARG,"FW,AM",27-042,65,29,29,0,0,0,0,0,0,0,0,0,0,23,0,1,33,2021-2022
   Renan Lodi,12,br BRA,LM,24-012,25,11,10,1,0,0,0,1,1,0,0,0,0,10,0,0,33,2021-2022
Koke,6,es ESP,CM,30-102,90,93,93,0,0,0,2,2,0,0,0,0,0,77,0,2,33,2021-2022
Javier Serrano,26,es ESP,CM,19-094,45,33,32,1,0,0,0,0,1,0,0,0,0,27,0,0,33,2021-2022
   Šime Vrsaljko,24,hr CRO,CB,30-100,45,35,31,4,1,0,0,2,3,0,0,0,0,28,0,0,33,2021-2022
Rodrigo De Paul,5,ar ARG,CM,27-331,90,83,72,10,2,1,1,9,3,5,0,5,0,66,1,3,33,2021-2022
Yannick Carrasco,21,be BEL,"WB,LW",28-228,90,73,62,11,2,1,0,9,3,6,3,1,0,55,0,2,33,2021-2022
