player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Jutglà,29,es ESP,FW,22-320,71,23,20,3,0,0,0,0,0,0,0,0,0,19,0,2,18,2021-2022
   Nicolás González,28,es ESP,FW,19-349,19,14,13,1,1,0,0,0,0,0,0,0,0,10,0,0,18,2021-2022
Abdessamad Ezzalzouli,33,ma MAR,LW,20-001,88,38,38,0,0,0,1,1,0,0,0,0,0,35,0,0,18,2021-2022
   Alejandro Balde,31,es ESP,LW,18-061,2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,18,2021-2022
Ousmane Dembélé,7,fr FRA,RW,24-217,90,48,41,7,0,5,0,9,2,5,2,1,0,33,0,2,18,2021-2022
Gavi,30,es ESP,AM,17-135,90,65,64,0,0,0,0,1,0,0,0,0,0,61,1,1,18,2021-2022
Jordi Alba,18,es ESP,LM,32-272,90,102,91,11,5,2,0,4,6,0,0,0,0,84,0,3,18,2021-2022
Frenkie de Jong,21,nl NED,RM,24-220,75,47,47,0,0,0,0,1,0,0,0,0,0,40,0,3,18,2021-2022
   Riqui Puig,6,es ESP,RM,22-127,15,14,13,1,1,0,0,0,0,0,0,0,0,12,0,0,18,2021-2022
Sergio Busquets,5,es ESP,DM,33-155,90,83,77,5,5,1,0,0,0,0,0,0,0,75,1,1,18,2021-2022
Clément Lenglet,15,fr FRA,CB,26-184,90,97,94,2,2,0,3,0,0,0,0,0,0,85,1,1,18,2021-2022
Eric García,24,es ESP,CB,20-343,90,103,99,4,4,1,0,0,0,0,0,0,0,99,0,0,18,2021-2022
Ronald Araújo,4,uy URU,CB,22-286,90,72,68,4,2,0,2,0,2,0,0,0,0,67,0,0,18,2021-2022
Marc-André ter Stegen,1,de GER,GK,29-232,90,36,32,4,0,0,0,0,0,0,0,0,0,35,0,0,18,2021-2022
Lucas Boyé,9,ar ARG,FW,25-293,90,17,15,2,0,0,0,0,0,0,0,0,0,11,0,1,18,2021-2022
Lucas Pérez,12,es ESP,FW,33-099,90,18,15,2,0,1,0,0,0,0,0,0,0,12,1,0,18,2021-2022
Fidel,16,es ESP,LM,32-052,58,25,23,2,1,0,0,1,1,0,0,0,0,18,0,1,18,2021-2022
   Pere Milla,10,es ESP,LM,29-086,32,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,18,2021-2022
Omar Mascarell,21,es ESP,CM,28-319,59,12,11,1,1,0,0,0,0,0,0,0,0,10,0,0,18,2021-2022
   Raúl Guti,8,es ESP,CM,24-353,31,8,8,0,0,0,0,0,0,0,0,0,0,5,0,1,18,2021-2022
Iván Marcone,23,ar ARG,CM,31-198,45,16,16,0,0,0,0,0,0,0,0,0,0,12,0,1,18,2021-2022
   Gerard Gumbau,2,es ESP,CM,27-000,45,10,8,2,2,0,1,1,0,0,0,0,0,9,0,0,18,2021-2022
Josan,17,es ESP,RM,32-015,45,17,12,4,0,0,0,0,4,0,0,0,0,12,1,1,18,2021-2022
   Tete Morente,11,es ESP,RM,25-014,45,8,8,0,0,0,0,2,0,0,0,0,0,5,0,0,18,2021-2022
Johan Mojica,22,co COL,LB,29-119,82,42,33,9,1,0,0,3,8,0,0,0,0,31,0,1,18,2021-2022
   Josema,24,es ESP,LB,25-195,8,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,18,2021-2022
Diego González,4,es ESP,CB,26-324,90,24,22,2,2,0,0,0,0,0,0,0,0,19,0,0,18,2021-2022
Enzo Roco,3,cl CHI,CB,29-124,90,25,20,4,4,0,0,0,0,0,0,0,0,18,1,0,18,2021-2022
Helibelton Palacios,14,co COL,RB,28-190,90,30,19,11,2,0,0,0,9,0,0,0,0,18,0,2,18,2021-2022
Édgar Badía,13,es ESP,GK,29-309,90,32,20,11,2,0,0,0,0,0,0,0,0,18,1,0,18,2021-2022
Iván Romero,36,es ESP,FW,20-252,53,9,7,2,0,0,0,0,0,0,0,0,0,7,0,0,18,2021-2022
   Rafa Mir,12,es ESP,FW,24-183,37,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,18,2021-2022
Papu Gómez,24,ar ARG,"LW,FW",33-306,83,31,30,1,0,0,0,0,1,0,0,0,0,26,0,0,18,2021-2022
   Munir El Haddadi,11,ma MAR,FW,26-108,7,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,18,2021-2022
Lucas Ocampos,5,ar ARG,"RW,RB",27-160,90,35,33,2,0,0,0,2,2,0,0,0,0,25,0,0,18,2021-2022
Ivan Rakitić,10,hr CRO,"LM,CM",33-283,90,56,42,14,9,0,5,8,1,4,1,2,1,41,0,1,18,2021-2022
Thomas Delaney,18,dk DEN,CM,30-106,90,45,44,1,1,0,1,1,0,0,0,0,0,32,0,2,18,2021-2022
Joan Jordán,8,es ESP,RM,27-165,53,48,47,1,1,0,2,1,0,0,0,0,0,43,0,1,18,2021-2022
