player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Oihan Sancet,8,es ESP,FW,21-241,62,21,0,0,3,18,3,21,1,0,0.0,1,100.0,14,107,46,2,1,1,0,3,20,4,21,2021-2022
   Raúl García,22,es ESP,FW,35-164,28,12,0,1,3,8,1,12,1,1,100.0,0,0.0,4,11,3,0,0,0,0,0,8,5,21,2021-2022
Iñaki Williams,9,gh GHA,FW,27-190,90,30,0,0,10,20,5,30,0,0,,0,,12,112,73,2,2,0,0,3,25,12,21,2021-2022
Iker Muniain,10,es ESP,LM,29-003,83,69,0,4,20,47,2,69,2,1,50.0,1,50.0,42,264,162,3,1,1,2,1,48,8,21,2021-2022
   Nicolás Serrano,33,es ESP,LM,18-292,7,10,0,1,2,7,1,10,0,0,,0,,4,44,28,1,0,1,0,0,6,1,21,2021-2022
Dani García,14,es ESP,CM,31-212,90,58,1,9,34,15,1,58,0,0,,0,,25,102,62,1,0,0,0,0,47,0,21,2021-2022
Unai Vencedor Paris,16,es ESP,CM,21-037,90,80,1,7,46,27,1,80,0,0,,0,,58,395,233,4,4,0,1,1,68,1,21,2021-2022
Oier Zarraga,19,es ESP,RM,22-352,56,26,0,6,7,13,1,26,0,0,,0,,13,61,30,0,0,0,0,1,20,2,21,2021-2022
   Nico Williams,30,es ESP,RM,19-163,34,19,0,3,1,15,6,19,1,0,0.0,1,100.0,13,80,50,3,0,2,3,1,14,6,21,2021-2022
Mikel Balenziaga,24,es ESP,LB,33-296,62,37,3,6,15,16,5,37,0,0,,0,,17,43,16,0,0,0,0,1,23,4,21,2021-2022
   Iñigo Lekue,15,es ESP,LB,28-232,28,28,3,4,8,16,2,28,1,0,0.0,1,100.0,14,72,39,3,2,2,0,1,17,4,21,2021-2022
Unai Núñez,3,es ESP,CB,24-326,90,43,4,18,23,3,1,43,0,0,,0,,20,195,132,1,1,0,0,0,24,0,21,2021-2022
Yeray Álvarez,5,es ESP,CB,26-332,90,38,3,9,25,5,0,38,0,0,,0,,23,138,109,1,0,0,1,0,29,0,21,2021-2022
Óscar de Marcos,18,es ESP,RB,32-252,90,59,2,12,19,29,1,59,0,0,,0,,34,242,135,5,6,0,1,0,40,7,21,2021-2022
Julen Agirrezabala,26,es ESP,GK,20-361,90,19,15,19,0,0,0,19,0,0,,0,,7,25,16,0,0,0,0,0,6,0,21,2021-2022
Karim Benzema,9,fr FRA,FW,34-003,89,56,2,5,19,32,3,56,0,0,,0,,32,135,63,2,2,0,0,1,46,6,21,2021-2022
   Luka Jović,16,rs SRB,FW,23-364,1,4,0,0,2,2,2,4,0,0,,0,,1,2,0,0,0,0,0,0,2,0,21,2021-2022
Vinicius Júnior,20,br BRA,LW,21-163,84,53,1,9,8,36,1,53,1,1,100.0,0,0.0,42,239,124,5,2,0,4,3,47,11,21,2021-2022
   Mariano,24,do DOM,RW,28-143,6,7,0,2,4,1,0,7,0,0,,0,,2,9,3,0,0,0,0,2,5,1,21,2021-2022
Eden Hazard,7,be BEL,RW,30-349,85,59,0,4,22,34,10,59,3,3,100.0,0,0.0,43,242,161,5,2,2,1,0,52,10,21,2021-2022
   Peter González,44,do DOM,"LW,RW",19-150,5,4,0,0,0,4,1,4,0,0,,0,,2,7,7,1,0,1,1,0,3,1,21,2021-2022
Toni Kroos,8,de GER,LM,31-352,90,112,2,26,47,40,1,112,0,0,,0,,68,258,112,2,1,0,0,0,99,1,21,2021-2022
Eduardo Camavinga,25,fr FRA,CM,19-042,90,92,5,24,55,14,0,92,3,3,100.0,0,0.0,58,315,126,1,1,0,0,0,68,0,21,2021-2022
Federico Valverde,15,uy URU,RM,23-153,90,81,3,17,47,20,1,81,5,4,80.0,1,20.0,58,405,193,3,3,0,2,1,63,0,21,2021-2022
Ferland Mendy,23,fr FRA,LB,26-197,90,73,3,25,23,25,1,73,4,3,75.0,1,25.0,53,205,52,1,0,1,3,0,56,3,21,2021-2022
Nacho,6,es ESP,CB,31-338,90,54,13,37,17,0,0,54,0,0,,0,,27,74,28,0,0,0,0,0,39,0,21,2021-2022
Éder Militão,3,br BRA,CB,23-338,90,70,20,50,19,2,0,70,0,0,,0,,38,123,58,0,1,0,0,0,48,0,21,2021-2022
Lucas Vázquez,17,es ESP,RB,30-174,90,84,7,31,21,33,3,84,2,2,100.0,0,0.0,55,315,217,6,3,3,0,0,64,8,21,2021-2022
Thibaut Courtois,1,be BEL,GK,29-225,90,32,28,32,0,0,0,32,0,0,,0,,18,64,41,0,0,0,0,0,17,0,21,2021-2022
Gonçalo Guedes,7,pt POR,"FW,RM",25-032,90,34,0,3,10,21,2,34,4,1,25.0,3,75.0,20,216,123,5,2,0,2,1,20,6,19,2021-2022
Maxi Gómez,9,uy URU,FW,25-139,90,23,1,2,7,14,5,23,1,0,0.0,1,100.0,11,68,31,1,0,0,1,0,20,2,19,2021-2022
Hugo Duro,19,es ESP,LM,22-051,81,25,1,5,7,13,3,25,1,0,0.0,1,100.0,8,42,12,0,0,0,0,0,13,3,19,2021-2022
Daniel Wass,18,dk DEN,CM,32-214,83,41,0,9,19,14,0,41,1,1,100.0,0,0.0,20,86,38,0,1,0,2,0,24,0,19,2021-2022
   Koba Koindredi,27,fr FRA,CM,20-065,7,5,0,1,3,1,0,5,0,0,,0,,2,14,9,0,1,0,1,0,3,0,19,2021-2022
Carlos Soler,10,es ESP,CM,24-363,90,46,0,4,25,18,1,46,2,1,50.0,1,50.0,25,134,82,1,0,0,0,2,24,0,19,2021-2022
Hélder Costa,11,ao ANG,RM,27-353,83,34,2,7,9,19,0,34,6,4,66.7,2,33.3,23,200,95,3,5,0,1,3,24,6,19,2021-2022
   Denis Cheryshev,17,ru RUS,LM,31-005,7,7,0,2,2,3,2,7,0,0,,0,,3,31,21,1,1,0,0,0,2,1,19,2021-2022
Jesus Vazquez,32,es ESP,LB,18-363,66,29,0,8,10,12,0,29,2,1,50.0,1,50.0,12,69,38,2,1,0,1,0,10,1,19,2021-2022
