player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Yassine Bounou,ma MAR,30-173,90,2,0,2,100.0,0.3,4,12,33.3,23,2,34.8,34.2,6,66.7,46.3,21,1,4.8,0,3.0,7,2021-2022
Diego López,es ESP,39-326,90,5,2,3,60.0,2.2,4,11,36.4,15,3,40.0,35.7,14,35.7,29.0,12,0,0.0,1,14.0,7,2021-2022
Thibaut Courtois,be BEL,29-137,90,2,0,2,100.0,0.3,4,4,100.0,19,3,15.8,24.3,4,25.0,29.5,8,0,0.0,3,26.3,7,2021-2022
Gerónimo Rulli,ar ARG,29-128,90,2,0,2,100.0,1.2,4,11,36.4,38,9,18.4,29.0,9,44.4,42.3,24,2,8.3,2,12.0,7,2021-2022
Dominik Greif,sk SVK,24-173,90,6,3,3,50.0,1.5,1,10,10.0,21,6,33.3,34.1,10,30.0,32.7,13,0,0.0,1,12.5,7,2021-2022
Sergio Herrera,es ESP,28-113,90,8,2,6,75.0,3.8,6,23,26.1,20,1,75.0,53.4,8,100.0,62.5,10,0,0.0,1,22.0,7,2021-2022
Marc-André ter Stegen,de GER,29-149,90,2,0,2,100.0,0.7,2,4,50.0,34,7,8.8,21.3,7,14.3,34.3,7,0,0.0,5,22.0,7,2021-2022
Aitor Fernández,es ESP,30-146,90,12,3,9,83.3,3.0,4,13,30.8,25,7,32.0,36.3,13,38.5,36.8,18,2,11.1,1,8.5,7,2021-2022
Stole Dimitrievski,mk MKD,27-275,90,1,1,0,0.0,0.8,3,17,17.6,18,2,61.1,51.2,8,75.0,56.8,22,2,9.1,0,5.0,7,2021-2022
Jeremías Ledesma,ar ARG,28-225,90,6,3,3,50.0,2.8,13,27,48.1,28,4,75.0,53.4,6,100.0,77.3,9,2,22.2,1,13.0,7,2021-2022
Álex Remiro,es ESP,26-186,90,2,0,2,100.0,0.4,5,7,71.4,22,2,18.2,30.4,4,75.0,57.5,6,0,0.0,3,26.0,7,2021-2022
Kiko Casilla,es ESP,34-359,90,4,1,3,75.0,1.3,6,20,30.0,21,3,61.9,42.3,13,53.8,40.9,17,1,5.9,0,7.7,7,2021-2022
Claudio Bravo,cl CHI,38-166,90,3,0,3,100.0,0.3,7,17,41.2,29,1,48.3,40.8,3,100.0,71.0,18,1,5.6,0,9.0,7,2021-2022
David Soria,es ESP,28-175,90,5,2,3,60.0,1.6,7,17,41.2,28,6,42.9,35.3,11,45.5,42.4,6,1,16.7,2,12.9,7,2021-2022
Matías Dituro,ar ARG,34-142,90,4,0,4,100.0,0.6,3,10,30.0,19,3,26.3,35.8,5,100.0,69.6,7,0,0.0,0,,7,2021-2022
Luís Maximiano,pt POR,22-265,76,4,,3,,1.2,5,17,29.4,14,2,71.4,46.0,10,70.0,38.3,14,,,2,23.5,7,2021-2022
Aarón Escandell,es ESP,26-000,14,1,1,0,0.0,0.2,3,4,75.0,2,0,100.0,69.5,2,100.0,64.5,5,0,0.0,0,,7,2021-2022
Unai Simón,es ESP,24-112,90,5,0,5,100.0,0.3,8,15,53.3,26,9,50.0,38.3,6,33.3,33.0,23,0,0.0,0,9.0,8,2021-2022
Fernando Pacheco,es ESP,29-136,90,5,1,3,80.0,1.9,12,24,50.0,28,4,67.9,43.9,6,83.3,49.0,24,1,4.2,0,16.3,8,2021-2022
Sergio Herrera,es ESP,28-119,90,0,0,0,,0.0,9,25,36.0,28,2,64.3,49.6,7,100.0,68.3,16,2,12.5,2,14.0,8,2021-2022
Stole Dimitrievski,mk MKD,27-281,90,3,1,2,66.7,0.7,7,20,35.0,26,6,57.7,42.7,8,62.5,41.6,18,4,22.2,0,6.9,8,2021-2022
