player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Unai Simón,es ESP,24-134,90,3,1,2,66.7,0.5,0,4,0.0,17,4,23.5,24.1,3,0.0,16.7,6,1,16.7,0,9.0,10,2021-2022
Gerónimo Rulli,ar ARG,29-156,90,7,2,4,85.7,2.8,2,7,28.6,30,11,16.7,27.9,8,25.0,29.1,19,0,0.0,3,22.0,10,2021-2022
Marko Dmitrović,rs SRB,29-273,90,7,3,4,57.1,2.3,4,10,40.0,17,4,29.4,31.2,8,62.5,49.6,15,1,6.7,6,21.7,10,2021-2022
Aitor Fernández,es ESP,30-174,90,11,5,6,54.5,1.9,3,12,25.0,30,7,40.0,36.4,2,0.0,21.5,25,1,4.0,1,12.5,10,2021-2022
Marc-André ter Stegen,de GER,29-177,90,5,2,3,60.0,1.8,2,4,50.0,16,7,18.8,27.2,1,100.0,80.0,6,0,0.0,0,,10,2021-2022
Thibaut Courtois,be BEL,29-166,90,2,1,1,50.0,1.0,4,19,21.1,41,9,36.6,35.4,9,44.4,37.3,21,0,0.0,0,5.0,10,2021-2022
Claudio Bravo,cl CHI,38-194,90,3,2,1,33.3,1.2,7,17,41.2,21,2,61.9,43.5,5,80.0,55.0,16,0,0.0,2,15.0,10,2021-2022
Stole Dimitrievski,mk MKD,27-303,90,5,3,2,60.0,1.7,1,4,25.0,20,6,15.0,26.5,6,16.7,25.3,9,0,0.0,1,22.0,10,2021-2022
Jan Oblak,si SVN,28-290,90,4,2,2,50.0,0.8,3,4,75.0,19,6,21.1,31.5,1,0.0,40.0,6,0,0.0,0,2.0,10,2021-2022
Álex Remiro,es ESP,26-214,90,4,2,2,75.0,2.3,4,24,16.7,38,6,36.8,35.1,12,83.3,60.0,18,0,0.0,0,,10,2021-2022
David Soria,es ESP,28-204,90,8,3,5,62.5,3.8,6,20,30.0,23,5,56.5,41.0,8,87.5,56.3,16,0,0.0,1,15.5,10,2021-2022
Matías Dituro,ar ARG,34-170,90,2,0,2,100.0,0.1,5,16,31.3,35,2,34.3,32.9,5,80.0,54.8,9,3,33.3,0,8.3,10,2021-2022
Fernando Pacheco,es ESP,29-161,83,1,,1,,0.2,6,10,60.0,18,2,44.4,36.1,5,40.0,36.8,20,1,5.0,3,16.8,11,2021-2022
Antonio Sivera,es ESP,25-076,7,0,0,0,,0.0,2,4,50.0,3,0,100.0,56.0,1,100.0,58.0,4,1,25.0,0,9.0,11,2021-2022
Kiko Casilla,es ESP,35-024,90,5,1,4,80.0,1.2,3,12,25.0,25,5,40.0,35.8,5,40.0,39.2,11,0,0.0,2,21.8,11,2021-2022
Diego López,es ESP,39-357,90,6,1,5,83.3,2.5,6,18,33.3,24,4,62.5,43.0,10,30.0,37.3,20,2,10.0,1,14.0,11,2021-2022
Unai Simón,es ESP,24-137,90,3,1,2,100.0,1.3,1,2,50.0,6,4,33.3,27.7,9,0.0,21.3,18,0,0.0,1,14.3,11,2021-2022
Sergio Asenjo,es ESP,32-120,90,4,3,1,25.0,1.4,1,4,25.0,23,2,13.0,21.7,10,10.0,22.9,11,0,0.0,4,21.4,11,2021-2022
Jeremías Ledesma,ar ARG,28-255,90,5,3,2,40.0,2.0,7,20,35.0,13,2,76.9,57.6,10,100.0,66.0,29,4,13.8,0,6.0,11,2021-2022
Stole Dimitrievski,mk MKD,27-306,90,1,0,0,100.0,1.0,6,22,27.3,18,4,55.6,42.5,14,85.7,61.1,15,1,6.7,0,12.0,11,2021-2022
Marc-André ter Stegen,de GER,29-180,90,3,1,2,66.7,0.8,4,8,50.0,50,8,14.0,24.7,8,12.5,21.6,8,1,12.5,0,11.6,11,2021-2022
