player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Giorgi Mamardashvili,ge GEO,21-223,90,5,3,2,40.0,2.1,2,8,25.0,18,5,38.9,34.0,4,25.0,31.0,7,1,14.3,0,9.3,36,2021-2022
Rui Silva,pt POR,28-092,90,5,0,5,100.0,0.8,8,20,40.0,39,11,43.6,36.0,9,33.3,33.1,20,1,5.0,1,13.8,36,2021-2022
Luís Maximiano,pt POR,23-125,90,1,0,1,100.0,0.3,10,35,28.6,30,3,76.7,54.7,12,100.0,67.5,17,1,5.9,2,21.7,36,2021-2022
Unai Simón,es ESP,24-333,90,2,1,1,50.0,0.8,5,11,45.5,23,6,30.4,30.9,11,36.4,33.2,13,1,7.7,0,8.0,36,2021-2022
Marc-André ter Stegen,de GER,30-010,90,5,1,4,80.0,1.6,4,7,57.1,35,3,20.0,27.7,2,0.0,29.0,11,2,18.2,0,8.3,36,2021-2022
Matías Dituro,ar ARG,35-002,90,4,3,1,25.0,0.8,11,29,37.9,30,1,63.3,42.9,12,83.3,57.9,8,0,0.0,0,21.0,36,2021-2022
Juan Pérez,es ESP,25-300,90,0,1,0,,0.0,7,11,63.6,14,2,57.1,46.1,4,75.0,61.0,6,0,0.0,0,,36,2021-2022
David Soria,es ESP,29-037,90,1,1,0,0.0,0.2,6,34,17.6,25,2,88.0,50.4,14,85.7,54.2,19,2,10.5,0,6.0,36,2021-2022
Fernando Pacheco,es ESP,29-358,90,3,1,2,100.0,1.3,2,10,20.0,15,2,60.0,44.1,2,50.0,36.5,9,1,11.1,0,9.5,36,2021-2022
Diego López,es ESP,40-189,90,9,2,7,77.8,3.2,6,19,31.6,21,6,33.3,34.1,16,75.0,49.1,30,2,6.7,0,5.8,36,2021-2022
Yassine Bounou,ma MAR,31-036,90,2,0,2,100.0,0.7,2,3,66.7,17,4,11.8,26.1,4,25.0,33.0,7,1,14.3,1,18.5,36,2021-2022
Manolo Reina,es ESP,37-040,90,3,0,3,100.0,1.5,12,32,37.5,25,1,80.0,53.4,12,100.0,66.6,38,2,5.3,0,4.0,36,2021-2022
Édgar Badía,es ESP,30-088,90,5,2,3,60.0,2.6,2,6,33.3,25,8,20.0,30.4,5,20.0,29.4,8,0,0.0,3,18.4,36,2021-2022
Jan Oblak,si SVN,29-124,90,0,0,0,,0.0,8,30,26.7,26,4,84.6,47.9,8,100.0,63.4,18,2,11.1,0,4.7,36,2021-2022
Álex Remiro,es ESP,27-049,90,1,0,1,100.0,0.1,12,19,63.2,32,2,50.0,39.3,6,50.0,50.8,25,2,8.0,2,9.6,36,2021-2022
Jeremías Ledesma,ar ARG,29-088,90,7,3,4,85.7,2.8,2,23,8.7,35,9,51.4,41.2,5,100.0,63.4,9,0,0.0,1,18.5,36,2021-2022
Stole Dimitrievski,mk MKD,28-138,90,8,5,3,37.5,5.0,6,19,31.6,24,4,58.3,45.1,6,83.3,72.0,10,0,0.0,3,24.8,36,2021-2022
Gerónimo Rulli,ar ARG,29-357,90,3,1,2,66.7,1.3,6,13,46.2,26,9,34.6,34.1,9,44.4,45.8,27,1,3.7,0,11.0,36,2021-2022
Thibaut Courtois,be BEL,30-001,90,1,0,1,100.0,0.0,3,5,60.0,24,1,16.7,26.3,6,16.7,21.0,9,0,0.0,0,16.0,36,2021-2022
Cárdenas,es ESP,25-045,90,16,6,10,62.5,4.9,4,10,40.0,18,2,44.4,31.6,10,20.0,29.6,7,0,0.0,0,13.2,36,2021-2022
