player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Ezequiel Ponce,18,ar ARG,FW,25-018,90,20,20,0,0,0,0,2,0,0,0,0,0,11,0,0,32,2021-2022
Fidel,16,es ESP,LM,32-171,67,44,39,5,2,0,0,8,1,2,0,2,0,28,0,2,32,2021-2022
   Pere Milla,10,es ESP,"RM,LM",29-205,23,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0,32,2021-2022
Omar Mascarell,21,es ESP,CM,29-073,90,54,53,1,1,0,1,0,0,0,0,0,0,45,0,1,32,2021-2022
Raúl Guti,8,es ESP,CM,25-107,67,24,23,1,0,0,0,0,1,0,0,0,0,19,0,0,32,2021-2022
   Gerard Gumbau,2,es ESP,CM,27-119,23,12,12,0,0,0,2,0,0,0,0,0,0,8,0,2,32,2021-2022
Kike Pérez,24,es ESP,RM,25-061,70,22,21,1,0,0,1,0,0,0,0,0,0,15,0,0,32,2021-2022
   Pablo Piatti,20,ar ARG,LM,33-016,20,7,7,0,0,0,0,0,0,0,0,0,0,4,0,1,32,2021-2022
Johan Mojica,22,co COL,LB,29-238,90,54,41,13,0,0,0,3,13,0,0,0,0,44,0,3,32,2021-2022
Pedro Bigas,6,es ESP,CB,31-213,86,54,53,1,1,0,1,1,0,0,0,0,0,43,0,0,32,2021-2022
   Diego González,4,es ESP,CB,27-078,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,32,2021-2022
Gonzalo Verdú,5,es ESP,CB,33-177,90,56,55,1,1,0,0,0,0,0,0,0,0,48,0,1,32,2021-2022
Enzo Roco,3,cl CHI,CB,29-243,90,50,44,5,5,0,0,0,0,0,0,0,0,43,1,0,32,2021-2022
Josan,17,es ESP,RB,32-134,70,26,19,6,0,0,0,1,6,0,0,0,0,21,1,1,32,2021-2022
   Tete Morente,11,es ESP,RB,25-133,20,11,10,1,0,0,0,0,1,0,0,0,0,10,0,0,32,2021-2022
Édgar Badía,13,es ESP,GK,30-063,90,36,22,14,5,0,0,0,0,0,0,0,0,25,0,0,32,2021-2022
Vedat Muriqi,7,xk KVX,FW,27-357,90,24,23,1,0,0,0,0,0,0,0,0,0,15,0,2,32,2021-2022
Dani Rodríguez,14,es ESP,LM,33-314,45,9,7,2,0,0,0,0,0,1,0,0,0,8,0,0,32,2021-2022
   Takefusa Kubo,17,jp JPN,RW,20-316,45,27,26,1,1,1,0,1,0,0,0,0,0,21,0,0,32,2021-2022
Iddrisu Baba,12,gh GHA,"CM,DM",26-084,55,17,17,0,0,0,0,0,0,0,0,0,0,15,0,0,32,2021-2022
