player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Sergi Guardiola,16,es ESP,FW,30-141,61,0,0,0,0,0,0,0,,0,2,0,2,1,1,0,0,9,2021-2022
   Randy Ntekja,9,fr FRA,FW,23-315,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,2021-2022
Óscar Trejo,8,ar ARG,FW,33-174,72,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,9,2021-2022
   Unai López,12,es ESP,FW,25-352,18,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,9,2021-2022
Álvaro García,18,es ESP,LM,28-355,90,1,1,0,1,0,0,3,0.0,3,0,0,0,1,2,0,0,9,2021-2022
Santi Comesaña,6,es ESP,CM,25-012,83,1,0,1,0,0,0,4,0.0,4,1,0,1,1,2,1,0,9,2021-2022
   Pathé Ciss,21,sn SEN,CM,27-215,7,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,9,2021-2022
Óscar Valentín,23,es ESP,CM,27-058,90,4,3,1,3,0,2,6,33.3,4,1,1,0,2,6,2,0,9,2021-2022
Isaac Palazón Camacho,7,es ESP,RM,26-294,90,1,1,0,1,0,0,1,0.0,1,2,1,1,1,2,0,0,9,2021-2022
Fran Garcia,33,es ESP,"LB,RB",22-064,90,3,2,2,0,1,2,3,66.7,1,0,0,0,1,4,2,0,9,2021-2022
Catena,5,es ESP,CB,26-354,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,9,2021-2022
Esteban Saveljich,24,me MNE,CB,30-150,82,1,0,0,1,0,0,0,,0,1,0,1,0,1,5,0,9,2021-2022
   Nikola Maraš,2,rs SRB,CB,25-302,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,2021-2022
Mario Hernández,32,es ESP,RB,22-265,73,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,9,2021-2022
   Kévin Rodrigues,19,pt POR,LB,27-226,17,2,1,1,1,0,1,2,50.0,1,1,0,1,1,3,1,0,9,2021-2022
Stole Dimitrievski,13,mk MKD,GK,27-296,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,2021-2022
Darío Benedetto,18,ar ARG,FW,31-153,64,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,9,2021-2022
