player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Milutin Osmajić,29,me MNE,FW,22-162,54,4,6,66.7,59,0,2,4,50.0,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,19,2021-2022
   Florin Andone,17,ro ROU,FW,28-267,36,4,6,66.7,41,0,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,1,0,0,0,0,19,2021-2022
Chapela,27,es ESP,LW,22-227,76,9,19,47.4,153,79,4,7,57.1,5,7,71.4,0,2,0.0,0,0.0,0.0,0,1,1,0,4,19,2021-2022
   Rubén Sobrino,21,es ESP,"AM,LW",29-216,14,2,2,100.0,32,9,1,1,100.0,1,1,100.0,0,0,,0,0.1,0.2,1,0,0,0,0,19,2021-2022
Álvaro Negredo,18,es ESP,"RW,AM,LW",36-136,90,14,23,60.9,225,68,9,11,81.8,3,7,42.9,2,4,50.0,0,0.0,0.0,2,2,0,0,1,19,2021-2022
Jens Jønsson,2,dk DEN,AM,28-358,61,7,10,70.0,107,4,5,6,83.3,0,1,0.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,19,2021-2022
   Iván Alejo,14,es ESP,RW,26-327,29,7,11,63.6,156,57,2,2,100.0,2,2,100.0,2,5,40.0,0,0.0,0.0,0,1,0,0,1,19,2021-2022
Tomás Alarcón,12,cl CHI,DM,22-349,90,22,28,78.6,390,33,10,10,100.0,7,9,77.8,4,7,57.1,0,0.0,0.0,0,4,0,0,0,19,2021-2022
Martín,28,es ESP,DM,22-308,54,9,15,60.0,141,8,4,4,100.0,5,7,71.4,0,3,0.0,0,0.0,0.0,0,1,0,0,0,19,2021-2022
   Álex Fernández,8,es ESP,DM,29-080,36,11,13,84.6,190,89,4,4,100.0,5,7,71.4,1,1,100.0,0,0.0,0.0,0,2,0,0,2,19,2021-2022
Alfonso Espino,22,uy URU,LB,29-363,90,28,47,59.6,559,276,12,14,85.7,9,13,69.2,7,15,46.7,0,0.0,0.0,1,3,2,1,3,19,2021-2022
Víctor Chust,32,es ESP,CB,21-304,61,6,10,60.0,128,54,2,3,66.7,3,5,60.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,19,2021-2022
   Isaac Carcelen,20,es ESP,"RB,CB",28-255,29,11,13,84.6,149,44,5,6,83.3,5,5,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,19,2021-2022
Varazdat Haroyan,5,am ARM,CB,29-132,90,15,20,75.0,290,109,5,7,71.4,8,9,88.9,2,4,50.0,0,0.0,0.0,1,0,0,0,0,19,2021-2022
Carlos Akapo,15,gq EQG,"RB,CB",28-297,90,20,34,58.8,423,282,7,10,70.0,9,17,52.9,4,6,66.7,0,0.0,0.0,0,1,0,0,2,19,2021-2022
Jeremías Ledesma,1,ar ARG,GK,28-324,90,11,28,39.3,486,448,1,1,100.0,0,0,,10,27,37.0,0,0.0,0.0,0,0,0,0,0,19,2021-2022
Papu Gómez,24,ar ARG,"LW,FW",33-322,85,72,81,88.9,1030,172,49,51,96.1,20,25,80.0,3,4,75.0,0,0.0,0.1,1,3,2,0,6,19,2021-2022
   Óliver Torres,21,es ESP,RM,27-054,5,8,8,100.0,112,30,4,4,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,2,0,0,1,19,2021-2022
Iván Romero,36,es ESP,FW,20-268,70,11,15,73.3,147,6,5,5,100.0,6,7,85.7,0,0,,0,0.0,0.2,0,0,0,0,0,19,2021-2022
   Munir El Haddadi,11,ma MAR,FW,26-124,20,15,16,93.8,247,64,7,8,87.5,6,6,100.0,1,1,100.0,0,0.2,0.1,2,1,1,0,2,19,2021-2022
Ludwig Augustinsson,3,se SWE,"LB,LW",27-257,85,44,49,89.8,613,118,26,26,100.0,17,19,89.5,1,3,33.3,0,0.0,0.1,1,2,2,1,3,19,2021-2022
   Óscar Rodríguez Arnaiz,14,es ESP,LW,23-189,5,6,7,85.7,65,2,5,5,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,19,2021-2022
Lucas Ocampos,5,ar ARG,RW,27-176,90,55,68,80.9,861,253,28,32,87.5,25,28,89.3,2,3,66.7,0,0.1,0.1,1,4,4,0,9,19,2021-2022
Ivan Rakitić,10,hr CRO,"LM,CM",33-299,90,104,119,87.4,1904,681,47,51,92.2,44,47,93.6,10,17,58.8,1,0.2,0.2,4,16,1,0,20,19,2021-2022
Joan Jordán,8,es ESP,"RM,CM,LM",27-181,90,83,92,90.2,1510,451,28,30,93.3,43,47,91.5,7,8,87.5,0,0.0,0.2,0,14,5,0,13,19,2021-2022
Fernando,25,br BRA,"CM,DM",34-162,54,30,35,85.7,606,63,9,10,90.0,17,19,89.5,4,4,100.0,0,0.0,0.0,0,4,0,0,4,19,2021-2022
   Karim Rekik,4,nl NED,"CB,LB",27-032,36,30,31,96.8,570,202,12,12,100.0,15,15,100.0,3,3,100.0,0,0.0,0.0,0,1,1,0,1,19,2021-2022
Marcos Acuña,19,ar ARG,"RB,CB",30-067,90,90,108,83.3,2107,596,23,26,88.5,42,44,95.5,24,33,72.7,0,0.1,0.1,1,7,2,1,9,19,2021-2022
Diego Carlos,20,br BRA,CB,28-294,90,73,82,89.0,1499,696,21,22,95.5,45,46,97.8,7,13,53.8,0,0.0,0.0,0,5,0,0,7,19,2021-2022
Nemanja Gudelj,6,rs SRB,"CB,CM",30-048,90,83,90,92.2,1422,453,37,39,94.9,40,42,95.2,5,7,71.4,0,0.1,0.2,1,7,0,0,5,19,2021-2022
Yassine Bounou,13,ma MAR,GK,30-273,90,28,31,90.3,714,416,5,5,100.0,17,17,100.0,6,9,66.7,0,0.0,0.0,0,0,0,0,0,19,2021-2022
Roberto Soldado,16,es ESP,FW,36-226,57,8,13,61.5,99,23,6,9,66.7,2,4,50.0,0,0,,0,0.0,0.1,1,1,1,1,1,20,2021-2022
   José Luis Morales,11,es ESP,FW,34-169,33,3,7,42.9,32,1,3,5,60.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,20,2021-2022
Roger Martí,9,es ESP,FW,31-005,90,13,24,54.2,164,27,8,12,66.7,1,4,25.0,2,4,50.0,1,0.2,0.0,2,1,0,0,0,20,2021-2022
Enis Bardhi,10,mk MKD,CM,26-190,84,24,32,75.0,420,135,11,13,84.6,10,12,83.3,2,6,33.3,1,0.6,0.3,4,4,1,0,7,20,2021-2022
   Mickael Malsa,12,mq MTQ,CM,26-088,6,1,4,25.0,7,5,1,2,50.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,20,2021-2022
José Luis García Vayá,8,es ESP,CM,23-150,84,31,40,77.5,589,220,16,21,76.2,10,12,83.3,5,5,100.0,0,0.0,0.0,2,4,0,0,6,20,2021-2022
   Nemanja Radoja,5,rs SRB,CM,28-336,6,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,20,2021-2022
José Campaña,24,es ESP,CM,28-222,69,47,55,85.5,759,257,23,24,95.8,21,24,87.5,2,6,33.3,0,0.0,0.1,1,5,2,0,7,20,2021-2022
   Gonzalo Melero,22,es ESP,CM,28-006,21,3,8,37.5,42,0,1,4,25.0,2,4,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,20,2021-2022
Enric Franquesa,3,es ESP,LB,24-316,90,23,30,76.7,401,88,9,11,81.8,11,14,78.6,3,4,75.0,0,0.1,0.1,2,1,1,1,2,20,2021-2022
Rúben Vezo,14,pt POR,CB,27-258,90,28,40,70.0,594,230,6,7,85.7,16,20,80.0,6,11,54.5,0,0.0,0.0,1,5,0,0,1,20,2021-2022
Óscar Duarte,6,cr CRC,CB,32-219,69,23,29,79.3,489,240,7,9,77.8,12,14,85.7,4,6,66.7,0,0.0,0.0,0,0,0,0,3,20,2021-2022
   Sergio Postigo,15,es ESP,CB,33-065,21,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,20,2021-2022
Rober,4,es ESP,CB,26-326,90,36,47,76.6,699,317,11,13,84.6,22,24,91.7,3,8,37.5,0,0.0,0.0,0,7,0,0,2,20,2021-2022
Jorge Miramón,20,es ESP,RB,32-220,90,31,39,79.5,535,258,18,20,90.0,8,12,66.7,5,6,83.3,0,0.1,0.1,1,0,4,2,2,20,2021-2022
Aitor Fernández,1,es ESP,GK,30-250,90,18,33,54.5,661,523,1,1,100.0,9,9,100.0,8,23,34.8,0,0.0,0.0,0,1,0,0,0,20,2021-2022
Fernando Niño,26,es ESP,FW,21-076,90,12,17,70.6,157,20,9,12,75.0,3,5,60.0,0,0,,0,0.0,0.0,1,1,0,0,0,20,2021-2022
Javier Llabrés,34,es ESP,LW,19-119,73,22,27,81.5,310,89,13,14,92.9,7,10,70.0,1,2,50.0,0,0.1,0.0,2,1,0,0,2,20,2021-2022
   Salva Sevilla,8,es ESP,"DM,LW",37-296,17,12,16,75.0,220,96,2,2,100.0,9,11,81.8,0,0,,0,0.0,0.0,0,2,0,0,1,20,2021-2022
Antonio Sánchez,10,es ESP,RW,25-007,56,12,14,85.7,157,35,7,7,100.0,4,5,80.0,0,1,0.0,0,0.1,0.1,1,2,1,1,2,20,2021-2022
   Amath,23,sn SEN,"LW,AM",25-176,34,10,12,83.3,181,33,5,6,83.3,2,2,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,20,2021-2022
Takefusa Kubo,17,jp JPN,"AM,RW",20-218,90,27,41,65.9,357,113,17,20,85.0,8,15,53.3,0,1,0.0,0,0.0,0.0,1,2,2,0,7,20,2021-2022
Rodrigo Battaglia,16,ar ARG,DM,30-180,73,47,53,88.7,775,295,26,29,89.7,16,17,94.1,4,6,66.7,0,0.0,0.0,1,3,0,0,6,20,2021-2022
   Matthew Hoppe,25,us USA,"AM,DM",20-301,17,1,2,50.0,4,3,0,0,,0,1,0.0,0,0,,0,0.0,0.0,1,1,0,0,0,20,2021-2022
Iñigo Ruiz de Galarreta,4,es ESP,DM,28-155,89,67,76,88.2,1109,193,34,37,91.9,23,28,82.1,8,9,88.9,0,0.0,0.0,0,13,0,0,7,20,2021-2022
   Abdón Prats,9,es ESP,DM,29-032,1,1,1,100.0,19,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,1,0,0,0,0,20,2021-2022
Jaume Costa,18,es ESP,"LB,RB",33-296,90,60,79,75.9,994,336,26,29,89.7,29,35,82.9,4,14,28.6,0,0.1,0.1,4,4,1,1,6,20,2021-2022
Aleksandar Sedlar,20,rs SRB,CB,30-026,90,42,48,87.5,809,222,12,13,92.3,26,29,89.7,4,6,66.7,0,0.0,0.0,1,0,0,0,1,20,2021-2022
Franco Russo,5,ar ARG,CB,27-075,90,35,51,68.6,615,324,12,14,85.7,17,25,68.0,4,9,44.4,0,0.0,0.0,0,1,0,0,2,20,2021-2022
Pablo Maffeo,15,es ESP,RB,24-180,56,26,38,68.4,326,66,19,22,86.4,7,9,77.8,0,4,0.0,0,0.0,0.0,0,2,0,0,1,20,2021-2022
   Brian Oliván,3,es ESP,LB,27-282,34,16,26,61.5,265,111,7,8,87.5,5,8,62.5,3,6,50.0,0,0.0,0.0,0,0,0,0,2,20,2021-2022
Leonardo Román,31,es ESP,GK,21-186,90,19,28,67.9,505,352,5,5,100.0,7,7,100.0,7,16,43.8,0,0.0,0.0,0,0,0,0,0,20,2021-2022
