player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Kiké,18,es ESP,FW,32-100,70,25,2,2,8,15,4,25,0,0,,0,,9,44,12,1,1,0,4,1,23,5,27,2021-2022
   Ante Budimir,17,hr CRO,FW,30-226,20,9,1,2,5,2,1,9,0,0,,0,,2,5,1,0,0,0,1,0,3,2,27,2021-2022
Ezequiel Ávila,9,ar ARG,FW,28-027,80,23,1,3,9,11,1,23,0,0,,0,,12,57,30,1,0,0,2,0,15,3,27,2021-2022
   Aridane Hernández,23,es ESP,CB,32-347,10,3,3,3,0,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,0,0,27,2021-2022
Rubén García,14,es ESP,"LM,CM",28-234,88,46,2,9,19,20,3,46,1,0,0.0,1,100.0,17,124,64,3,2,2,0,1,16,3,27,2021-2022
   Oier Sanjurjo,6,es ESP,CM,35-284,2,2,0,1,0,1,0,2,0,0,,0,,1,2,0,0,0,0,0,0,2,0,27,2021-2022
Jon Moncayola,7,es ESP,"CM,RM",23-296,90,41,0,10,24,7,1,41,0,0,,0,,10,54,15,0,0,0,1,0,22,0,27,2021-2022
Lucas Torró,24,es ESP,CM,27-229,90,31,6,15,10,6,2,31,1,0,0.0,1,100.0,8,48,9,0,0,0,2,2,10,1,27,2021-2022
Javi Martínez,28,es ESP,RM,22-073,70,24,0,5,14,6,1,24,0,0,,0,,9,119,76,3,2,0,1,0,16,2,27,2021-2022
   Darko Brašanac,8,rs SRB,"LM,RM",30-021,20,11,1,4,5,2,1,11,0,0,,0,,2,22,10,1,0,1,2,0,4,0,27,2021-2022
Manu Sánchez,39,es ESP,LB,21-193,90,39,5,16,16,8,1,39,0,0,,0,,13,130,80,2,0,1,0,0,12,1,27,2021-2022
Juan Cruz Armada,3,es ESP,CB,29-220,90,30,8,20,10,0,0,30,0,0,,0,,5,41,28,0,0,0,0,0,12,0,27,2021-2022
David García,5,es ESP,CB,28-019,90,31,6,18,10,3,3,31,0,0,,0,,11,38,15,0,0,0,0,0,10,0,27,2021-2022
Nacho Vidal,2,es ESP,RB,27-040,90,53,6,24,18,11,1,53,0,0,,0,,11,82,30,0,1,0,0,0,22,1,27,2021-2022
Sergio Herrera,1,es ESP,GK,28-273,90,31,21,31,0,0,0,31,0,0,,0,,11,84,46,0,0,0,0,0,6,0,27,2021-2022
Arnaut Danjuma,15,nl NED,FW,25-033,90,33,0,0,12,21,4,33,1,0,0.0,1,100.0,19,107,50,1,2,0,2,3,29,10,27,2021-2022
Giovani Lo Celso,17,ar ARG,FW,25-330,76,58,1,7,33,19,6,58,6,3,50.0,3,50.0,34,208,85,4,0,2,0,1,46,9,27,2021-2022
   Boulaye Dia,16,sn SEN,FW,25-109,14,3,0,0,1,2,1,3,0,0,,0,,1,1,0,0,0,0,1,0,3,0,27,2021-2022
Alberto Moreno,18,es ESP,LM,29-243,57,32,0,4,14,14,2,32,1,0,0.0,1,100.0,20,57,19,1,0,0,1,0,22,5,27,2021-2022
   Moi Gómez,23,es ESP,LM,27-255,33,19,0,0,5,14,1,19,0,0,,0,,9,34,9,0,0,0,0,0,12,3,27,2021-2022
Étienne Capoue,6,fr FRA,CM,33-237,90,100,2,15,64,26,0,100,8,6,75.0,2,25.0,70,460,316,4,6,0,1,0,79,1,27,2021-2022
Daniel Parejo,5,es ESP,CM,32-323,83,81,1,10,45,26,0,81,0,0,,0,,48,203,59,0,2,0,1,1,59,1,27,2021-2022
   Francis Coquelin,19,fr FRA,CM,30-296,7,11,0,1,6,4,0,11,0,0,,0,,7,33,5,0,0,0,0,2,7,1,27,2021-2022
Yeremi Pino,21,es ESP,RM,19-136,76,31,1,4,12,15,6,31,1,1,100.0,0,0.0,22,105,32,1,0,2,5,0,26,12,27,2021-2022
   Samuel Chukwueze,11,ng NGA,RM,22-287,14,12,0,0,4,8,2,12,3,1,33.3,2,66.7,10,85,57,1,1,1,0,0,10,4,27,2021-2022
Pervis Estupiñán,12,ec ECU,LB,24-043,90,93,4,26,32,36,2,93,1,0,0.0,1,100.0,54,336,193,6,2,0,0,0,61,18,27,2021-2022
Pau Torres,4,es ESP,CB,25-048,90,106,6,44,55,9,0,106,1,1,100.0,0,0.0,70,534,402,5,3,0,1,1,77,2,27,2021-2022
Raúl Albiol,3,es ESP,CB,36-182,90,112,9,53,58,2,0,112,1,0,0.0,1,100.0,81,508,313,2,0,0,1,0,81,0,27,2021-2022
Serge Aurier,25,ci CIV,RB,29-071,76,61,0,12,30,19,1,61,0,0,,0,,37,181,91,1,0,0,3,2,47,8,27,2021-2022
   Manu Trigueros,14,es ESP,RB,30-139,14,17,0,0,11,6,1,17,0,0,,0,,12,40,6,0,0,0,0,0,13,0,27,2021-2022
Gerónimo Rulli,13,ar ARG,GK,29-289,90,58,33,57,1,0,0,58,0,0,,0,,39,234,148,0,0,0,0,0,30,0,27,2021-2022
Raúl de Tomás,11,es ESP,FW,27-139,89,26,0,2,19,5,0,26,2,1,50.0,1,50.0,24,76,23,1,0,0,3,1,25,2,27,2021-2022
   Loren Morón,16,es ESP,FW,28-065,1,3,0,0,1,2,0,3,0,0,,0,,3,10,4,0,0,0,0,0,3,0,27,2021-2022
