player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Manolo Reina,es ESP,36-209,90,3,1,2,66.7,2.1,9,22,40.9,25,4,64.0,42.0,7,85.7,59.1,16,1,6.3,2,27.3,11,2021-2022
Yassine Bounou,ma MAR,30-205,90,4,1,3,75.0,1.6,1,5,20.0,20,6,25.0,32.6,4,0.0,18.3,8,0,0.0,2,18.0,11,2021-2022
Claudio Bravo,cl CHI,38-197,90,4,1,3,75.0,1.4,10,23,43.5,27,1,66.7,45.0,8,62.5,53.6,20,0,0.0,0,4.7,11,2021-2022
Jasper Cillessen,nl NED,32-188,90,9,4,5,66.7,2.8,7,11,63.6,11,4,63.6,38.8,5,80.0,56.4,10,0,0.0,2,26.0,11,2021-2022
Thibaut Courtois,be BEL,29-169,90,0,0,0,,0.0,0,2,0.0,23,3,4.3,23.5,6,16.7,24.8,9,1,11.1,1,13.3,11,2021-2022
Sergio Herrera,es ESP,28-144,90,3,0,3,100.0,0.1,18,31,58.1,22,2,72.7,53.4,18,83.3,54.4,30,0,0.0,0,7.0,11,2021-2022
Matías Dituro,ar ARG,34-173,90,4,2,2,50.0,2.0,7,18,38.9,28,2,53.6,42.7,6,50.0,49.0,8,0,0.0,1,11.3,11,2021-2022
Mathew Ryan,au AUS,29-203,90,6,0,6,100.0,1.1,7,21,33.3,33,5,48.5,39.9,8,62.5,41.1,29,2,6.9,0,9.8,11,2021-2022
Luís Maximiano,pt POR,22-296,90,4,1,3,75.0,0.7,1,3,33.3,27,11,7.4,25.6,3,33.3,39.7,5,1,20.0,5,23.4,11,2021-2022
David Soria,es ESP,28-207,90,3,1,2,66.7,0.1,17,31,54.8,20,1,85.0,52.1,14,100.0,61.9,18,0,0.0,0,8.5,11,2021-2022
Aitor Fernández,es ESP,30-178,90,3,2,1,33.3,1.3,2,7,28.6,14,4,42.9,35.6,2,50.0,37.5,9,0,0.0,0,4.0,11,2021-2022
Jan Oblak,si SVN,28-294,90,3,2,1,100.0,2.0,2,9,22.2,20,4,35.0,36.3,6,33.3,29.2,10,0,0.0,2,27.0,11,2021-2022
Kiko Casilla,es ESP,35-028,90,5,2,3,60.0,1.9,4,7,57.1,20,4,15.0,25.6,10,40.0,38.5,10,0,0.0,1,19.0,12,2021-2022
Thibaut Courtois,be BEL,29-172,90,4,1,3,75.0,0.9,3,4,75.0,14,3,28.6,26.4,6,0.0,16.5,19,0,0.0,0,9.0,12,2021-2022
Yassine Bounou,ma MAR,30-208,90,3,0,3,100.0,1.0,6,16,37.5,29,6,31.0,30.8,10,70.0,50.2,18,0,0.0,0,,12,2021-2022
Juan Pérez,es ESP,25-107,90,4,2,2,50.0,1.1,1,15,6.7,18,4,55.6,41.6,5,100.0,62.0,11,1,9.1,7,22.0,12,2021-2022
Jasper Cillessen,nl NED,32-191,90,1,0,1,100.0,0.2,7,22,31.8,14,1,92.9,60.3,9,100.0,68.4,13,0,0.0,0,17.5,12,2021-2022
Gerónimo Rulli,ar ARG,29-163,90,2,2,0,50.0,1.2,0,0,,19,5,0.0,16.8,5,0.0,16.6,12,1,8.3,1,18.5,12,2021-2022
Marc-André ter Stegen,de GER,29-183,90,2,1,1,50.0,0.9,1,2,50.0,20,5,10.0,21.9,2,0.0,25.0,4,0,0.0,1,14.7,12,2021-2022
Antonio Sivera,es ESP,25-080,90,5,1,4,80.0,1.5,12,26,46.2,20,2,70.0,49.8,14,85.7,55.9,28,1,3.6,0,10.5,12,2021-2022
