player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Willian José,12,br BRA,FW,30-147,72,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2021-2022
   Borja Iglesias,9,es ESP,FW,29-092,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2021-2022
Juanmi,7,es ESP,LW,28-334,72,1,1,0,0,1,1,3,33.3,2,2,0,2,0,1,0,0,33,2021-2022
   Cristian Tello,11,es ESP,LW,30-251,18,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,33,2021-2022
Sergio Canales,10,es ESP,"RW,DM,AM",31-062,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,33,2021-2022
Nabil Fekir,8,fr FRA,AM,28-275,80,1,1,0,0,1,0,1,0.0,1,2,0,2,0,1,0,0,33,2021-2022
   William Carvalho,14,pt POR,DM,30-012,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2021-2022
Andrés Guardado,18,mx MEX,DM,35-203,56,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,0,0,33,2021-2022
   Joaquín,17,es ESP,RW,40-272,34,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,33,2021-2022
Paul Akouokou,4,ci CIV,DM,24-120,89,4,3,1,3,0,2,2,100.0,0,1,0,1,2,6,0,0,33,2021-2022
Juan Miranda,33,es ESP,LB,22-090,80,4,2,3,1,0,1,2,50.0,1,1,1,0,1,5,3,0,33,2021-2022
   Álex Moreno,15,es ESP,LB,28-315,10,1,0,1,0,0,1,2,50.0,1,3,0,3,2,3,0,0,33,2021-2022
Marc Bartra,5,es ESP,CB,31-094,90,1,0,0,1,0,0,2,0.0,2,1,1,0,1,2,2,0,33,2021-2022
Germán Pezzella,16,ar ARG,CB,30-296,90,1,1,1,0,0,1,1,100.0,0,1,1,0,4,5,2,0,33,2021-2022
Youssouf Sabaly,23,sn SEN,RB,29-045,90,2,1,1,0,1,1,1,100.0,0,0,0,0,1,3,1,0,33,2021-2022
Rui Silva,13,pt POR,GK,28-071,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,33,2021-2022
Ezequiel Ponce,18,ar ARG,FW,25-021,90,1,1,1,0,0,0,2,0.0,2,3,0,3,0,1,0,0,33,2021-2022
Fidel,16,es ESP,LM,32-174,58,2,0,0,2,0,0,2,0.0,2,0,0,0,0,2,0,0,33,2021-2022
   Tete Morente,11,es ESP,LM,25-136,32,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2021-2022
Gerard Gumbau,2,es ESP,CM,27-122,90,4,2,3,1,0,1,1,100.0,0,2,1,1,2,6,0,0,33,2021-2022
Raúl Guti,8,es ESP,CM,25-110,90,1,0,1,0,0,1,4,25.0,3,0,0,0,2,3,1,0,33,2021-2022
Kike Pérez,24,es ESP,RM,25-064,86,0,0,0,0,0,0,3,0.0,3,1,0,1,1,1,0,0,33,2021-2022
   Pere Milla,10,es ESP,RM,29-208,4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,33,2021-2022
Johan Mojica,22,co COL,LB,29-241,70,0,0,0,0,0,0,0,,0,3,0,3,4,4,2,0,33,2021-2022
   Lucas Olaza,12,uy URU,LB,27-272,20,1,1,1,0,0,0,0,,0,2,0,2,1,2,0,0,33,2021-2022
Diego González,4,es ESP,CB,27-081,90,2,2,1,1,0,0,2,0.0,2,0,0,0,1,3,4,0,33,2021-2022
Gonzalo Verdú,5,es ESP,CB,33-180,58,0,0,0,0,0,0,0,,0,1,1,0,0,0,4,0,33,2021-2022
   Antonio Barragán,19,es ESP,CB,34-311,32,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,3,0,33,2021-2022
Enzo Roco,3,cl CHI,CB,29-246,90,1,0,1,0,0,0,1,0.0,1,3,2,1,1,2,4,0,33,2021-2022
Helibelton Palacios,14,co COL,RB,28-312,45,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,33,2021-2022
   Josan,17,es ESP,RB,32-137,45,4,4,3,1,0,1,2,50.0,1,1,0,1,1,5,2,0,33,2021-2022
Édgar Badía,13,es ESP,GK,30-066,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,33,2021-2022
Arnaut Danjuma,15,nl NED,FW,25-078,70,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2021-2022
   Boulaye Dia,16,sn SEN,FW,25-154,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2021-2022
Giovani Lo Celso,17,ar ARG,FW,26-010,70,3,2,0,2,1,2,3,66.7,1,0,0,0,0,3,1,0,33,2021-2022
   Moi Gómez,23,es ESP,FW,27-300,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2021-2022
Manu Trigueros,14,es ESP,LM,30-184,90,1,0,0,0,1,1,5,20.0,4,1,1,0,0,1,0,0,33,2021-2022
Daniel Parejo,5,es ESP,CM,33-003,80,2,2,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0,33,2021-2022
   Serge Aurier,25,ci CIV,RB,29-116,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2021-2022
Étienne Capoue,6,fr FRA,CM,33-282,90,2,1,0,2,0,2,2,100.0,0,3,0,3,1,3,3,0,33,2021-2022
Yeremi Pino,21,es ESP,RM,19-181,45,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,0,0,33,2021-2022
   Samuel Chukwueze,11,ng NGA,RM,22-332,45,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,0,0,33,2021-2022
Pervis Estupiñán,12,ec ECU,LB,24-088,90,4,3,3,1,0,1,2,50.0,1,0,0,0,0,4,2,0,33,2021-2022
Aïssa Mandi,22,dz ALG,CB,30-179,90,1,1,0,1,0,1,2,50.0,1,1,1,0,0,1,4,0,33,2021-2022
Raúl Albiol,3,es ESP,CB,36-227,90,1,1,1,0,0,0,0,,0,1,0,1,0,1,7,0,33,2021-2022
Juan Foyth,8,ar ARG,RB,24-097,80,1,1,0,1,0,1,2,50.0,1,2,0,2,1,2,0,0,33,2021-2022
   Vicente Iborra,10,es ESP,CM,34-093,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,33,2021-2022
Gerónimo Rulli,13,ar ARG,GK,29-334,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2021-2022
Marcos André,22,br BRA,FW,25-181,90,5,3,1,0,4,1,3,33.3,2,1,0,1,0,5,0,0,33,2021-2022
Hélder Costa,11,ao ANG,FW,28-097,90,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,33,2021-2022
Carlos Soler,10,es ESP,DM,25-107,54,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,33,2021-2022
   Ilaix Moriba,23,gn GUI,DM,19-090,36,2,1,0,2,0,2,3,66.7,1,0,0,0,1,3,1,0,33,2021-2022
Uroš Račić,8,rs SRB,DM,24-033,76,2,1,0,2,0,1,1,100.0,0,2,1,1,2,4,0,0,33,2021-2022
   Koba Koindredi,18,fr FRA,DM,20-174,14,1,1,0,0,1,1,2,50.0,1,1,0,1,0,1,0,0,33,2021-2022
Yunus Musah,4,us USA,DM,19-141,54,1,0,1,0,0,0,0,,0,3,0,3,1,2,0,0,33,2021-2022
   Jesús Santiago,44,es ESP,DM,17-329,36,1,1,0,1,0,0,2,0.0,2,0,0,0,0,1,0,0,33,2021-2022
Jesus Vazquez,32,es ESP,WB,19-107,54,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,0,0,33,2021-2022
   José Luis Gayà,14,es ESP,WB,26-329,36,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,33,2021-2022
Thierry Correia,2,pt POR,WB,23-041,63,3,2,2,1,0,1,2,50.0,1,5,0,5,1,4,1,0,33,2021-2022
   Denis Cheryshev,17,ru RUS,WB,31-114,27,1,0,0,0,1,1,2,50.0,1,0,0,0,0,1,0,0,33,2021-2022
Cristhian Mosquera,37,co COL,CB,17-296,90,2,0,1,0,1,1,2,50.0,1,0,0,0,1,3,0,0,33,2021-2022
Eray Cömert,24,ch SUI,CB,24-074,90,1,0,1,0,0,1,2,50.0,1,2,2,0,0,1,1,0,33,2021-2022
Ruben Lendinez,39,es ESP,CB,19-036,90,3,3,1,2,0,3,7,42.9,4,3,0,3,2,5,4,0,33,2021-2022
Jasper Cillessen,13,nl NED,GK,32-362,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2021-2022
Antoine Griezmann,8,fr FRA,"FW,AM,RW",31-030,69,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,33,2021-2022
   Matheus Cunha,19,br BRA,LW,22-328,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2021-2022
Ángel Correa,10,ar ARG,"FW,AM",27-042,65,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,33,2021-2022
