player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Sergio Herrera,es ESP,28-259,90,4,3,1,25.0,0.8,11,14,78.6,25,4,52.0,38.0,2,50.0,47.5,6,1,16.7,0,9.0,25,2021-2022
Jan Oblak,si SVN,29-043,90,4,0,4,100.0,0.8,3,29,10.3,26,1,76.9,51.7,9,100.0,65.2,34,3,8.8,1,12.0,25,2021-2022
Jeremías Ledesma,ar ARG,29-006,90,1,1,0,100.0,1.0,2,11,18.2,32,5,31.3,35.0,5,20.0,24.4,7,1,14.3,0,5.0,25,2021-2022
David Soria,es ESP,28-321,90,2,1,1,50.0,0.6,14,24,58.3,16,0,93.8,52.1,9,100.0,56.0,13,0,0.0,1,12.3,25,2021-2022
Thibaut Courtois,be BEL,29-284,90,2,0,2,100.0,0.1,1,5,20.0,27,4,18.5,26.6,9,0.0,24.6,9,0,0.0,0,17.0,25,2021-2022
Fernando Pacheco,es ESP,29-277,90,8,3,5,75.0,2.4,18,30,60.0,26,2,73.1,49.4,15,73.3,51.1,13,0,0.0,2,17.0,25,2021-2022
Diego López,es ESP,40-109,90,2,1,1,50.0,0.6,4,13,30.8,28,8,35.7,34.3,5,60.0,39.4,19,2,10.5,0,8.7,25,2021-2022
Yassine Bounou,ma MAR,30-321,90,4,1,3,75.0,1.0,5,6,83.3,27,2,11.1,28.0,8,37.5,32.5,11,0,0.0,3,18.4,25,2021-2022
Giorgi Mamardashvili,ge GEO,21-144,90,6,4,2,33.3,3.6,7,13,53.8,17,0,70.6,41.2,1,100.0,56.0,7,0,0.0,3,18.8,25,2021-2022
Marc-André ter Stegen,de GER,29-296,90,5,1,4,80.0,0.9,7,15,46.7,35,4,34.3,33.8,9,33.3,39.6,20,2,10.0,0,4.0,25,2021-2022
Rui Silva,pt POR,28-013,90,1,1,0,0.0,0.4,1,10,10.0,23,2,26.1,29.6,8,50.0,43.1,13,1,7.7,0,6.0,25,2021-2022
Sergio Rico,es ESP,28-172,90,5,2,3,80.0,2.0,6,14,42.9,24,6,50.0,39.1,3,66.7,38.3,13,0,0.0,0,,25,2021-2022
Unai Simón,es ESP,24-254,90,2,0,2,100.0,0.3,3,7,42.9,19,4,31.6,32.2,4,25.0,27.8,9,1,11.1,0,6.0,25,2021-2022
Álex Remiro,es ESP,26-333,90,8,4,3,50.0,3.0,5,13,38.5,25,5,28.0,32.8,7,85.7,60.6,17,0,0.0,1,16.5,25,2021-2022
Matías Dituro,ar ARG,34-289,90,3,1,2,66.7,0.4,10,21,47.6,36,3,44.4,39.3,8,62.5,44.1,9,1,11.1,1,15.5,25,2021-2022
Cárdenas,es ESP,24-330,90,4,1,3,75.0,1.7,9,19,47.4,22,3,68.2,47.4,8,50.0,42.5,19,1,5.3,0,10.0,25,2021-2022
Cárdenas,es ESP,24-334,90,3,0,3,100.0,1.1,5,13,38.5,23,2,34.8,41.3,10,50.0,39.6,23,1,4.3,0,4.8,26,2021-2022
Édgar Badía,es ESP,30-013,90,4,3,1,25.0,2.1,7,12,58.3,25,3,36.0,30.5,6,50.0,36.2,9,0,0.0,5,21.7,26,2021-2022
Sergio Rico,es ESP,28-178,90,4,1,3,75.0,0.9,2,4,50.0,17,8,11.8,24.3,8,25.0,35.0,10,0,0.0,0,19.0,26,2021-2022
Giorgi Mamardashvili,ge GEO,21-150,90,3,0,3,100.0,0.2,9,23,39.1,10,1,90.0,55.9,15,93.3,58.9,29,2,6.9,0,5.3,26,2021-2022
