player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Raúl García,22,es ESP,FW,35-104,71,8,13,61.5,107,0,5,6,83.3,3,6,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,10,2021-2022
   Oihan Sancet,8,es ESP,FW,21-181,19,3,5,60.0,37,2,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,10,2021-2022
Iñaki Williams,9,gh GHA,FW,27-130,71,8,12,66.7,113,9,3,4,75.0,4,4,100.0,0,1,0.0,1,0.6,0.3,1,0,0,0,0,10,2021-2022
   Asier Villalibre,20,es ESP,FW,24-023,19,1,2,50.0,11,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,10,2021-2022
Iker Muniain,10,es ESP,LM,28-308,87,45,58,77.6,746,282,16,18,88.9,20,23,87.0,4,10,40.0,0,0.5,0.3,5,2,3,0,8,10,2021-2022
   Nico Williams,30,es ESP,LM,19-103,3,1,1,100.0,19,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,10,2021-2022
Dani García,14,es ESP,CM,31-152,89,32,37,86.5,527,160,17,17,100.0,11,11,100.0,3,7,42.9,0,0.0,0.0,0,3,0,0,4,10,2021-2022
   Mikel Vesga,6,es ESP,CM,28-155,1,2,3,66.7,34,21,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,10,2021-2022
Unai Vencedor Paris,16,es ESP,CM,20-342,90,57,69,82.6,987,283,25,28,89.3,28,31,90.3,2,7,28.6,0,0.0,0.0,1,6,1,0,10,10,2021-2022
Álex Berenguer,7,es ESP,RM,26-111,86,32,44,72.7,382,73,22,25,88.0,5,8,62.5,2,6,33.3,0,0.0,0.2,1,1,1,1,0,10,2021-2022
   Oier Zarraga,19,es ESP,RM,22-292,4,1,1,100.0,8,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,10,2021-2022
Mikel Balenziaga,24,es ESP,LB,33-236,90,35,39,89.7,605,147,12,12,100.0,20,23,87.0,2,3,66.7,0,0.0,0.0,0,1,0,0,3,10,2021-2022
Iñigo Martínez,4,es ESP,CB,30-159,90,53,59,89.8,997,362,18,19,94.7,31,32,96.9,4,7,57.1,0,0.0,0.1,0,4,2,0,9,10,2021-2022
Daniel Vivian,12,es ESP,CB,22-100,90,61,66,92.4,1308,471,15,15,100.0,42,43,97.7,4,8,50.0,0,0.0,0.0,0,2,0,0,3,10,2021-2022
Iñigo Lekue,15,es ESP,RB,28-172,90,56,70,80.0,912,326,19,21,90.5,29,36,80.6,3,6,50.0,0,0.0,0.1,1,7,2,2,8,10,2021-2022
Unai Simón,1,es ESP,GK,24-134,90,16,20,80.0,236,143,7,7,100.0,8,8,100.0,0,4,0.0,0,0.0,0.0,0,0,0,0,0,10,2021-2022
Arnaut Danjuma,15,nl NED,FW,24-265,90,18,23,78.3,185,24,13,14,92.9,2,3,66.7,0,0,,1,0.1,0.1,1,0,0,0,2,10,2021-2022
Gerard Moreno,7,es ESP,FW,29-199,20,8,9,88.9,162,40,2,2,100.0,3,3,100.0,2,2,100.0,0,0.1,0.1,1,3,0,0,2,10,2021-2022
   Samuel Chukwueze,11,ng NGA,RM,22-154,70,11,14,78.6,118,0,8,9,88.9,2,2,100.0,0,0,,0,0.0,0.0,1,0,1,0,1,10,2021-2022
Francis Coquelin,19,fr FRA,LM,30-163,62,14,19,73.7,163,45,8,10,80.0,2,3,66.7,1,2,50.0,0,0.0,0.0,1,1,1,0,2,10,2021-2022
   Alberto Moreno,18,es ESP,LM,29-110,28,9,9,100.0,146,48,4,4,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,2,10,2021-2022
Étienne Capoue,6,fr FRA,CM,33-104,90,43,49,87.8,734,138,22,25,88.0,14,14,100.0,5,6,83.3,0,0.0,0.0,0,2,0,0,3,10,2021-2022
Daniel Parejo,5,es ESP,CM,32-190,90,51,57,89.5,884,289,24,24,100.0,16,18,88.9,8,10,80.0,0,0.1,0.1,3,7,2,1,4,10,2021-2022
Yeremi Pino,21,es ESP,"FW,RM",19-003,62,8,8,100.0,96,37,6,6,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,10,2021-2022
   Dani Raba,17,es ESP,FW,25-359,28,7,10,70.0,126,19,2,3,66.7,2,4,50.0,1,1,100.0,0,0.0,0.0,1,0,1,0,3,10,2021-2022
Pervis Estupiñán,12,ec ECU,LB,23-275,90,53,66,80.3,776,316,30,38,78.9,18,21,85.7,3,4,75.0,0,0.1,0.1,2,3,1,0,7,10,2021-2022
Pau Torres,4,es ESP,CB,24-280,90,42,48,87.5,854,341,16,16,100.0,19,22,86.4,7,9,77.8,0,0.0,0.0,0,2,0,0,2,10,2021-2022
Raúl Albiol,3,es ESP,CB,36-049,90,50,55,90.9,1135,429,10,12,83.3,32,32,100.0,8,11,72.7,0,0.0,0.0,0,0,0,0,2,10,2021-2022
Juan Foyth,8,ar ARG,RB,23-284,64,36,40,90.0,611,237,17,18,94.4,15,16,93.8,4,6,66.7,0,0.0,0.0,0,1,0,0,3,10,2021-2022
   Serge Aurier,25,ci CIV,RB,28-303,26,14,21,66.7,223,77,5,8,62.5,8,11,72.7,0,0,,0,0.0,0.0,0,1,1,0,3,10,2021-2022
Gerónimo Rulli,13,ar ARG,GK,29-156,90,32,39,82.1,803,430,6,6,100.0,18,19,94.7,8,13,61.5,0,0.0,0.0,0,0,0,0,0,10,2021-2022
Rafa Mir,12,es ESP,FW,24-128,90,11,17,64.7,189,35,6,8,75.0,5,8,62.5,0,0,,0,0.1,0.0,1,1,2,0,2,10,2021-2022
Munir El Haddadi,11,ma MAR,LW,26-053,68,19,23,82.6,241,27,16,17,94.1,3,6,50.0,0,0,,0,0.0,0.0,0,0,1,0,2,10,2021-2022
   Lucas Ocampos,5,ar ARG,LW,27-105,22,6,7,85.7,81,7,3,4,75.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,10,2021-2022
Suso,7,es ESP,RW,27-339,68,31,42,73.8,454,107,18,21,85.7,13,18,72.2,0,2,0.0,1,0.1,0.2,1,1,3,1,5,10,2021-2022
   Érik Lamela,17,ar ARG,RW,29-234,22,14,17,82.4,204,37,5,6,83.3,7,8,87.5,0,1,0.0,0,0.1,0.1,2,1,1,0,2,10,2021-2022
Óliver Torres,21,es ESP,AM,26-348,77,41,50,82.0,776,221,20,23,87.0,10,12,83.3,9,12,75.0,1,0.1,0.0,2,11,0,0,6,10,2021-2022
   Óscar Rodríguez Arnaiz,14,es ESP,AM,23-118,13,11,12,91.7,254,45,4,4,100.0,4,4,100.0,3,4,75.0,0,0.1,0.0,1,1,0,0,2,10,2021-2022
Thomas Delaney,18,dk DEN,DM,30-051,55,19,24,79.2,344,44,9,9,100.0,7,8,87.5,3,6,50.0,1,0.0,0.0,1,2,1,0,1,10,2021-2022
   Joan Jordán,8,es ESP,DM,27-110,35,28,31,90.3,674,187,12,14,85.7,8,9,88.9,8,8,100.0,0,0.0,0.0,0,6,0,0,5,10,2021-2022
Fernando,25,br BRA,DM,34-091,90,71,78,91.0,1335,394,32,34,94.1,30,32,93.8,8,10,80.0,0,0.0,0.0,0,5,0,0,7,10,2021-2022
Ludwig Augustinsson,3,se SWE,LB,27-186,77,34,45,75.6,613,193,17,19,89.5,13,15,86.7,4,8,50.0,1,0.1,0.1,2,1,1,1,0,10,2021-2022
   Marcos Acuña,19,ar ARG,LB,29-361,13,7,9,77.8,115,25,4,4,100.0,2,3,66.7,1,2,50.0,0,0.0,0.0,0,2,0,0,1,10,2021-2022
Diego Carlos,20,br BRA,CB,28-223,90,73,77,94.8,1554,495,20,21,95.2,40,42,95.2,12,13,92.3,0,0.1,0.0,1,8,0,0,5,10,2021-2022
Jules Koundé,23,fr FRA,CB,22-346,90,65,70,92.9,1235,492,20,21,95.2,39,40,97.5,6,8,75.0,0,0.0,0.0,0,6,0,0,4,10,2021-2022
Jesús Navas,16,es ESP,RB,35-337,90,64,76,84.2,1121,366,33,34,97.1,26,31,83.9,5,9,55.6,1,1.0,0.6,6,9,3,2,9,10,2021-2022
Marko Dmitrović,1,rs SRB,GK,29-273,90,19,25,76.0,548,364,2,2,100.0,11,11,100.0,5,11,45.5,0,0.0,0.0,0,0,0,0,0,10,2021-2022
José Luis Morales,11,es ESP,"LW,FW",34-093,90,22,29,75.9,471,191,11,11,100.0,7,8,87.5,4,7,57.1,0,0.0,0.0,1,6,1,1,8,10,2021-2022
Roberto Soldado,16,es ESP,FW,36-150,55,12,13,92.3,169,15,6,7,85.7,1,1,100.0,2,2,100.0,0,0.0,0.0,0,1,0,0,1,10,2021-2022
   Dani Gómez,21,es ESP,FW,23-086,35,3,3,100.0,24,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,10,2021-2022
Pablo Martínez,25,es ESP,LM,23-244,45,11,14,78.6,185,96,3,5,60.0,4,4,100.0,1,1,100.0,1,0.0,0.0,1,0,1,1,0,10,2021-2022
   Mickael Malsa,12,mq MTQ,DM,26-012,45,28,32,87.5,476,140,14,14,100.0,10,11,90.9,4,7,57.1,0,0.0,0.0,0,3,0,0,4,10,2021-2022
Nemanja Radoja,5,rs SRB,CM,28-260,45,19,21,90.5,255,73,10,11,90.9,7,7,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,10,2021-2022
