player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Cárdenas,es ESP,25-005,90,2,0,2,100.0,0.1,1,9,11.1,13,3,38.5,41.5,11,36.4,34.0,13,1,7.7,0,7.7,30,2021-2022
Gerónimo Rulli,ar ARG,29-317,90,4,2,2,50.0,1.4,5,14,35.7,30,8,40.0,34.5,6,33.3,33.8,8,0,0.0,0,8.5,30,2021-2022
Matías Dituro,ar ARG,34-329,90,6,2,3,100.0,3.4,7,18,38.9,25,5,56.0,40.8,6,66.7,45.7,7,1,14.3,0,6.0,30,2021-2022
Thibaut Courtois,be BEL,29-326,90,5,1,4,80.0,2.3,4,6,66.7,15,6,26.7,31.4,7,28.6,27.4,30,1,3.3,0,15.0,30,2021-2022
Jan Oblak,si SVN,29-085,90,1,1,0,0.0,0.5,4,20,20.0,24,4,70.8,45.8,5,60.0,41.0,9,1,11.1,1,14.7,30,2021-2022
Fernando Pacheco,es ESP,29-319,90,8,4,4,62.5,4.3,12,24,50.0,33,3,48.5,39.1,8,100.0,61.6,9,0,0.0,1,22.0,30,2021-2022
Unai Simón,es ESP,24-296,90,2,1,1,50.0,0.6,6,12,50.0,20,4,50.0,37.0,3,66.7,48.7,13,1,7.7,0,12.7,30,2021-2022
Édgar Badía,es ESP,30-050,90,6,2,4,66.7,2.0,9,15,60.0,28,4,32.1,30.6,8,75.0,47.5,26,0,0.0,3,16.0,30,2021-2022
Claudio Bravo,cl CHI,38-355,90,3,1,2,66.7,0.4,6,19,31.6,28,2,46.4,40.9,7,85.7,55.0,14,1,7.1,0,7.7,30,2021-2022
Sergio Herrera,es ESP,28-302,90,8,4,4,50.0,3.1,10,23,43.5,20,0,75.0,47.2,11,72.7,54.6,15,0,0.0,2,17.5,30,2021-2022
Luís Maximiano,pt POR,23-088,90,4,2,2,50.0,1.8,10,15,66.7,24,6,41.7,32.7,7,71.4,48.1,12,1,8.3,2,19.0,30,2021-2022
Stole Dimitrievski,mk MKD,28-099,90,9,2,7,88.9,2.2,4,30,13.3,22,1,95.5,55.6,9,100.0,68.8,24,2,8.3,0,10.0,30,2021-2022
Giorgi Mamardashvili,ge GEO,21-186,90,3,0,3,100.0,0.3,2,11,18.2,21,5,38.1,29.4,4,75.0,58.8,15,2,13.3,2,15.5,30,2021-2022
Jeremías Ledesma,ar ARG,29-049,90,1,0,1,100.0,0.0,7,21,33.3,21,6,66.7,47.6,7,100.0,69.0,17,3,17.6,0,5.5,30,2021-2022
Marc-André ter Stegen,de GER,29-338,90,3,0,3,100.0,0.3,5,8,62.5,27,2,18.5,27.3,5,60.0,50.0,7,0,0.0,0,9.8,30,2021-2022
Yassine Bounou,ma MAR,30-363,90,6,1,5,83.3,1.6,10,15,66.7,34,2,32.4,34.6,11,36.4,27.7,23,0,0.0,0,10.0,30,2021-2022
Álex Remiro,es ESP,27-011,90,2,0,2,100.0,0.3,0,1,0.0,21,4,4.8,20.8,7,0.0,19.1,5,0,0.0,0,,30,2021-2022
Oier Olazábal,es ESP,32-202,90,6,1,5,100.0,1.9,8,14,57.1,22,4,40.9,35.5,5,100.0,54.6,15,3,20.0,0,3.7,30,2021-2022
Yassine Bounou,ma MAR,31-003,90,5,2,3,60.0,1.0,4,9,44.4,24,3,29.2,31.4,8,25.0,28.9,12,0,0.0,1,10.8,31,2021-2022
Luís Maximiano,pt POR,23-093,90,8,4,4,50.0,3.8,8,26,30.8,17,2,82.4,51.5,12,100.0,60.8,29,1,3.4,1,10.0,31,2021-2022
