player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Bryan Gil,21,es ESP,FW,21-088,62,0,0,0,0,1,1,0,0,36,2,0,0,0.4,0.4,0.0,2,0,17,23,73.9,3,29,2,2,0,36,2021-2022
   Gonçalo Guedes,7,pt POR,LM,25-162,28,0,0,0,0,3,0,0,0,19,0,0,0,0.2,0.2,0.1,2,0,9,13,69.2,2,14,3,3,1,36,2021-2022
Hugo Duro,19,es ESP,FW,22-181,88,0,0,0,0,2,1,0,0,34,0,0,2,0.1,0.1,0.2,7,0,22,25,88.0,4,29,2,2,1,36,2021-2022
   Denis Cheryshev,17,ru RUS,FW,31-135,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,36,2021-2022
Ilaix Moriba,23,gn GUI,CM,19-111,90,0,0,0,0,5,2,0,0,59,6,1,1,0.2,0.2,0.0,5,0,35,39,89.7,7,40,4,1,0,36,2021-2022
Uroš Račić,8,rs SRB,CM,24-054,45,0,0,0,0,1,0,0,0,21,2,1,1,0.0,0.0,0.0,1,0,10,15,66.7,1,14,0,0,0,36,2021-2022
   Jesús Santiago,44,es ESP,CM,17-350,45,0,0,0,0,0,0,0,0,28,1,0,1,0.0,0.0,0.0,1,0,20,24,83.3,1,15,0,1,0,36,2021-2022
Carlos Soler,10,es ESP,"CM,RM",25-128,88,0,0,0,0,3,1,0,0,52,0,0,1,0.1,0.1,0.6,6,0,40,50,80.0,5,34,2,0,0,36,2021-2022
   Yunus Musah,4,us USA,RM,19-162,2,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.1,2,0,2,3,66.7,0,2,2,1,1,36,2021-2022
Jesus Vazquez,32,es ESP,LB,19-128,90,0,0,0,0,1,0,0,0,47,2,1,0,0.1,0.1,0.0,3,0,24,34,70.6,3,25,3,4,3,36,2021-2022
Omar Alderete,15,py PAR,CB,25-135,90,0,0,0,0,0,0,1,0,48,2,4,1,0.0,0.0,0.0,2,0,20,38,52.6,5,28,2,0,0,36,2021-2022
Mouctar Diakhaby,12,gn GUI,CB,25-142,90,0,0,0,0,2,0,0,0,36,2,1,0,0.1,0.1,0.0,0,0,23,26,88.5,2,18,1,2,2,36,2021-2022
Dimitri Foulquier,20,fr FRA,"CB,RB",29-048,90,0,0,0,0,1,0,0,0,46,1,1,0,0.0,0.0,0.0,0,0,30,40,75.0,2,23,1,2,1,36,2021-2022
Thierry Correia,2,pt POR,RB,23-062,62,0,0,0,0,0,0,0,0,42,3,0,0,0.0,0.0,0.0,1,0,22,34,64.7,3,26,4,2,1,36,2021-2022
