player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Unai Simón,es ESP,24-102,90,3,2,1,33.3,1.4,6,8,75.0,17,5,23.5,30.8,5,80.0,54.6,16,0,0.0,1,32.0,6,2021-2022
Stole Dimitrievski,mk MKD,27-270,90,1,1,1,0.0,0.1,7,31,22.6,33,2,60.6,43.1,11,100.0,63.1,8,0,0.0,0,12.0,6,2021-2022
Yassine Bounou,ma MAR,30-170,90,3,1,2,66.7,0.6,6,18,33.3,29,3,48.3,38.7,4,100.0,60.5,13,0,0.0,3,25.7,6,2021-2022
Giorgi Mamardashvili,ge GEO,20-358,90,5,3,2,40.0,0.6,5,15,33.3,20,5,55.0,40.7,5,80.0,58.2,6,0,0.0,0,,6,2021-2022
Diego López,es ESP,39-323,90,2,0,2,100.0,0.2,7,18,38.9,35,4,40.0,35.0,8,50.0,33.5,21,2,9.5,2,13.8,6,2021-2022
Fernando Pacheco,es ESP,29-127,90,2,1,1,100.0,1.7,6,9,66.7,14,0,57.1,43.1,6,16.7,33.7,14,1,7.1,1,20.0,6,2021-2022
Thibaut Courtois,be BEL,29-134,90,5,1,4,80.0,0.7,2,7,28.6,34,5,20.6,26.9,4,0.0,25.8,8,0,0.0,0,,6,2021-2022
Manolo Reina,es ESP,36-174,90,11,6,5,45.5,3.5,6,20,30.0,23,3,69.6,49.7,8,50.0,37.6,11,0,0.0,0,1.5,6,2021-2022
Sergio Asenjo,es ESP,32-086,90,3,1,2,66.7,1.0,1,5,20.0,17,5,17.6,29.9,4,50.0,41.3,21,1,4.8,2,21.5,6,2021-2022
Kiko Casilla,es ESP,34-355,90,9,4,5,55.6,3.5,5,15,33.3,20,3,50.0,35.1,8,62.5,38.9,13,1,7.7,0,6.5,6,2021-2022
Sergio Herrera,es ESP,28-110,90,9,3,6,66.7,3.1,9,23,39.1,27,5,74.1,51.4,3,100.0,60.0,16,0,0.0,0,,6,2021-2022
Claudio Bravo,cl CHI,38-163,90,3,1,2,66.7,1.5,8,19,42.1,34,6,44.1,36.0,6,66.7,48.0,19,0,0.0,1,18.0,6,2021-2022
Luís Maximiano,pt POR,22-261,90,11,3,8,72.7,2.8,6,24,25.0,27,2,66.7,48.7,6,100.0,60.7,17,0,0.0,2,19.7,6,2021-2022
Mathew Ryan,au AUS,29-168,90,2,2,0,50.0,1.3,5,13,38.5,25,4,36.0,35.5,5,80.0,57.8,10,0,0.0,3,21.4,6,2021-2022
Jeremías Ledesma,ar ARG,28-222,90,2,0,2,100.0,0.2,7,17,41.2,17,3,76.5,46.4,6,66.7,51.5,20,2,10.0,0,7.2,6,2021-2022
Marc-André ter Stegen,de GER,29-146,90,3,0,3,100.0,0.8,7,11,63.6,28,2,17.9,26.6,8,75.0,60.0,22,2,9.1,1,14.2,6,2021-2022
Fernando Pacheco,es ESP,29-130,90,1,0,1,100.0,0.1,7,22,31.8,18,1,83.3,54.9,16,43.8,41.6,28,1,3.6,0,3.0,7,2021-2022
Jan Oblak,si SVN,28-261,90,1,1,0,0.0,0.5,5,11,45.5,20,5,25.0,26.3,7,85.7,44.3,9,1,11.1,2,24.7,7,2021-2022
Jasper Cillessen,nl NED,32-156,90,4,1,3,75.0,0.9,14,26,53.8,26,3,80.8,50.8,5,100.0,69.4,18,0,0.0,0,19.0,7,2021-2022
Unai Simón,es ESP,24-106,90,6,1,5,83.3,1.6,6,14,42.9,18,5,44.4,34.0,8,75.0,54.0,23,1,4.3,2,16.6,7,2021-2022
