player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Kiké,18,es ESP,FW,32-100,70,0,0,0,0,2,0,0,0,25,1,0,0,0.0,0.0,0.0,4,0,10,16,62.5,2,9,1,0,0,27,2021-2022
   Ante Budimir,17,hr CRO,FW,30-226,20,0,0,0,0,1,0,0,0,9,2,0,0,0.1,0.1,0.0,0,0,2,4,50.0,0,2,0,0,0,27,2021-2022
Ezequiel Ávila,9,ar ARG,FW,28-027,80,1,0,0,0,3,1,1,0,23,2,1,0,0.2,0.2,0.0,1,0,5,11,45.5,1,12,1,0,0,27,2021-2022
   Aridane Hernández,23,es ESP,CB,32-347,10,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,27,2021-2022
Rubén García,14,es ESP,"LM,CM",28-234,88,0,1,0,0,2,1,0,0,46,2,1,1,0.2,0.2,0.2,5,1,18,33,54.5,2,17,3,1,0,27,2021-2022
   Oier Sanjurjo,6,es ESP,CM,35-284,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,0,27,2021-2022
Jon Moncayola,7,es ESP,"CM,RM",23-296,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,1,0,24,39,61.5,1,10,0,0,0,27,2021-2022
Lucas Torró,24,es ESP,CM,27-229,90,0,0,0,0,1,1,0,0,31,4,1,2,0.0,0.0,0.0,0,0,12,16,75.0,3,8,0,1,0,27,2021-2022
Javi Martínez,28,es ESP,RM,22-073,70,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,5,1,17,20,85.0,4,9,3,0,0,27,2021-2022
   Darko Brašanac,8,rs SRB,"LM,RM",30-021,20,0,0,0,0,0,0,0,0,11,2,0,2,0.0,0.0,0.0,0,0,2,5,40.0,0,2,1,0,0,27,2021-2022
Manu Sánchez,39,es ESP,LB,21-193,90,0,0,0,0,0,0,0,0,39,2,1,2,0.0,0.0,0.0,0,0,20,33,60.6,1,13,2,0,0,27,2021-2022
Juan Cruz Armada,3,es ESP,CB,29-220,90,0,0,0,0,0,0,0,0,30,2,0,3,0.0,0.0,0.0,0,0,15,22,68.2,0,5,0,0,0,27,2021-2022
David García,5,es ESP,CB,28-019,90,0,0,0,0,2,0,0,0,31,1,1,2,0.1,0.1,0.0,0,0,14,20,70.0,1,11,0,0,0,27,2021-2022
Nacho Vidal,2,es ESP,RB,27-040,90,0,0,0,0,1,0,0,0,53,1,3,0,0.1,0.1,0.1,4,0,20,38,52.6,4,11,0,0,0,27,2021-2022
Sergio Herrera,1,es ESP,GK,28-273,90,0,0,0,0,0,0,0,0,31,1,0,0,0.0,0.0,0.0,0,0,16,29,55.2,0,11,0,0,0,27,2021-2022
Arnaut Danjuma,15,nl NED,FW,25-033,90,0,0,0,0,1,0,0,0,33,0,0,0,0.1,0.1,0.0,0,0,19,25,76.0,2,19,1,1,0,27,2021-2022
Giovani Lo Celso,17,ar ARG,FW,25-330,76,0,0,0,0,1,0,0,0,58,3,1,0,0.1,0.1,0.1,3,0,38,46,82.6,6,34,4,6,3,27,2021-2022
   Boulaye Dia,16,sn SEN,FW,25-109,14,0,0,0,0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,27,2021-2022
Alberto Moreno,18,es ESP,LM,29-243,57,0,0,0,0,1,0,0,0,32,0,0,0,0.0,0.0,0.0,1,0,20,28,71.4,2,20,1,1,0,27,2021-2022
   Moi Gómez,23,es ESP,LM,27-255,33,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.1,3,0,16,19,84.2,2,9,0,0,0,27,2021-2022
Étienne Capoue,6,fr FRA,CM,33-237,90,0,0,0,0,2,0,0,0,100,0,1,1,0.1,0.1,0.0,1,0,82,91,90.1,8,70,4,8,6,27,2021-2022
Daniel Parejo,5,es ESP,CM,32-323,83,0,0,0,0,0,0,0,0,81,0,3,0,0.0,0.0,0.1,4,0,62,75,82.7,13,48,0,0,0,27,2021-2022
   Francis Coquelin,19,fr FRA,CM,30-296,7,0,0,0,0,0,0,0,0,11,0,1,0,0.0,0.0,0.0,1,0,5,8,62.5,1,7,0,0,0,27,2021-2022
Yeremi Pino,21,es ESP,RM,19-136,76,0,0,0,0,2,1,0,0,31,0,0,0,0.1,0.1,0.1,1,0,19,22,86.4,1,22,1,1,1,27,2021-2022
   Samuel Chukwueze,11,ng NGA,RM,22-287,14,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.1,0,0,5,8,62.5,0,10,1,3,1,27,2021-2022
Pervis Estupiñán,12,ec ECU,LB,24-043,90,0,0,0,0,0,0,0,0,93,0,2,0,0.0,0.0,0.0,2,0,61,83,73.5,8,54,6,1,0,27,2021-2022
Pau Torres,4,es ESP,CB,25-048,90,0,0,0,0,0,0,0,0,106,0,1,0,0.0,0.0,0.0,0,0,81,96,84.4,15,70,5,1,1,27,2021-2022
Raúl Albiol,3,es ESP,CB,36-182,90,0,0,0,0,0,0,0,0,112,2,0,1,0.0,0.0,0.0,1,0,91,103,88.3,8,81,2,1,0,27,2021-2022
Serge Aurier,25,ci CIV,RB,29-071,76,0,0,0,0,1,0,0,0,61,1,0,2,0.1,0.1,0.0,1,0,49,52,94.2,6,37,1,0,0,27,2021-2022
   Manu Trigueros,14,es ESP,RB,30-139,14,0,0,0,0,1,0,0,0,17,0,0,0,0.1,0.1,0.0,0,0,14,16,87.5,1,12,0,0,0,27,2021-2022
Gerónimo Rulli,13,ar ARG,GK,29-289,90,0,0,0,0,0,0,0,0,58,0,0,0,0.0,0.0,0.0,0,0,52,56,92.9,1,39,0,0,0,27,2021-2022
Raúl de Tomás,11,es ESP,FW,27-139,89,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,16,21,76.2,2,24,1,2,1,27,2021-2022
   Loren Morón,16,es ESP,FW,28-065,1,0,0,0,0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,3,0,0,0,27,2021-2022
Tonny Vilhena,19,nl NED,LW,27-061,59,0,1,0,0,1,0,1,0,34,0,1,2,0.0,0.0,0.0,1,1,15,22,68.2,1,25,2,2,1,27,2021-2022
   Nico Ribaudo,21,es ESP,LW,20-328,31,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,0,8,11,72.7,0,10,1,0,0,27,2021-2022
Javi Puado,9,es ESP,RW,23-284,88,0,0,0,0,1,0,0,0,44,2,1,1,0.0,0.0,0.0,1,0,33,38,86.8,3,28,4,3,2,27,2021-2022
   Wu Lei,7,cn CHN,RW,30-106,2,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,1,1,0,27,2021-2022
Sergi Darder,10,es ESP,AM,28-073,89,0,0,0,0,0,0,1,0,55,2,1,0,0.0,0.0,0.0,0,0,38,47,80.9,2,35,1,1,1,27,2021-2022
   Fran Mérida,8,es ESP,AM,32-001,1,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,0,27,2021-2022
Keidi Bare,20,al ALB,DM,24-189,90,0,0,0,0,0,0,0,0,69,2,2,0,0.0,0.0,0.0,0,0,49,55,89.1,1,43,1,3,3,27,2021-2022
Yangel Herrera,25,ve VEN,DM,24-050,90,0,0,0,0,0,0,1,0,63,1,0,2,0.0,0.0,0.0,0,0,32,50,64.0,3,29,0,3,3,27,2021-2022
Adrià Pedrosa,3,es ESP,LB,23-296,90,0,0,0,0,0,0,0,0,69,5,1,0,0.0,0.0,0.0,1,0,38,50,76.0,0,35,2,2,1,27,2021-2022
Leandro Cabrera,4,uy URU,CB,30-261,90,1,0,0,0,1,1,1,0,84,2,1,3,0.0,0.0,0.0,0,0,49,69,71.0,2,43,0,0,0,27,2021-2022
Fernando Calero,5,es ESP,CB,26-172,90,0,0,0,0,0,0,0,0,80,4,2,0,0.0,0.0,0.0,0,0,54,66,81.8,4,51,0,0,0,27,2021-2022
Óscar Gil,12,es ESP,RB,24-313,80,0,0,0,0,0,0,1,0,60,4,1,1,0.0,0.0,0.0,2,0,37,44,84.1,0,39,1,3,2,27,2021-2022
   Aleix Vidal,22,es ESP,RB,32-196,10,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,0,0,5,10,50.0,0,4,0,0,0,27,2021-2022
Diego López,13,es ESP,GK,40-122,90,0,0,0,0,0,0,1,0,35,0,0,0,0.0,0.0,0.0,0,0,20,34,58.8,0,26,0,0,0,27,2021-2022
