player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Sergi Guardiola,16,es ESP,FW,30-141,61,22,0,0,7,15,1,22,0,0,,0,,14,53,16,1,3,0,3,2,13,3,9,2021-2022
   Randy Ntekja,9,fr FRA,FW,23-315,29,13,0,0,5,8,0,13,1,0,0.0,1,100.0,8,39,19,0,0,0,1,0,8,3,9,2021-2022
Óscar Trejo,8,ar ARG,FW,33-174,72,52,0,2,27,23,3,52,4,0,0.0,4,100.0,32,148,78,3,2,2,1,2,31,8,9,2021-2022
   Unai López,12,es ESP,FW,25-352,18,7,0,1,5,1,0,7,0,0,,0,,4,12,10,0,0,0,0,0,5,0,9,2021-2022
Álvaro García,18,es ESP,LM,28-355,90,44,0,1,9,34,6,44,2,1,50.0,1,50.0,27,121,55,5,1,3,1,0,28,15,9,2021-2022
Santi Comesaña,6,es ESP,CM,25-012,83,70,2,10,48,12,3,70,2,2,100.0,0,0.0,51,267,160,3,0,0,0,0,50,2,9,2021-2022
   Pathé Ciss,21,sn SEN,CM,27-215,7,9,0,2,6,1,0,9,0,0,,0,,1,2,1,0,1,0,1,1,1,0,9,2021-2022
Óscar Valentín,23,es ESP,CM,27-058,90,50,2,15,33,3,2,50,1,1,100.0,0,0.0,31,163,83,0,0,0,2,1,25,0,9,2021-2022
Isaac Palazón Camacho,7,es ESP,RM,26-294,90,46,1,5,21,21,3,46,5,2,40.0,3,60.0,29,130,55,2,0,1,5,0,27,10,9,2021-2022
Fran Garcia,33,es ESP,"LB,RB",22-064,90,62,2,9,31,24,2,62,0,0,,0,,32,282,181,8,4,1,1,0,29,7,9,2021-2022
Catena,5,es ESP,CB,26-354,90,56,5,35,19,2,2,56,0,0,,0,,45,202,96,0,0,0,0,0,40,0,9,2021-2022
Esteban Saveljich,24,me MNE,CB,30-150,82,33,3,17,14,2,2,33,0,0,,0,,16,75,46,0,0,0,0,1,18,0,9,2021-2022
   Nikola Maraš,2,rs SRB,CB,25-302,8,4,0,2,2,0,0,4,0,0,,0,,0,0,0,0,0,0,0,0,0,0,9,2021-2022
Mario Hernández,32,es ESP,RB,22-265,73,40,1,5,22,13,1,40,2,1,50.0,1,50.0,19,64,26,0,1,0,1,0,18,1,9,2021-2022
   Kévin Rodrigues,19,pt POR,LB,27-226,17,9,0,6,3,1,0,9,1,1,100.0,0,0.0,1,2,0,0,0,0,0,0,0,0,9,2021-2022
Stole Dimitrievski,13,mk MKD,GK,27-296,90,25,24,25,0,0,0,25,0,0,,0,,16,109,73,0,0,0,0,0,8,0,9,2021-2022
Darío Benedetto,18,ar ARG,FW,31-153,64,19,0,2,7,10,2,19,1,1,100.0,0,0.0,9,35,2,0,0,0,4,1,12,3,9,2021-2022
   Raúl Guti,8,es ESP,CM,24-291,26,18,0,0,15,3,0,18,0,0,,0,,11,40,14,0,0,0,1,0,13,0,9,2021-2022
Lucas Boyé,9,ar ARG,FW,25-231,90,37,2,4,21,13,2,37,11,9,81.8,2,18.2,30,192,16,0,0,0,8,6,28,4,9,2021-2022
Fidel,16,es ESP,LM,31-355,78,41,3,6,16,19,3,41,2,2,100.0,0,0.0,23,119,74,1,2,1,3,0,29,7,9,2021-2022
   Guido Carrillo,7,ar ARG,FW,30-145,12,5,0,0,3,2,1,5,0,0,,0,,2,2,0,0,0,0,1,0,5,0,9,2021-2022
Gerard Gumbau,2,es ESP,CM,26-303,64,34,1,4,23,8,1,34,0,0,,0,,21,73,23,0,1,0,1,0,24,0,9,2021-2022
   Josan,17,es ESP,RM,31-318,26,17,0,3,5,9,0,17,2,1,50.0,1,50.0,10,47,22,2,0,0,4,0,12,5,9,2021-2022
Omar Mascarell,21,es ESP,CM,28-257,90,52,3,15,35,4,1,52,1,1,100.0,0,0.0,20,151,75,2,0,0,0,1,22,0,9,2021-2022
Pablo Piatti,20,ar ARG,RM,32-200,64,26,2,8,11,7,0,26,2,1,50.0,1,50.0,12,73,31,0,2,0,3,1,12,3,9,2021-2022
   Lucas Pérez,12,es ESP,"LM,FW",33-037,26,11,0,1,3,7,2,11,0,0,,0,,4,23,14,1,0,0,1,0,6,1,9,2021-2022
Josema,24,es ESP,LB,25-133,77,56,5,24,25,8,0,56,0,0,,0,,20,66,28,0,1,0,4,0,25,0,9,2021-2022
   Johan Mojica,22,co COL,LB,29-057,13,18,0,11,5,2,0,18,1,0,0.0,1,100.0,8,20,4,0,0,0,1,0,9,0,9,2021-2022
Pedro Bigas,6,es ESP,CB,31-032,90,53,10,37,16,0,0,53,0,0,,0,,25,77,32,0,0,0,1,0,30,0,9,2021-2022
Gonzalo Verdú,5,es ESP,CB,32-361,90,44,7,31,13,0,0,44,0,0,,0,,25,107,32,0,0,0,0,0,21,0,9,2021-2022
Helibelton Palacios,14,co COL,RB,28-128,90,41,3,17,17,7,0,41,1,1,100.0,0,0.0,16,123,67,4,4,1,1,0,14,1,9,2021-2022
Kiko Casilla,1,es ESP,GK,35-015,90,41,30,41,0,0,0,41,0,0,,0,,20,86,51,0,0,0,1,0,11,0,9,2021-2022
Santi Mina,22,es ESP,"FW,RM",25-314,90,29,0,2,14,13,3,29,1,1,100.0,0,0.0,16,45,7,0,0,0,1,2,19,1,9,2021-2022
Iago Aspas,10,es ESP,FW,34-077,90,37,0,3,14,21,2,37,0,0,,0,,25,175,79,4,1,0,1,0,30,10,9,2021-2022
Nolito,9,es ESP,LM,35-002,72,34,0,2,17,15,3,34,2,1,50.0,1,50.0,17,54,13,0,0,0,0,0,19,1,9,2021-2022
   Franco Cervi,11,ar ARG,LM,27-144,18,4,0,1,1,2,0,4,0,0,,0,,3,5,2,0,0,0,0,0,3,1,9,2021-2022
Denis Suárez,6,es ESP,"CM,DM",27-284,90,60,1,10,42,10,1,60,3,3,100.0,0,0.0,38,278,205,7,2,1,1,1,42,1,9,2021-2022
Brais Méndez,23,es ESP,"RM,CM",24-283,90,43,1,3,28,13,1,43,2,2,100.0,0,0.0,31,139,61,2,3,0,5,2,34,4,9,2021-2022
Fran Beltrán,8,es ESP,DM,22-256,80,57,2,13,40,4,0,57,0,0,,0,,38,176,88,1,0,0,1,0,41,0,9,2021-2022
   Thiago Galhardo,7,br BRA,FW,32-089,10,4,0,0,3,1,0,4,0,0,,0,,2,3,3,0,0,0,0,0,2,0,9,2021-2022
Javi Galán,17,es ESP,LB,26-332,90,56,3,14,28,15,0,56,1,1,100.0,0,0.0,26,189,120,2,2,0,2,2,25,7,9,2021-2022
Jeison Murillo,24,co COL,CB,29-143,90,58,9,27,29,2,1,58,0,0,,0,,41,196,138,0,0,0,0,0,42,0,9,2021-2022
