player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Diego López,es ESP,40-192,90,5,1,4,80.0,1.1,7,9,77.8,22,8,27.3,28.2,12,25.0,29.9,15,1,6.7,0,14.0,37,2021-2022
Jasper Cillessen,nl NED,33-022,90,3,1,2,66.7,1.1,2,5,40.0,17,5,23.5,29.1,3,33.3,38.7,10,0,0.0,0,8.0,37,2021-2022
Alejandro Primo,es ESP,17-309,90,2,1,1,50.0,0.8,2,6,33.3,17,0,29.4,31.2,8,12.5,20.9,19,0,0.0,0,15.0,37,2021-2022
Fernando Pacheco,es ESP,29-362,90,5,3,2,40.0,1.7,7,21,33.3,20,4,75.0,48.0,8,75.0,50.1,8,1,12.5,1,14.0,37,2021-2022
Gerónimo Rulli,ar ARG,29-360,90,6,2,4,66.7,2.4,6,21,28.6,38,4,52.6,39.4,5,20.0,22.0,11,2,18.2,3,19.7,37,2021-2022
Álex Remiro,es ESP,27-052,90,4,1,3,75.0,0.6,3,15,20.0,30,2,33.3,40.0,9,55.6,54.8,10,0,0.0,0,16.0,37,2021-2022
David Soria,es ESP,29-041,90,1,0,1,100.0,0.0,11,31,35.5,33,3,78.8,52.7,6,83.3,61.3,15,0,0.0,0,10.0,37,2021-2022
Marc-André ter Stegen,de GER,30-015,90,3,0,3,100.0,0.3,3,5,60.0,25,4,20.0,28.4,4,0.0,14.8,8,1,12.5,1,13.0,37,2021-2022
Unai Simón,es ESP,24-338,90,1,0,1,100.0,0.1,5,12,41.7,18,2,38.9,40.6,6,83.3,60.3,22,0,0.0,3,26.7,37,2021-2022
Sergio Herrera,es ESP,28-344,90,8,2,6,75.0,1.6,12,34,35.3,46,8,58.7,40.3,7,100.0,71.6,13,2,15.4,2,17.5,37,2021-2022
Jan Oblak,si SVN,29-128,90,4,1,3,75.0,0.6,7,26,26.9,22,3,68.2,45.8,11,100.0,63.4,17,0,0.0,1,15.7,37,2021-2022
Yassine Bounou,ma MAR,31-040,90,3,1,2,66.7,0.5,7,13,53.8,25,6,28.0,28.3,12,50.0,35.4,12,0,0.0,0,16.5,37,2021-2022
Rui Silva,pt POR,28-097,90,4,0,4,100.0,0.5,4,11,36.4,25,2,24.0,27.1,11,45.5,40.1,21,1,4.8,0,4.8,37,2021-2022
Luís Maximiano,pt POR,23-130,90,4,2,2,50.0,2.0,7,24,29.2,17,1,94.1,56.2,8,100.0,66.4,8,1,12.5,1,20.3,37,2021-2022
Matías Dituro,ar ARG,35-007,90,1,0,1,100.0,0.1,9,23,39.1,21,1,76.2,45.0,11,63.6,52.2,17,3,17.6,2,13.2,37,2021-2022
Kiko Casilla,es ESP,35-225,90,4,1,3,75.0,1.5,4,15,26.7,34,7,26.5,31.1,10,60.0,42.3,8,0,0.0,0,16.0,37,2021-2022
Manolo Reina,es ESP,37-044,90,4,1,3,75.0,2.1,8,22,36.4,21,1,66.7,42.7,9,88.9,62.8,23,1,4.3,0,9.0,37,2021-2022
Stole Dimitrievski,mk MKD,28-141,90,5,2,3,60.0,1.4,3,13,23.1,24,4,29.2,35.7,8,75.0,56.5,16,1,6.3,1,10.3,37,2021-2022
Jeremías Ledesma,ar ARG,29-091,90,7,1,6,85.7,2.6,5,18,27.8,16,2,68.8,48.0,9,77.8,59.7,5,0,0.0,4,24.3,37,2021-2022
Andriy Lunin,ua UKR,23-093,90,7,1,5,85.7,2.3,1,5,20.0,27,6,7.4,24.3,10,30.0,30.7,26,2,7.7,0,9.8,37,2021-2022
