Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Fernando,es ESP,33-140,90,3,2,1,33.3,1.5,6,19,31.6,37,9,43.2,35.1,6,50.0,53.7,12,0,0.0,2,17.3,11,2023-2024
Álvaro Vallés,es ESP,26-095,90,4,1,3,75.0,0.6,10,19,52.6,61,11,31.1,32.6,3,0.0,13.3,17,2,11.8,0,7.5,11,2023-2024
Marc-André ter Stegen,de GER,31-181,90,4,2,2,50.0,1.3,2,4,50.0,32,7,9.4,26.6,4,25.0,23.8,9,1,11.1,1,15.6,11,2023-2024
Kepa Arrizabalaga,es ESP,29-025,90,3,1,2,66.7,0.7,1,10,10.0,28,6,25.0,27.1,8,37.5,32.0,13,0,0.0,1,14.0,11,2023-2024
Predrag Rajković,rs SRB,27-362,90,0,0,0,,0.0,12,25,48.0,26,3,69.2,49.2,8,87.5,62.4,14,1,7.1,0,5.0,11,2023-2024
David Soria,es ESP,30-207,90,4,0,4,100.0,0.7,11,32,34.4,29,3,79.3,50.0,9,100.0,62.8,23,0,0.0,1,14.8,11,2023-2024
Jeremías Ledesma,ar ARG,30-257,90,10,2,8,80.0,1.9,10,32,31.3,32,1,87.5,56.0,4,100.0,76.3,24,2,8.3,0,5.3,11,2023-2024
Ørjan Nyland,no NOR,33-048,90,5,2,3,60.0,1.1,4,8,50.0,26,5,26.9,28.8,3,33.3,25.0,11,1,9.1,5,23.1,11,2023-2024
Claudio Bravo,cl CHI,40-199,90,1,1,0,0.0,0.3,5,10,50.0,21,5,19.0,26.4,7,85.7,54.7,12,0,0.0,0,12.8,11,2023-2024
Sergio Herrera,es ESP,30-146,90,2,2,0,0.0,1.0,6,23,26.1,37,2,54.1,39.2,5,60.0,50.6,17,0,0.0,0,5.0,11,2023-2024
Stole Dimitrievski,mk MKD,29-308,90,3,2,1,66.7,2.3,6,21,28.6,30,4,60.0,43.9,7,42.9,39.0,13,1,7.7,0,11.3,11,2023-2024
Álex Remiro,es ESP,28-219,90,7,2,5,71.4,2.0,2,13,15.4,27,3,29.6,29.7,7,71.4,57.0,13,1,7.7,0,12.7,11,2023-2024
Unai Simón,es ESP,26-140,90,4,2,2,50.0,2.3,8,18,44.4,33,2,39.4,35.2,6,83.3,63.2,9,1,11.1,1,12.3,11,2023-2024
Giorgi Mamardashvili,ge GEO,23-030,90,7,2,5,71.4,1.8,9,25,36.0,25,3,72.0,47.2,8,87.5,66.6,22,1,4.5,2,20.3,11,2023-2024
Jan Oblak,si SVN,30-295,90,1,1,0,0.0,0.2,1,5,20.0,35,6,11.4,27.3,5,20.0,21.6,20,1,5.0,0,5.3,11,2023-2024
Antonio Sivera,es ESP,27-079,90,7,2,5,71.4,2.1,7,20,35.0,29,5,55.2,44.7,8,50.0,40.9,13,0,0.0,5,24.2,11,2023-2024
André Ferreira,pt POR,27-154,90,5,3,2,60.0,2.7,3,8,37.5,21,4,38.1,30.3,1,0.0,27.0,5,0,0.0,1,15.5,11,2023-2024
Filip Jørgensen,dk DEN,21-197,90,8,2,6,75.0,1.5,1,13,7.7,35,4,28.6,32.1,6,50.0,45.0,24,0,0.0,0,10.0,11,2023-2024
Álvaro Vallés,es ESP,26-101,90,5,1,4,80.0,1.0,1,9,11.1,33,6,27.3,33.7,0,,,10,0,0.0,2,28.7,12,2023-2024
Jan Oblak,si SVN,30-300,90,3,2,1,33.3,0.3,1,11,9.1,17,5,47.1,35.6,10,30.0,34.3,11,1,9.1,4,17.1,12,2023-2024
