player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Chris Ramos,16,es ESP,FW,26-226,76,3,1,1,2,0,1,3,33.3,2,1,0,1,1,4,1,0,4,2023-2024
   Álex Fernández,8,es ESP,FW,30-321,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,2023-2024
Roger Martí,21,es ESP,FW,32-241,89,1,1,0,1,0,1,2,50.0,1,2,0,2,0,1,0,0,4,2023-2024
   Álvaro Negredo,9,es ESP,FW,38-012,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,2023-2024
Darwin Machís,18,ve VEN,LM,30-206,77,2,1,0,1,1,1,2,50.0,1,1,0,1,0,2,0,0,4,2023-2024
   Maxi Gómez,25,uy URU,LM,27-018,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,2023-2024
Gonzalo Escalante,17,ar ARG,CM,30-158,90,2,1,1,0,1,1,3,33.3,2,1,1,0,2,4,1,0,4,2023-2024
Rubén Alcaraz,4,es ESP,CM,32-123,89,2,1,1,1,0,2,4,50.0,2,3,0,3,2,4,0,0,4,2023-2024
   José Mari,6,es ESP,CM,35-269,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,2023-2024
Iván Alejo,11,es ESP,RM,28-203,56,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,4,2023-2024
   Rubén Sobrino,7,es ESP,RM,31-092,34,2,2,0,2,0,1,1,100.0,0,0,0,0,1,3,2,0,4,2023-2024
Javi Hernández ,15,es ESP,LB,25-122,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,4,2023-2024
Fali,3,es ESP,CB,30-020,90,1,1,1,0,0,1,3,33.3,2,2,1,1,0,1,1,0,4,2023-2024
Luis Hernández,23,es ESP,CB,34-140,90,1,1,1,0,0,0,0,,0,0,0,0,0,1,2,0,4,2023-2024
Isaac Carcelen,20,es ESP,RB,30-131,90,4,3,2,2,0,3,4,75.0,1,0,0,0,0,4,3,1,4,2023-2024
Jeremías Ledesma,1,ar ARG,GK,30-200,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,4,2023-2024
Alexander Sørloth,11,no NOR,FW,27-270,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,4,2023-2024
   José Luis Morales,15,es ESP,FW,36-040,64,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,4,2023-2024
Yeremi Pino,21,es ESP,LW,20-316,67,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0,4,2023-2024
   Ben Brereton,9,cl CHI,LW,24-136,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,2023-2024
