Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Diego Mariño,es ESP,33-094,90,4,2,2,100.0,2.1,1,5,20.0,25,6,20.0,24.1,2,0.0,16.5,6,0,0.0,2,22.7,1,2023-2024
Stole Dimitrievski,mk MKD,29-229,90,5,0,5,100.0,0.6,7,18,38.9,18,2,61.1,45.2,9,77.8,56.1,20,1,5.0,0,5.5,1,2023-2024
Yassine Bounou,ma MAR,32-128,90,3,2,1,33.3,1.1,6,16,37.5,24,4,41.7,36.1,7,85.7,57.4,9,0,0.0,0,,1,2023-2024
Giorgi Mamardashvili,ge GEO,22-316,90,3,1,2,66.7,1.0,3,12,25.0,12,3,58.3,41.2,8,62.5,46.8,26,1,3.8,0,5.5,1,2023-2024
Álex Remiro,es ESP,28-141,90,1,1,0,0.0,0.4,4,12,33.3,33,7,30.3,34.0,3,66.7,48.3,10,0,0.0,5,23.5,1,2023-2024
Paulo Gazzaniga,ar ARG,31-222,90,2,1,1,50.0,0.7,4,17,23.5,33,3,30.3,35.9,8,87.5,62.3,8,0,0.0,0,,1,2023-2024
Álvaro Vallés,es ESP,26-018,90,2,1,1,50.0,0.2,6,21,28.6,32,2,56.3,40.4,4,75.0,56.5,16,1,6.3,2,19.3,1,2023-2024
Predrag Rajković,rs SRB,27-285,90,2,1,1,100.0,1.1,11,22,50.0,28,2,78.6,50.4,1,0.0,12.0,2,2,100.0,2,18.3,1,2023-2024
Unai Simón,es ESP,26-062,90,8,2,6,75.0,1.3,3,5,60.0,21,8,19.0,28.5,7,14.3,24.7,7,0,0.0,1,14.5,1,2023-2024
Andriy Lunin,ua UKR,24-182,90,1,0,1,100.0,0.0,3,5,60.0,33,10,6.1,22.2,8,37.5,34.6,24,2,8.3,2,10.4,1,2023-2024
Iván Villar,es ESP,26-035,90,5,2,3,60.0,1.3,4,8,50.0,20,4,15.0,27.0,10,50.0,37.1,10,0,0.0,1,18.0,1,2023-2024
Sergio Herrera,es ESP,30-069,90,0,0,0,,0.0,16,32,50.0,30,1,66.7,46.8,13,92.3,62.7,13,0,0.0,0,4.0,1,2023-2024
Filip Jørgensen,dk DEN,21-119,90,5,2,3,60.0,1.0,3,9,33.3,32,2,28.1,26.9,2,0.0,13.5,8,0,0.0,1,16.5,1,2023-2024
Rui Silva,pt POR,29-187,90,5,1,4,80.0,0.4,10,19,52.6,31,4,48.4,38.3,6,66.7,42.8,18,2,11.1,0,8.2,1,2023-2024
David Soria,es ESP,30-131,90,3,0,3,100.0,0.4,14,32,43.8,25,3,76.0,48.3,13,100.0,67.8,15,0,0.0,1,16.8,1,2023-2024
Marc-André ter Stegen,de GER,31-105,90,2,0,2,100.0,0.2,4,4,100.0,21,2,19.0,25.2,8,0.0,22.1,13,0,0.0,0,,1,2023-2024
Jeremías Ledesma,ar ARG,30-182,90,2,0,2,100.0,0.1,7,20,35.0,26,3,53.8,44.3,6,100.0,72.0,17,1,5.9,0,8.4,1,2023-2024
Antonio Sivera,es ESP,27-003,90,3,1,2,66.7,0.4,6,19,31.6,23,4,65.2,42.1,7,57.1,44.9,10,3,30.0,0,6.8,1,2023-2024
Jan Oblak,si SVN,30-219,90,4,1,3,75.0,1.1,2,3,66.7,17,3,11.8,27.9,3,33.3,36.0,10,0,0.0,1,13.5,1,2023-2024
André Ferreira,pt POR,27-077,90,6,3,3,50.0,2.0,7,12,58.3,30,4,26.7,31.8,9,44.4,30.9,14,1,7.1,3,16.9,1,2023-2024
